"Date","Price","Open","High","Low","Vol.","Change %"
"May 27, 2022","1,732.25","1,725.75","1,744.25","1,718.75","93.35K","0.33%"
"May 26, 2022","1,726.50","1,675.25","1,737.00","1,667.25","144.07K","2.71%"
"May 25, 2022","1,681.00","1,694.25","1,697.75","1,665.50","-","-0.71%"
"May 24, 2022","1,693.00","1,687.75","1,696.75","1,673.50","-","0.36%"
"May 23, 2022","1,687.00","1,706.00","1,720.00","1,685.00","-","-1.07%"
"May 20, 2022","1,705.25","1,691.00","1,710.75","1,683.25","-","0.87%"
"May 19, 2022","1,690.50","1,663.75","1,697.00","1,660.75","102.89K","1.67%"
"May 18, 2022","1,662.75","1,678.00","1,686.75","1,657.00","-","-0.91%"
"May 17, 2022","1,678.00","1,655.00","1,684.25","1,645.25","-","1.30%"
"May 16, 2022","1,656.50","1,657.50","1,668.00","1,650.25","-","0.61%"
"May 13, 2022","1,646.50","1,614.75","1,651.50","1,614.00","-","2.03%"
"May 12, 2022","1,613.75","1,607.50","1,627.25","1,590.25","-","0.44%"
"May 11, 2022","1,606.75","1,593.50","1,615.00","1,587.50","-","0.91%"
"May 10, 2022","1,592.25","1,589.00","1,605.00","1,580.50","-","0.44%"
"May 09, 2022","1,585.25","1,623.75","1,626.00","1,578.00","96.28K","-2.27%"
"May 06, 2022","1,622.00","1,649.50","1,650.00","1,618.00","74.87K","-1.52%"
"May 05, 2022","1,647.00","1,643.00","1,667.00","1,640.00","81.21K","0.05%"
"May 04, 2022","1,646.12","1,633.50","1,646.12","1,622.00","-","0.96%"
"May 03, 2022","1,630.50","1,649.50","1,662.75","1,629.00","-","-0.90%"
"May 02, 2022","1,645.25","1,684.50","1,688.75","1,635.00","98.83K","-2.38%"
"Apr 29, 2022","1,685.38","1,686.25","1,704.38","1,679.25","-","0.04%"
"Apr 28, 2022","1,684.75","1,694.25","1,700.00","1,681.25","-","-0.47%"
"Apr 27, 2022","1,692.75","1,673.25","1,698.00","1,665.50","119.53K","1.22%"
"Apr 26, 2022","1,672.38","1,675.62","1,696.38","1,662.25","-","-0.17%"
"Apr 25, 2022","1,675.25","1,687.00","1,695.50","1,656.50","-","-2.37%"
"Apr 22, 2022","1,716.00","1,747.50","1,757.50","1,704.25","-","-1.84%"
"Apr 21, 2022","1,748.25","1,747.50","1,752.75","1,728.25","-","0.09%"
"Apr 20, 2022","1,746.75","1,718.00","1,750.00","1,714.50","-","1.76%"
"Apr 19, 2022","1,716.50","1,712.00","1,730.00","1,705.25","-","0.10%"
"Apr 18, 2022","1,714.75","1,688.75","1,720.50","1,688.50","-","2.01%"
"Apr 15, 2022","1,681.00","1,681.00","1,681.00","1,681.00","-","-0.07%"
"Apr 14, 2022","1,682.25","1,678.50","1,692.50","1,670.00","78.74K","0.37%"
"Apr 13, 2022","1,676.00","1,672.25","1,681.25","1,652.00","-","0.34%"
"Apr 12, 2022","1,670.25","1,658.75","1,682.75","1,657.00","-","0.91%"
"Apr 11, 2022","1,655.25","1,691.00","1,697.50","1,651.50","-","-2.00%"
"Apr 08, 2022","1,689.00","1,647.75","1,689.75","1,645.50","-","2.64%"
"Apr 07, 2022","1,645.50","1,620.00","1,652.75","1,614.75","-","1.65%"
"Apr 06, 2022","1,618.75","1,622.50","1,642.88","1,615.00","-","-0.75%"
"Apr 05, 2022","1,631.00","1,605.00","1,635.25","1,604.25","-","1.79%"
"Apr 04, 2022","1,602.25","1,584.00","1,606.00","1,576.75","-","1.23%"
"Apr 01, 2022","1,582.75","1,620.75","1,628.50","1,580.75","-","-2.19%"
"Mar 31, 2022","1,618.25","1,666.75","1,680.00","1,613.50","-","-2.75%"
"Mar 30, 2022","1,664.00","1,644.00","1,683.75","1,638.75","-","1.28%"
"Mar 29, 2022","1,643.00","1,662.50","1,673.00","1,622.00","-","-1.28%"
"Mar 28, 2022","1,664.25","1,703.00","1,710.00","1,661.00","-","-2.69%"
"Mar 25, 2022","1,710.25","1,702.00","1,714.25","1,684.75","-","0.56%"
"Mar 24, 2022","1,700.75","1,722.25","1,730.00","1,697.50","-","-1.05%"
"Mar 23, 2022","1,718.75","1,695.50","1,736.50","1,691.00","-","1.31%"
"Mar 22, 2022","1,696.50","1,692.75","1,720.75","1,686.00","-","0.33%"
"Mar 21, 2022","1,691.00","1,673.00","1,710.00","1,666.75","-","1.38%"
"Mar 18, 2022","1,668.00","1,669.75","1,689.00","1,651.50","-","-0.03%"
"Mar 17, 2022","1,668.50","1,649.25","1,677.50","1,647.25","-","1.17%"
"Mar 16, 2022","1,649.25","1,661.00","1,681.25","1,645.25","-","-0.57%"
"Mar 15, 2022","1,658.75","1,674.00","1,674.00","1,638.00","-","-1.69%"
"Mar 14, 2022","1,687.25","1,708.00","1,710.00","1,705.00","-","-0.21%"
"Mar 11, 2022","1,690.75","1,706.50","1,707.25","1,680.75","-","-0.54%"
"Mar 10, 2022","1,700.00","1,687.75","1,716.25","1,681.25","-","0.80%"
"Mar 09, 2022","1,686.50","1,727.75","1,745.25","1,684.50","-","-1.06%"
"Mar 08, 2022","1,704.50","1,674.50","1,708.00","1,674.25","-","1.81%"
"Mar 07, 2022","1,674.25","1,696.50","1,706.25","1,675.00","-","-0.12%"
"Mar 04, 2022","1,676.25","1,684.00","1,700.25","1,659.25","-","-0.24%"
"Mar 03, 2022","1,680.25","1,690.25","1,707.50","1,683.50","-","0.16%"
"Mar 02, 2022","1,677.50","1,708.00","1,708.00","1,668.00","-","-1.64%"
"Mar 01, 2022","1,705.50","1,648.25","1,709.00","1,648.25","-","3.73%"
"Feb 28, 2022","1,644.25","1,642.50","1,660.75","1,621.00","-","3.40%"
"Feb 25, 2022","1,590.25","1,661.50","1,678.50","1,585.50","-","-4.29%"
"Feb 24, 2022","1,661.50","1,676.25","1,765.00","1,656.00","-","-0.81%"
"Feb 23, 2022","1,675.00","1,637.50","1,679.50","1,636.50","-","2.45%"
"Feb 22, 2022","1,635.00","1,609.00","1,641.25","1,602.25","-","2.35%"
"Feb 21, 2022","1,597.50","1,596.50","1,598.00","1,596.50","-","-0.03%"
"Feb 20, 2022","1,598.00","1,599.25","1,599.25","1,598.00","-","-0.22%"
"Feb 18, 2022","1,601.50","1,590.50","1,608.50","1,587.50","107.15K","0.60%"
"Feb 17, 2022","1,592.00","1,585.25","1,606.00","1,576.50","-","0.28%"
"Feb 16, 2022","1,587.50","1,552.25","1,589.75","1,547.00","-","2.34%"
