Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;Price_gold;Price_copper;Price_aluminium;Trend;Residuals;EMA_7d;HT_TRENDLINE;BBANDS_upper_band;BBANDS_middle_band;BBANDS_lower_band;PSAR;ADX_PDM;ATR;Linearregression;Linearintercept;STDDEV;Price_SP500;Price_NASDAQ;Price_DJ;Comprar_EMA_7d_ET;Mantener_posicion_EMA_7d_ET;Vender_EMA_7d_ET;Comprar_HTTL_ET;Mantener_posicion_HTTL_ET;Vender_HTTL_ET;Comprar_PSAR_ET;Mantener_posicion_PSAR_ET;Vender_PSAR_ET
2017-10-06;4371.9;4321.4;4422.1;4296.9;61690.0;1.17;1.0;1273.1;3.115;2151.0;4435.885714285714;-48.81222488452477;4293.172746011713;3986.871363636364;4450.237612611029;4325.500000000003;4200.762387388976;3902.715286959036;685.4920066207383;244.12289610316984;4476.100000000002;3845.7285714285695;62.36880630551333;2549.33;6590.18;22773.67;0;1;0;0;1;0;0;1;0
2017-10-07;4435.8;4371.9;4472.9;4319.5;40200.0;1.46;1.0;1273.1;3.115;2151.0;4500.057142857143;-64.305981246927;4328.829559508785;4024.434644268775;4475.597039075137;4332.400000000003;4189.202960924869;3971.677452523952;687.3282918621134;237.64268923865765;4493.511428571432;3920.859999999997;71.59851953756697;2549.33;6590.18;22773.67;0;1;0;0;1;0;0;1;0
2017-10-08;4611.7;4435.8;4622.9;4419.4;71370.0;3.97;1.0;1273.1;3.115;2151.0;4586.557142857142;28.451986177573065;4399.547169631589;4068.316082251082;4653.598666408303;4391.900000000003;4130.201333591704;4032.3641582210776;788.2334138719624;235.20392572161063;4520.43142857143;4028.8257142857137;130.8493332041498;2549.33;6590.18;22773.67;0;1;0;0;1;0;0;1;0
2017-10-09;4777.5;4611.7;4875.4;4556.1;110190.0;3.59;1.0;1283.2;3.1185;2170.5;4745.299999999999;19.37344876260714;4494.035377223692;4109.463441558441;4840.522431268164;4503.660000000003;4166.797568731841;4115.039176070127;984.4310271668222;241.210788170067;4600.908571428574;4069.0199999999977;168.43121563408073;2544.73;6579.73;22761.07;0;1;0;0;1;0;0;1;0
2017-10-10;4763.4;4777.5;4930.0;4722.8;98490.0;-0.3;0.0;1292.1;3.1495;2159.75;4926.071428571428;-163.61015667956954;4561.3765329177695;4149.185238095239;4923.141539201263;4592.060000000003;4260.978460798743;4236.696907898907;968.7145252263352;238.78144615791933;4647.89714285714;4146.417142857145;165.54076960063;2550.64;6587.25;22830.68;0;1;0;0;1;0;0;1;0
2017-10-11;4824.2;4763.4;4874.9;4718.6;70480.0;1.28;1.0;1287.3;3.179;2126.75;5124.4857142857145;-328.0977417135843;4627.082399688327;4190.188571428572;4967.507337262342;4682.520000000003;4397.532662737664;4361.491464477103;899.5206305673113;232.8899142894965;4731.285714285713;4150.457142857145;142.49366863116927;2555.24;6603.55;22872.89;0;1;0;0;1;0;0;1;0
2017-10-12;5432.6;4824.2;5432.6;4815.0;163920.0;12.61;1.0;1294.7;3.2035;2143.25;5278.257142857142;177.48638387014265;4828.461799766245;4249.594285714285;5450.773260990044;4881.880000000003;4312.986739009962;4463.823000871224;1392.969156955361;260.36920612596106;4951.26285714286;4107.194285714285;284.44663049502066;2550.93;6591.51;22841.01;0;1;0;0;1;0;0;1;0
2017-10-13;5637.3;5432.6;5852.8;5392.0;215020.0;3.77;1.0;1302.9;3.214;2130.5;5418.5142857142855;233.9592036869044;5030.6713498246845;4312.541168831169;5830.957256836645;5087.000000000003;4343.042743163361;4657.57840069698;1713.671360029978;274.6856914026781;5185.277142857145;4082.394285714284;371.97862841832114;2553.17;6605.8;22871.72;0;1;0;0;1;0;0;1;0
2017-10-14;5824.7;5637.3;5839.6;5568.9;76220.0;3.33;1.0;1302.9;3.214;2130.5;5537.828571428571;286.8225901816444;5229.178512368513;4392.726948051948;6154.776051671999;5296.440000000003;4438.103948328007;4815.0;1591.2662628849794;274.40099915962975;5452.465714285715;4024.362857142857;429.1680258359979;2553.17;6605.8;22871.72;0;1;0;0;1;0;0;1;0
2017-10-15;5688.1;5824.7;5862.7;5448.2;101640.0;-2.34;0.0;1302.9;3.214;2130.5;5645.2;46.209129034715815;5343.908884276385;4478.229047619048;6185.18557997212;5481.380000000003;4777.574420027886;5022.56;1477.6043869646237;284.40807064822764;5648.768571428571;4011.631428571429;351.9027899860583;2553.17;6605.8;22871.72;0;1;0;0;1;0;0;1;0
2017-10-16;5759.3;5677.4;5795.3;5576.1;61360.0;1.25;1.0;1301.2;3.317;2130.25;5683.2;63.273448762606776;5447.7566632072885;4568.381818181819;5936.205063432096;5668.400000000003;5400.594936567911;5190.588000000001;1372.0612164671506;279.7503513162114;5826.408571428566;4027.991428571433;133.90253171604613;2557.64;6624.01;22956.96;0;1;0;0;1;0;0;1;0
2017-10-17;5598.6;5759.3;5773.3;5521.1;65640.0;-2.79;0.0;1284.4;3.276;2140.0;5734.028571428571;-136.3672995367123;5485.467497405467;4654.575909090911;5865.0836750255285;5701.600000000003;5538.116324974478;5325.0104;1274.056843862354;277.78246907933914;5911.482857142859;4126.402857142856;81.7418375127625;2559.36;6623.66;22997.44;0;1;0;0;1;0;0;1;0
2017-10-18;5575.8;5598.6;5601.3;5114.9;122020.0;-0.41;0.0;1281.2;3.2605;2121.5;5760.014285714285;-212.02631314215404;5508.0506230541005;4719.529446640316;5877.647211287751;5689.300000000003;5500.952788712255;5862.7;1183.0527835864716;292.6837212879578;5940.354285714288;4291.402857142856;94.1736056438742;2561.26;6624.22;23157.6;0;1;0;0;1;0;0;0;1
2017-10-19;5698.6;5576.7;5737.4;5517.6;83060.0;2.2;1.0;1288.1;3.2475;2154.0;5802.128571428571;-80.38504470128689;5555.687967290575;4786.526897233202;5799.479935006755;5664.080000000004;5528.680064993252;5847.744;1234.6490133302946;287.47774119596073;5976.700000000001;4451.800000000001;67.69996750337589;2562.1;6605.07;23163.04;0;1;0;0;1;0;0;1;0
2017-10-20;5993.1;5698.6;6075.3;5611.4;123860.0;5.17;1.0;1278.6;3.244;2136.5;5822.742857142857;185.53063225833284;5665.040975467931;4843.962252964428;6024.397394081667;5725.080000000004;5425.76260591834;5114.9;1484.359798092417;300.0793311105349;6056.640000000007;4603.459999999996;149.65869704083184;2575.21;6629.05;23328.63;0;1;0;0;1;0;1;0;0
2017-10-21;6006.6;5993.1;6187.2;5874.5;112940.0;0.23;1.0;1278.6;3.244;2136.5;5810.528571428571;196.0225901816451;5750.430731600949;4907.480525362318;6151.729259655976;5774.540000000004;5397.350740344032;5134.107999999999;1490.2340982286726;300.9808074597825;6102.86;4781.640000000002;188.59462982798576;2575.21;6629.05;23328.63;0;1;0;0;1;0;0;1;0
2017-10-22;5982.9;6006.6;6070.6;5723.0;105030.0;-0.4;0.0;1278.6;3.244;2136.5;5833.1285714285705;153.08055760614445;5808.548048700712;4977.058532608696;6210.02111482705;5851.400000000004;5492.778885172958;5176.231679999999;1383.788805498053;304.3107497840838;6123.234285714288;4957.151428571428;179.31055741352316;2575.21;6629.05;23328.63;0;1;0;0;1;0;0;1;0
2017-10-23;5903.6;5982.9;6049.0;5644.2;137140.0;-1.32;0.0;1278.8;3.276;2137.0;5860.1285714285705;30.64487733403631;5832.311036525534;5032.781883333333;6146.812634528636;5916.960000000005;5687.107365471374;5216.670412799999;1284.946747962478;311.48855337093494;6107.7257142857125;5133.531428571432;114.92631726431526;2564.98;6586.83;23273.96;0;1;0;0;1;0;0;1;0
2017-10-24;5513.1;5903.6;5904.6;5463.4;143740.0;-6.62;0.0;1275.8;3.285;2155.0;5827.485714285714;-315.3244423938549;5752.50827739415;5086.853616666666;6253.576525724719;5879.860000000005;5506.143474275292;5255.491596288;1193.1648373937296;320.75365670158254;5957.614285714289;5390.742857142856;186.8582628623568;2569.13;6598.43;23441.76;0;0;1;0;1;0;0;1;0
2017-10-25;5734.0;5513.1;5748.0;5375.6;105840.0;4.01;1.0;1276.3;3.262;2186.25;5787.485714285714;-81.2977417135832;5747.881208045613;5126.4105615384615;6196.393451999166;5828.040000000005;5459.686548000845;5292.759932436479;1107.9387775798918;324.44268122289805;5851.571428571431;5626.757142857142;184.17672599958024;2557.15;6563.89;23329.46;0;1;0;0;1;0;0;1;0
2017-10-26;5887.6;5734.0;5970.4;5689.9;93680.0;2.68;1.0;1266.8;3.263;2190.25;5811.0;99.74352672728448;5782.810906034209;5170.935615384615;6137.030446977857;5804.240000000005;5471.449553022154;5328.53753513902;1251.200293467042;321.3039182784053;5845.945714285712;5697.38285714286;166.39522348892586;2560.4;6556.77;23400.86;1;0;0;0;1;0;0;1;0
2017-10-27;5764.6;5887.6;5997.8;5692.3;83930.0;-2.09;0.0;1268.2;3.1895;2167.75;5842.528571428571;-62.75508202738093;5778.258179525657;5219.456630769231;6041.375737858943;5760.5800000000045;5479.784262141066;5362.88403373346;1189.2288439336824;320.1750669728049;5824.934285714286;5736.580000000001;140.39786892946893;2581.07;6701.26;23434.19;0;0;1;0;1;0;0;1;0
2017-10-28;5726.6;5764.6;5871.0;5654.8;53230.0;-0.66;0.0;1268.2;3.1895;2167.75;5976.5428571428565;-249.9916955326404;5765.343634644243;5269.598846153845;5966.827558232515;5725.180000000005;5483.532441767495;5395.856672384121;1104.2839265098478;312.7482764747474;5817.285714285716;5730.214285714287;120.82377911625494;2581.07;6701.26;23434.19;0;1;0;0;1;0;0;1;0
2017-10-29;6147.5;5726.6;6295.4;5679.4;163060.0;7.35;1.0;1268.2;3.1895;2167.75;6119.942857142857;30.866271891858204;5860.882725983182;5329.441538461539;6169.393278430981;5852.060000000005;5534.726721569029;5427.510405488756;1449.8065031877154;334.4091138694083;5901.157142857145;5711.971428571427;158.66663921548792;2581.07;6701.26;23434.19;1;0;0;0;1;0;0;1;0
2017-10-30;6124.3;6147.7;6226.2;6019.0;78620.0;-0.38;0.0;1277.7;3.1985;2161.75;6282.400000000001;-170.92655123739397;5926.737044487387;5361.082527472527;6282.92039455728;5930.120000000004;5577.319605442729;5479.583781159431;1346.2488958171643;325.322748593022;5976.108571428567;5689.16285714286;176.40019727863762;2572.83;6698.96;23348.74;0;1;0;0;1;0;0;1;0
2017-10-31;6451.2;6124.3;6467.2;6090.8;101250.0;5.34;1.0;1270.5;3.1805;2158.5;6480.614285714286;-30.35301382242771;6057.85278336554;5377.809946886448;6580.815889422341;6042.840000000005;5504.864110577669;5528.532754289865;1491.0882604016526;328.9711236935204;6101.734285714284;5685.337142857145;268.9879447111678;2575.26;6727.67;23377.24;0;1;0;0;1;0;0;1;0
2017-11-01;6737.8;6449.1;6738.7;6355.0;133190.0;4.44;1.0;1277.3;3.2295;2183.75;6714.5;-4.512027427869434;6227.839587524155;5400.797134704007;6917.421661026719;6237.480000000004;5557.538338973289;5603.626133946676;1656.081956087249;332.8803291439832;6273.4400000000005;5679.631428571427;339.9708305133577;2579.36;6716.53;23435.01;0;1;0;0;1;0;0;1;0
2017-11-02;7024.8;6737.8;7339.9;6737.8;238800.0;4.26;1.0;1278.1;3.2245;2171.5;6891.928571428571;156.01495529871366;6427.079690643116;5447.141506144394;7189.773210777083;6497.120000000004;5804.4667892229245;5717.133520552008;2138.9903877953025;352.11030563369866;6503.288571428567;5639.240000000005;346.32660538853963;2579.85;6714.94;23516.26;0;1;0;0;1;0;0;1;0
2017-11-03;7152.1;7024.8;7445.6;6938.9;154890.0;1.81;1.0;1269.2;3.2;2182.25;7011.2;156.07348940119027;6608.334767982337;5536.6535483870975;7448.842776766171;6698.040000000004;5947.237223233837;5911.865498085767;2091.9053600956386;363.1524266598631;6770.051428571429;5538.0485714285705;375.40138838308354;2587.84;6764.44;23539.19;0;1;0;0;1;0;0;1;0
2017-11-04;7363.8;7147.0;7492.2;6957.8;106600.0;2.96;1.0;1269.2;3.2;2182.25;7104.285714285715;259.46544732450127;6797.2010759867535;5658.834675194662;7585.575991482462;6945.940000000004;6306.304008517546;6126.58832835376;1989.0835486602352;375.3843961841585;7060.065714285714;5441.920000000003;319.81799574122897;2587.84;6764.44;23539.19;0;1;0;0;1;0;0;1;0
2017-11-05;7389.5;7363.8;7599.4;7284.3;105730.0;0.35;1.0;1269.2;3.2;2182.25;7205.228571428572;187.58055760614357;6945.275806990065;5798.66169034377;7613.028142686447;7133.600000000003;6654.17185731356;6345.086195817158;1954.206152327361;371.07836788529;7314.525714285714;5388.402857142859;239.714071343222;2587.84;6764.44;23539.19;0;1;0;0;1;0;0;1;0
2017-11-06;6959.2;7389.5;7429.7;6934.7;159690.0;-5.82;0.0;1281.6;3.243;2167.5;7220.2;-273.8265512373936;6948.756855242548;5955.588464443604;7525.751594700973;7177.880000000003;6830.008405299032;6570.86268057007;1814.6199985896924;379.9299130363407;7406.820000000001;5446.908571428573;173.93579735048505;2591.13;6786.44;23548.42;0;1;0;0;1;0;0;1;0
2017-11-07;7102.8;6959.3;7222.4;6957.8;101050.0;2.06;1.0;1275.8;3.175;2127.75;7136.442857142858;-34.58158525099945;6987.267641431911;6086.233463357334;7518.755302474358;7193.480000000003;6868.204697525648;6755.999398067457;1685.0042844047143;371.6920621051735;7450.0942857142845;5630.734285714288;162.6376512371775;2590.64;6767.78;23557.23;0;1;0;0;1;0;0;1;0
2017-11-08;7444.4;7102.2;7869.1;7027.0;220220.0;4.81;1.0;1283.7;3.183;2104.25;6990.171428571429;426.4165440007012;7101.550731073933;6196.940128937729;7627.61614989476;7251.940000000004;6876.263850105248;6907.811506415314;2211.346835518664;405.2926290976611;7567.34571428572;5757.82571428571;187.83807494737832;2594.38;6789.12;23563.36;0;1;0;0;1;0;0;1;0
2017-11-09;7129.6;7444.4;7457.1;7040.8;126770.0;-4.23;0.0;1287.5;3.169;2088.0;6774.257142857142;378.4863838701426;7108.56304830545;6294.018130100335;7571.597148692539;7205.100000000004;6838.602851307469;6957.8;2053.393490124474;406.0788698763996;7576.72285714286;5925.877142857142;183.24857434626745;2584.62;6750.05;23461.94;0;1;0;0;1;0;0;1;0
2017-11-10;6565.8;7129.6;7319.0;6406.0;222000.0;-7.91;0.0;1274.2;3.1605;2096.0;6711.871428571429;-130.89793917023871;6972.872286229088;6377.806616864296;7610.907100246499;7040.360000000005;6469.812899753511;7869.1;1906.7225265441543;442.2875220280853;7388.065714285714;6228.991428571431;285.27355012324705;2582.3;6750.94;23422.21;0;0;1;0;1;0;0;0;1
2017-11-11;6339.9;6565.8;6821.5;6197.9;135720.0;-3.44;0.0;1274.2;3.1605;2096.0;6639.6285714285705;-299.77740981835507;6814.629214671816;6442.7283403914935;7723.596405641699;6916.500000000005;6109.40359435831;7839.838000000001;1770.528060362429;455.2384133117935;7113.000000000005;6591.671428571425;403.5482028208471;2582.3;6750.94;23422.21;0;1;0;0;0;1;0;1;0
2017-11-12;5878.1;6339.9;6490.5;5493.6;269830.0;-7.28;0.0;1274.2;3.1605;2096.0;6616.599999999999;-735.1908709652838;6580.496911003862;6488.132006775834;7787.927184039254;6671.560000000005;5555.192815960756;7774.16048;1644.0617703365413;493.9285266466654;6761.791428571427;6904.394285714288;558.1835920196245;2582.3;6750.94;23422.21;0;1;0;0;1;0;0;1;0
2017-11-13;6522.5;5878.1;6760.1;5828.3;178340.0;10.96;1.0;1278.9;3.199;2103.0;6720.0428571428565;-210.3694083802501;6565.997683252896;6530.881006493508;7293.555549232347;6487.180000000005;5680.804450767662;7637.3268512;1796.2287867410744;525.2050604576178;6580.668571428571;7142.402857142859;403.1877746161711;2584.84;6757.6;23439.7;0;1;0;0;1;0;0;1;0
2017-11-14;6597.1;6522.5;6728.6;6419.2;96500.0;1.14;1.0;1282.9;3.152;2082.25;6882.071428571428;-285.91015667956884;6573.773262439672;6571.981071428573;6913.948868770494;6380.680000000005;5847.411131229515;7508.703240128;1667.9267305452834;509.7904132820737;6454.051428571435;7289.862857142852;266.6344343852449;2578.87;6737.87;23409.47;1;0;0;1;0;0;0;1;0
2017-11-15;7283.2;6597.1;7330.1;6596.9;131120.0;10.4;1.0;1277.7;3.1405;2106.25;7087.928571428571;167.45940114355955;6751.129946829754;6625.378500000002;7433.141844483036;6524.160000000005;5615.178155516975;7387.79704572032;2150.289106934906;525.7482409047827;6540.634285714289;7281.194285714286;454.4909222415153;2564.62;6706.21;23271.28;0;1;0;0;1;0;0;1;0
2017-11-16;7853.7;7283.0;7964.6;7119.2;133940.0;7.83;1.0;1278.2;3.1335;2102.5;7397.142857142857;479.70066958442703;7026.772460122315;6701.772500000002;8185.806829136202;6826.920000000004;5468.033170863805;5493.6;2631.1970278681274;548.580509411584;6799.334285714287;7140.90857142857;679.4434145680993;2585.64;6793.29;23458.36;0;1;0;0;1;0;1;0;0
2017-11-17;7700.0;7853.7;8000.2;7534.7;117350.0;-1.96;0.0;1296.5;3.1515;2104.5;7643.171428571429;72.00206082976092;7195.079345091736;6790.848500000002;8289.065781940659;7191.300000000005;6093.534218059352;5543.02;2478.8543830204035;542.6461873107565;7013.0142857142855;7005.5;548.8828909703267;2578.85;6782.79;23358.24;0;1;0;0;1;0;0;1;0
2017-11-18;7780.9;7700.0;7857.5;7458.9;74380.0;1.05;1.0;1296.5;3.1515;2104.5;7857.871428571428;-77.02026696121233;7341.534508818802;6880.986500000001;8376.782012420048;7442.980000000005;6509.177987579962;5641.3072;2301.793355661803;532.3571739314168;7262.085714285711;6816.01428571429;466.9010062100216;2578.85;6782.79;23358.24;0;1;0;0;1;0;0;1;0
2017-11-19;8042.6;7781.0;8100.9;7675.4;68620.0;3.36;1.0;1296.5;3.1515;2104.5;7993.771428571428;52.13770046328737;7516.800881614102;6974.033000000001;8234.967556417701;7732.080000000004;7229.1924435823075;5735.662912;2380.7795445431025;524.7245186506013;7570.205714285717;6601.194285714285;251.4437782088484;2578.85;6782.79;23358.24;0;1;0;0;1;0;0;1;0
2017-11-20;8244.7;8042.6;8294.1;7947.3;75700.0;2.51;1.0;1275.3;3.169;2085.75;8016.585714285714;215.2877344768932;7698.775661210577;7064.878500000001;8316.817947196456;7924.380000000005;7531.942052803554;5877.57713728;2403.9238627900245;512.0156244612728;7850.16285714285;6504.880000000006;196.21897359822523;2582.14;6790.71;23430.33;0;1;0;0;1;0;0;1;0
2017-11-21;8100.0;8245.9;8368.4;7819.1;115450.0;-1.76;0.0;1281.7;3.208;2082.0;8088.128571428571;10.932700463286965;7799.081745907933;7146.375;8379.81573733518;7973.640000000005;7567.464262664829;6070.8989662976;2232.21501544788;514.6787941426104;8076.697142857141;6420.802857142857;203.087868667588;2599.03;6862.48;23590.83;0;1;0;0;1;0;0;1;0
2017-11-22;8234.5;8099.9;8304.4;8091.6;65810.0;1.66;1.0;1292.2;3.218;2107.0;8227.242857142855;-20.554884570725044;7907.936309430949;7221.30997368421;8417.887834734025;8080.540000000005;7743.192165265986;6300.64906966784;2072.7710857730312;493.1160231324239;8358.12571428571;6252.245714285718;168.67391736700984;2597.08;6867.36;23526.18;0;1;0;0;1;0;0;1;0
2017-11-23;8013.4;8234.5;8266.5;8012.4;68010.0;-2.69;0.0;1292.2;3.218;2107.0;8409.5;-372.95647327271627;7934.302232073212;7277.806868421054;8319.220856486072;8127.040000000005;7934.859143513938;6507.424162701056;1924.7160082178148;476.0434500515365;8515.154285714285;6221.4742857142855;96.09042824303356;2597.08;6867.36;23526.18;0;1;0;0;1;0;0;1;0
2017-11-24;8200.8;8013.4;8332.9;7900.2;73000.0;2.34;1.0;1287.3;3.2485;2132.25;8622.142857142857;-406.1693677416679;8000.926674054908;7334.528295321637;8336.380485085867;8158.680000000005;7980.979514914142;6693.521746430951;1787.2362933451136;472.9474893335696;8614.577142857144;6355.622857142856;88.8502425429314;2602.42;6889.16;23557.99;0;1;0;0;1;0;0;1;0
2017-11-25;8754.7;8203.5;8762.0;8153.7;84670.0;6.75;1.0;1287.3;3.2485;2132.25;8880.142857142857;-125.4916955326404;8189.370005541181;7404.4433333333345;8778.592910053261;8260.680000000004;7742.767089946747;6861.009571787856;2088.6765581061773;482.6155258097433;8777.44571428571;6537.725714285717;258.9564550266286;2602.42;6889.16;23557.99;0;1;0;0;1;0;0;1;0
2017-11-26;9318.4;8754.6;9474.6;8746.6;85890.0;6.44;1.0;1287.3;3.2485;2132.25;9109.2;212.509129034716;8471.627504155886;7500.875694874441;9455.715265712955;8504.360000000004;7553.004734287052;7089.128423173313;2652.085375384308;500.14298825190446;8950.3;6856.342857142857;475.6776328564762;2602.42;6889.16;23557.99;0;1;0;0;1;0;0;1;0
2017-11-27;9733.2;9318.4;9733.6;9316.8;106900.0;4.45;1.0;1294.4;3.2155;2134.5;9385.4;334.9734487626075;8787.020628116914;7639.597777777779;10106.205691562574;8804.100000000006;7501.994308437437;7423.09444392905;2721.650705714;494.1899176624828;9223.579999999996;7041.734285714286;651.0528457812844;2601.42;6878.52;23580.78;0;1;0;0;1;0;0;1;0
2017-11-28;9906.0;9732.6;9969.6;9638.2;87760.0;1.78;1.0;1294.9;3.1615;2101.75;9765.5;139.56127189185835;9066.765471087683;7814.777941176471;10444.979444215316;9182.620000000006;7920.260555784696;7792.775332900402;2763.2470838772856;482.56206640087686;9460.217142857142;7277.797142857141;631.1797221076549;2627.04;6912.36;23836.71;0;1;0;0;1;0;0;1;0
2017-11-29;9837.9;9906.0;11417.8;8938.7;233330.0;-0.69;0.0;1283.7;3.1335;2067.0;10073.785714285714;-263.6977417135837;9259.549103315763;8021.244117647058;10368.569576426826;9510.040000000006;8651.510423573187;8184.603772978329;4014.072292171764;625.1719188008141;9682.81714285713;7420.154285714294;429.2647882134101;2626.07;6824.39;23940.68;0;1;0;0;1;0;0;1;0
2017-11-30;9946.8;9848.0;10689.1;9023.8;187010.0;1.11;1.0;1274.8;3.1305;2046.5;10349.185714285712;-379.24218755843;9431.361827486822;8189.580718954248;10202.192601429047;9748.460000000006;9294.727398570963;8831.243018382664;3727.352842730924;699.4667817436132;9941.928571428562;7460.057142857149;226.8663007145205;2647.58;6873.97;24272.35;0;1;0;0;1;0;0;1;0
2017-12-01;10861.5;9947.1;10942.8;9420.9;131920.0;9.2;1.0;1280.2;3.1575;2072.75;10619.285714285712;257.3877751154778;9788.896370615115;8381.96980392157;10874.400748788115;10057.080000000004;9239.759251211894;8938.7;3714.813353964428;758.2120116190694;10354.488571428565;7499.140000000006;408.660374394056;2642.22;6847.59;24231.59;0;1;0;0;1;0;0;1;0
2017-12-02;10912.7;10861.5;11175.2;10715.5;86830.0;0.47;1.0;1280.2;3.1575;2072.75;10870.871428571429;41.77973303878968;10069.847277961338;8545.66062263502;11266.20547767701;10292.980000000003;9319.754522323;9023.8;3681.8695429669706;736.8897250748502;10701.442857142856;7599.585714285713;486.612738838502;2642.22;6847.59;24231.59;0;1;0;0;1;0;0;1;0
2017-12-03;11246.2;10912.7;11851.1;10578.4;122130.0;3.06;1.0;1280.2;3.1575;2072.75;11429.685714285712;-180.1765852509974;10363.935458471004;8647.177201336675;11686.580279327503;10561.020000000004;9435.459720672505;9420.9;4094.778861326473;775.1618875695038;11082.059999999996;7676.625714285717;562.78013966375;2642.22;6847.59;24231.59;0;1;0;0;1;0;0;1;0
2017-12-04;11623.9;11244.2;11624.6;10917.8;93170.0;3.36;1.0;1275.5;3.1565;2066.5;12415.9;-804.8265512373936;10678.926593853252;8753.912761449079;12032.656032439554;10918.220000000005;9803.783967560455;9906.94;3802.29465694601;770.2788956002536;11497.14;7744.288571428572;557.2180162197751;2639.44;6775.37;24290.05;0;1;0;0;1;0;0;1;0
2017-12-05;11667.1;11624.4;11901.9;11486.1;89690.0;0.37;1.0;1263.0;3.0165;2049.75;13156.771428571428;-1490.6101566795696;10925.96994538994;8858.287370749009;11942.12563424339;11262.280000000002;10582.434365756617;10295.772;3808.002181449866;744.9589744859496;11806.108571428564;7944.905714285718;339.9228171216937;2629.57;6762.21;24180.64;0;1;0;0;1;0;0;1;0
2017-12-06;13749.6;11667.1;13843.2;11661.8;191580.0;17.85;1.0;1264.3;3.038;2016.75;13718.3;3.487972572131476;11631.877459042456;9002.787777150388;13826.988213441902;11839.900000000003;9852.811786558104;10616.9976;5477.30202563202;847.5619048798105;12567.87428571428;7971.011428571434;993.5441067209498;2629.27;6776.38;24140.91;0;1;0;0;1;0;0;1;0
2017-12-07;16850.3;13750.1;16879.3;13401.6;297110.0;22.55;1.0;1251.4;3.042;2007.5;14263.071428571428;2610.372098155856;12936.48309428184;9167.63828139252;17234.940792865986;13027.420000000004;8819.899207134022;11262.23808;8122.166166658302;1035.4289116741097;13937.802857142857;7863.49714285714;2103.7603964329915;2636.98;6812.84;24211.48;0;1;0;0;1;0;0;1;0
2017-12-08;16047.6;16868.0;17294.8;13906.1;286760.0;-4.76;0.0;1246.5;3.056;2007.75;14992.871428571429;1069.9020608297617;13714.26232071138;9323.216111641985;18320.559857415104;13987.700000000006;9654.840142584908;11661.8;7957.511440468424;1203.5197036973875;14875.611428571432;8046.659999999996;2166.4299287075496;2651.5;6840.08;24329.16;0;1;0;0;1;0;0;1;0
2017-12-09;14843.4;16048.2;16313.2;13151.5;181980.0;-7.5;0.0;1246.5;3.056;2007.75;15766.7;-923.3488383897852;13996.546740533537;9490.621831501832;18269.04186812644;14631.600000000006;10994.158131873568;12788.4;7389.11776614925;1343.3897248618598;15358.702857142858;8433.382857142857;1818.7209340632187;2651.5;6840.08;24329.16;0;1;0;0;1;0;0;1;0
2017-12-10;15059.6;14840.0;15783.2;13031.0;201620.0;1.46;1.0;1246.5;3.056;2007.75;16129.157142857142;-1066.2480138224269;14262.310055400152;9709.781449412658;17432.710031070044;15310.100000000006;13187.489968929967;17294.8;6861.323639995732;1444.01903022887;15803.95428571428;8808.30285714286;1061.305015535019;2651.5;6840.08;24329.16;0;1;0;0;1;0;0;0;1
2017-12-11;16732.5;15060.5;17399.2;15024.6;159730.0;11.11;1.0;1245.1;3.0895;2018.25;16074.528571428573;645.1448773340354;14879.857541550116;10054.412721674878;17565.6832448429;15906.680000000004;14247.676755157108;13031.0;7987.229094281752;1510.4890994982363;16574.602857142854;9037.554285714288;829.5016224214489;2659.99;6875.08;24386.03;0;1;0;0;1;0;1;0;0
2017-12-12;17083.9;16733.3;17560.7;16254.5;132850.0;2.1;1.0;1239.8;3.102;2012.5;16296.985714285714;785.9755576061453;15430.868156162584;10488.745848841452;17725.37723235916;15953.400000000003;14181.422767640852;13031.0;7578.212730404483;1495.897020962648;17260.317142857148;9377.254285714282;885.9886161795762;2664.11;6862.32;24504.8;0;1;0;0;1;0;0;1;0
2017-12-13;16286.8;17083.9;17268.0;15669.9;155410.0;-4.67;0.0;1246.9;3.131;2005.25;16940.142857142855;-681.1548845707254;15644.85111712194;10952.949878531432;17793.6055278986;16001.240000000003;14208.87447210141;13212.188;7036.911821089878;1503.19723375103;17526.251428571428;10032.591428571426;896.1827639492973;2662.85;6875.8;24585.43;0;1;0;0;1;0;0;1;0
2017-12-14;16467.9;16286.8;16941.1;16023.6;107920.0;1.11;1.0;1255.3;3.15;2045.75;17512.442857142854;-1021.3993304155688;15850.613337841456;11374.018523606026;17701.667759661497;16326.140000000005;14950.61224033851;13386.12848;6534.275262440601;1461.3617170545278;17670.057142857135;10820.371428571434;687.7638798307469;2652.01;6856.53;24508.66;0;1;0;0;1;0;0;1;0
2017-12-15;17604.8;16467.9;17987.0;16442.2;153650.0;6.9;1.0;1255.8;3.212;2062.5;17832.414285714283;-212.44079631309432;16289.160003381092;11824.205715099715;17773.405980454267;16835.180000000004;15896.954019545745;13553.1113408;7113.441315123417;1467.3215944077758;18050.56285714286;11403.194285714284;469.11299022713087;2675.81;6936.58;24651.74;0;1;0;0;1;0;0;1;0
