Date;Price;Open;High;Low;Vol.;Percentage_diff;Price_gold;Price_copper;Price_aluminium;Trend;Residuals;EMA_7d;HT_TRENDLINE;BBANDS_upper_band;BBANDS_middle_band;BBANDS_lower_band;PSAR;ADX_PDM;ATR;Linearregression;Linearintercept;STDDEV;Price_SP500;Price_NASDAQ;Price_DJ;Target;y_test_pred
2014-09-01;477.2;481.8;487.5;471.8;6790.0;-0.95;1440.6;3.135;2098.5;489.6428571428571;-25.26940838025071;496.27881320139545;514.011966873706;527.8205773004292;497.6799999999994;467.5394226995695;467.3762262146179;41.61094463954781;21.2483851838532;496.9200000000001;511.9942857142856;15.070288650214945;2003.37;4580.27;17098.45;1.0;1.0
2021-10-22;60690.3;62200.8;63699.7;60055.7;75690.0;-2.44;1803.4;4.4335;2868.0;62629.15714285714;-1923.683653455948;61805.16890566124;51293.14733239733;66768.41066372424;63042.880000000085;59317.34933627594;66967.1;12821.32102331758;3017.0152383771683;64465.17142857143;55124.08571428571;1862.765331862073;4544.9;15090.2;35677.02;1.0;1.0
2018-11-04;6478.2;6386.2;6508.9;6359.7;128760.0;1.44;1233.3;2.893;1969.5;6459.628571428571;21.88055760614371;6425.59266349468;6461.150714285714;6488.36722460984;6411.10000000002;6333.832775390201;7157.34562563113;460.6414286686152;138.67957219664103;6371.294285714286;6532.805714285714;38.63361230490953;2723.06;7356.99;25270.83;0.0;1.0
2015-06-17;247.4;249.8;258.5;245.1;121620.0;-0.98;1176.4;2.533;1704.5;243.6428571428572;-24.05488457072675;239.3595185957959;230.39376315789468;254.3671651003889;240.09999999999943;225.83283489961;228.6610636310168;31.247935841391016;6.040972131698004;242.9314285714285;220.7257142857144;7.1335825501947365;2100.44;5064.88;17935.74;1.0;1.0
2017-07-29;2733.5;2806.8;2812.1;2699.4;84490.0;-2.61;1270.2;2.961;1904.5;2741.171428571429;-7.720266961213049;2690.640174855609;2475.0000789473684;2860.3290812783885;2674.8;2489.270918721612;1995.8342649181377;690.7480629997826;197.2208698195506;2873.1228571428574;2272.8628571428567;92.76454063919418;2472.1;6374.68;21830.31;1.0;1.0
2018-01-24;11452.3;10899.4;11549.5;10584.5;136060.0;5.04;1356.3;3.349;2250.25;11229.114285714286;195.37368685784372;11584.637603685453;13311.919901960786;12980.220325999246;11534.82000000001;10089.419674000776;14008.824131383912;2765.181228952032;1591.4124615161422;10741.03142857142;13853.397142857148;722.7001629996173;2837.54;7415.06;26252.12;0.0;0.0
2016-01-09;448.3;452.9;454.5;444.9;39810.0;-1.01;1097.9;2.068;1491.75;446.8428571428571;1.4083044673586684;443.3400303213395;437.9826935196365;466.0358541548766;444.0399999999994;422.0441458451222;407.630779392;61.70002784050333;16.198621679932465;447.95714285714257;421.3428571428573;10.997927077438602;1922.03;4643.63;16346.45;0.0;0.0
2018-12-02;4160.4;4196.2;4316.1;4105.3;298630.0;-0.85;1223.6;2.822;1957.25;4045.8142857142857;117.89484332042922;4181.336751776615;5295.0235449735455;4371.681444115645;4191.640000000021;4011.598555884398;3681.5933672;514.774894170244;328.7462703877946;3962.185714285715;4530.014285714286;90.02072205781165;2760.17;7330.54;25538.46;0.0;0.0
2021-05-11;56695.7;55846.1;56871.1;54550.4;96470.0;1.52;1849.1;4.735;2521.0;54078.8;2615.9612718918524;56889.064499993605;55144.25578947369;59524.12098006783;57392.04000000005;55259.95901993227;59523.9;7221.547009242021;3245.832980030791;57535.70857142854;55643.091428571446;1066.0404900338904;4152.1;13389.43;34269.16;0.0;0.0
2020-04-05;6772.7;6857.5;6889.4;6686.0;842330.0;-1.23;1637.6;2.2605;1481.5;7006.457142857142;-230.44801382242656;6668.223655108898;6204.770952380953;6906.94892256646;6761.000000000034;6615.051077433607;5311.132101844638;1436.832461279054;518.9720185822011;6674.44285714285;6428.91428571429;72.9744612832133;2488.65;7373.08;21052.53;1.0;1.0
2015-02-27;253.5;236.5;258.7;235.7;167810.0;7.16;1213.1;2.716;1814.0;250.28571428571428;18.38777511547544;241.9780268305264;235.392105263158;253.63138947234864;240.99999999999923;228.36861052764985;209.7;54.34838222222246;13.852543179617268;240.56571428571448;241.9485714285713;6.315694736174692;2104.5;4963.53;18132.7;1.0;0.0
2016-06-26;625.4;663.5;665.2;609.9;88930.0;-5.74;1319.7;2.162;1618.75;641.8142857142857;-13.105156679570442;654.0673560065849;623.7761031746033;684.3070180736621;631.4399999999998;578.5729819263375;727.214646496;162.9719298248047;49.8914282486217;638.902857142857;740.3114285714288;26.433509036831133;2037.41;4707.98;17400.75;1.0;1.0
2018-07-08;6714.8;6765.4;6784.0;6694.3;267600.0;-0.75;1255.8;2.946;2076.25;6572.557142857143;145.55198617757253;6607.166336595576;6360.644705882353;6808.44821572447;6648.580000000018;6488.711784275566;6094.616754903954;718.2293592314887;273.7814008724435;6763.745714285713;6055.111428571429;79.93410786222584;2759.82;7688.39;24456.48;0.0;0.0
2022-02-25;39209.6;38339.2;39683.7;38042.6;83780.0;2.27;1894.2;4.4835;3357.5;39002.057142857135;222.71634654405352;38840.37481232957;41015.97141727837;39609.2697769025;38007.860000000095;36406.45022309769;41646.72383844282;4832.921384683629;2150.3091568231994;37266.99142857143;43344.73714285715;800.7048884512035;4384.62;13694.62;34058.75;0.0;0.0
2017-09-08;4326.5;4635.6;4699.6;4130.9;180360.0;-6.67;1347.3;3.116;2095.0;4398.4;-56.72651059880992;4495.090246822296;4414.296605263158;4752.315380897862;4451.480000000001;4150.6446191021405;4848.940723712;811.6210196584716;303.5594652619498;4544.962857142858;4507.865714285713;150.4176904489305;2461.43;6360.19;21797.79;1.0;1.0
2014-12-09;352.2;365.0;365.4;343.8;43830.0;-3.5;1350.2;2.946;1967.5;359.85714285714283;-8.595870965284503;367.9022959110313;371.34121052631576;389.123836359316;369.5199999999992;349.9161636406825;383.6280298733584;47.62260739141767;16.886248808256173;369.1885714285712;376.0400000000001;9.801918179658369;2059.82;4766.47;17801.2;0.0;1.0
2018-03-06;10675.1;11314.2;11316.4;10412.0;230650.0;-5.78;1335.2;3.2725;2143.5;10463.485714285714;210.67555760614425;10926.460547072493;10384.298802936191;11759.590685924302;11130.440000000011;10501.28931407572;9579.6626688;2135.2740057078254;914.9036571443949;11251.997142857132;9825.81714285715;314.57534296214527;2728.12;7372.01;24884.12;0.0;0.0
2020-01-26;8607.8;8341.6;8607.8;8304.9;468340.0;3.19;1571.9;2.742;1781.0;8762.457142857142;-151.3480138224271;8535.473153907205;8110.656984126984;8749.208809050338;8494.580000000025;8239.951190949712;9093.8063488;1047.229904931664;298.77666823967513;8542.671428571426;8724.300000000005;127.31440452515648;3295.47;9314.91;28989.73;1.0;1.0
2020-10-02;10572.3;10619.6;10662.9;10387.6;77940.0;-0.45;1943.4;3.012;1768.0;10688.057142857142;-100.58365345595304;10675.817338020051;10714.459657894737;10897.203153580698;10700.600000000024;10503.99684641935;11005.77706887512;669.4426392594974;332.0631764684329;10657.35714285713;10717.528571428576;98.30157679033708;3348.44;11075.11;27682.81;0.0;1.0
2014-07-14;618.3;628.0;629.0;616.1;2550.0;-1.55;1460.7;3.239;1938.5;625.1571428571428;-19.68369409453648;624.8435466087938;618.0378333333335;641.2387757395138;626.6999999999995;612.1612242604851;652.5;55.70901930170674;17.658294948133257;620.3228571428573;634.8199999999998;7.269387869757144;1977.1;4440.42;17055.42;1.0;1.0
2014-12-26;330.0;319.0;332.9;316.4;23010.0;3.45;1285.6;2.874;1858.5;321.79999999999995;23.373489401189765;326.90218190550365;351.21718832891247;339.3740052215824;327.4999999999994;315.6259947784163;308.102439168;40.892982163649286;14.920611433077935;320.2885714285718;338.5399999999998;5.937002610791517;2088.77;4806.86;18053.71;0.0;0.0
2015-09-30;235.9;236.7;237.8;234.4;50520.0;-0.33;1115.5;2.3675;1573.0;236.6285714285714;-28.54059885644101;235.07282392018087;232.4668421052632;239.99331282066527;235.65999999999948;231.3266871793336;224.74548;18.72396545275993;6.216746643304062;236.17142857142863;229.60000000000005;2.166656410332952;1920.03;4620.16;16284.7;1.0;1.0
2022-03-08;38744.8;38020.6;39351.5;37886.6;2670000000.0;1.89;2049.9;4.701;3498.0;39234.857142857145;-490.9958709652837;39402.46404571051;40044.8439047619;39729.05367317306;38742.240000000085;37755.42632682711;45131.958;5424.220226560222;2282.930123087061;40170.86;39725.35428571429;493.4068365864882;4170.62;12795.55;32632.64;1.0;1.0
2019-04-08;5245.2;5173.5;5300.6;5060.5;928230.0;1.38;1298.8;2.993;1864.0;5137.714285714285;94.6591630483209;4962.900354913025;4343.384058823529;5318.020124534339;5075.52000000002;4833.019875465702;4657.600439216;1166.930873802447;170.27323940575778;5293.934285714287;3802.794285714283;121.25006226715904;2895.77;7953.88;26341.02;0.0;0.0
2018-05-09;9319.1;9194.9;9377.9;8988.0;147890.0;1.33;1313.0;3.2005;2386.0;9071.0;220.2879725721308;9412.559262903877;8858.918254424374;9963.52688124984;9491.400000000016;9019.273118750192;9992.8;1399.5433722779933;450.3454175026781;9549.268571428576;9232.717142857136;236.06344062491144;2697.79;7339.9;24542.54;0.0;0.0
2016-09-15;608.1;609.5;610.7;605.1;22690.0;-0.23;1314.0;2.2075;1566.5;608.5428571428571;22.70066958442705;609.7464859880155;599.4823529411765;610.5479721794229;607.9599999999996;605.3720278205762;599.2507281457554;80.72619409243723;16.109384504119884;616.991428571429;601.0228571428569;1.293986089711676;2147.26;5249.69;18212.48;0.0;1.0
2019-03-20;4041.2;4017.0;4050.0;3985.3;3180000.0;0.6;1301.7;2.972;1938.0;4000.714285714285;12.673686857844878;3984.310399507094;3899.827720588236;4049.232867418456;4007.26000000002;3965.287132581585;3710.430622592;301.7005580909503;88.47673018661472;4011.6485714285664;3854.2800000000034;20.98643370921759;2824.23;7728.97;25745.67;0.0;1.0
2017-05-15;1708.9;1772.6;1776.7;1656.8;80240.0;-3.59;1230.0;2.618;1902.25;1763.3142857142857;-67.24083695167919;1713.7659107958657;1394.3353343519225;1844.984843758092;1750.1800000000003;1655.3751562419086;1843.61632;386.1963272209795;94.30215229895131;1809.2857142857144;1465.142857142857;47.40242187904581;2402.32;6149.67;20981.94;1.0;1.0
2016-02-01;372.2;369.8;379.8;365.3;74350.0;0.63;1128.0;2.0925;1520.75;376.0857142857143;-16.712265523107888;379.286629867552;390.7438888888889;384.3643798107064;375.9599999999993;367.55562018929226;407.9232576809332;34.55556733236352;17.85227158078403;374.4399999999998;401.9885714285716;4.202189905353528;1939.38;4620.37;16449.18;1.0;1.0
2022-02-19;40090.3;40000.1;40434.3;39666.6;25780.0;0.23;1907.1;4.5215;3262.5;39735.38571428571;354.86544732451;41449.1734311412;41086.45369565218;45773.06087212354;41814.240000000085;37855.41912787663;45396.68512;5972.412922729127;1900.517820309427;41152.97714285714;44054.222857142864;1979.4104360617275;4348.87;13548.07;34079.18;0.0;1.0
2016-06-10;577.9;574.7;579.3;571.1;45500.0;0.56;1274.4;2.086;1570.75;609.5571428571428;-16.483653455953124;571.1124789428533;507.61098616600793;584.9845382980765;578.4599999999995;571.9354617019225;531.3189699478323;77.34278999857393;19.63288983805378;590.9199999999998;520.8085714285716;3.26226914903848;2096.07;4894.55;17865.34;1.0;1.0
2019-08-09;12089.8;12190.0;12225.3;11885.0;558720.0;-0.84;1498.6;2.671;1762.5;11714.585714285711;390.387775115476;11622.75984065988;10521.740875;12420.488481634382;11918.60000000003;11416.711518365675;10502.21453007336;2678.60213333643;651.7090755727149;12289.117142857149;9240.439999999997;250.94424081717648;2918.65;7959.14;26287.44;0.0;0.0
2021-05-25;38378.3;38753.6;39740.8;36540.7;163010.0;-0.96;1911.6;4.5085;2372.0;37512.27142857143;865.0898433204294;38963.679788738;49548.2984832776;40161.03238664137;37310.86000000007;34460.687613358765;40960.81152946507;4101.296707216538;4929.339602378961;34819.18285714286;49822.874285714286;1425.086193320651;4188.13;13657.17;34312.46;1.0;0.0
2018-12-26;3793.7;3762.8;3841.9;3680.3;567110.0;0.83;1267.9;2.7;1895.5;3811.714285714285;-45.82631314215512;3828.686184445345;3620.603084980237;4102.592264261467;3898.2200000000194;3693.847735738572;3512.539397499101;838.361708043669;256.6259951894587;4053.6657142857102;3280.46285714286;102.18613213072383;2467.7;6554.35;22878.45;0.0;1.0
2018-04-03;7424.2;7067.2;7519.3;7032.9;230800.0;5.03;1334.2;3.1965;1976.25;6924.457142857143;498.8041290347156;7304.903092857792;8044.425108187133;7458.28422374927;7021.940000000011;6585.595776250753;8643.433158924798;1220.6315799386546;654.4327614665643;6713.837142857135;8958.805714285718;218.1721118746292;2614.45;6941.28;24033.36;0.0;0.0
2020-09-06;10296.4;10092.2;10337.7;10004.7;12120000.0;2.02;1926.2;3.1015;1786.5;10251.142857142857;48.56627189185984;10682.123595599129;11410.394210526316;11448.504628787994;10488.640000000025;9528.775371212052;11837.833323946854;816.6059908028308;471.7136274706765;10486.168571428578;11880.66;479.9323143939859;3426.96;11313.13;28133.31;1.0;0.0
2018-03-01;10904.5;10335.1;11047.8;10248.7;188770.0;5.52;1305.2;3.2375;2146.5;10823.485714285713;104.15781244157144;10402.990535811645;9523.369166666667;11215.217940998597;10340.620000000014;9466.02205900143;11379.9639486976;2855.353620040792;964.2232560269842;10234.045714285709;10616.182857142863;437.29897049929184;2677.67;7180.56;24608.98;0.0;0.0
2015-11-01;323.0;311.2;324.3;304.7;73710.0;3.76;1141.4;2.3475;1479.75;347.37142857142857;-21.062299536713297;309.21115512448927;262.11992865659784;332.573738485071;315.6799999999995;298.786261514928;302.5706537869756;69.36238656696557;12.55003874187524;322.99142857142846;259.9657142857142;8.44686924253573;2079.36;5053.75;17663.54;1.0;1.0
2020-04-28;7746.9;7766.0;7770.1;7655.3;808090.0;-0.25;1710.6;2.432;1504.5;8136.242857142857;-390.2815852509993;7550.221480260195;7140.592941176472;7860.79441939771;7647.200000000036;7433.605580602362;6720.10298262016;1271.0383270267123;311.1589490912899;7745.69714285714;6771.102857142856;106.79720969883698;2863.39;8607.73;24101.55;1.0;1.0
2018-09-23;6704.1;6729.6;6789.4;6666.4;7340000.0;-0.38;1196.6;2.9315;2100.5;6598.128571428571;109.28055760614426;6597.579978902728;6634.068168518517;6913.12039310501;6616.000000000019;6318.879606895028;6172.785440000001;851.7147101388033;246.60653327313256;6649.894285714289;6294.762857142856;148.5601965524957;2929.67;7986.95;26743.5;0.0;0.0
2022-05-09;30095.0;34041.0;34227.0;30095.0;268090.0;-11.64;1865.9;4.1935;2755.0;32097.671428571422;-2015.49797980882;34789.245635825355;38581.60571428572;39080.08284458963;34435.20000000009;29790.31715541056;38070.048;2579.1463551236857;1898.63056600072;33986.34285714285;40283.94285714285;2322.441422294769;3991.24;11623.25;32245.7;1.0;1.0
2014-12-17;320.0;330.2;335.7;314.3;61340.0;-3.09;1302.3;2.888;1920.75;329.0714285714285;-36.883455999298114;339.7565042644085;363.3277368421053;361.8184727711388;338.6399999999993;315.46152722885984;361.3440254887584;34.65666924914578;15.64500163209246;329.72571428571416;378.7885714285714;11.589236385569729;2012.89;4644.31;17356.87;0.0;1.0
2020-05-03;8885.5;8966.2;9169.9;8742.2;1150000.0;-0.9;1700.9;2.3925;1487.0;8904.214285714286;-15.405156679570965;8538.678437210183;7518.016255639096;9041.720753098482;8814.660000000034;8587.599246901587;7787.003757849719;2330.513074828807;406.4468705095948;9048.217142857146;6749.882857142858;113.53037654922394;2830.71;8604.95;23723.69;0.0;1.0
2018-08-16;6306.7;6256.9;6470.9;6249.8;3500000.0;0.8;1177.1;2.746;2048.0;6350.2;-20.35647327271588;6335.200761123305;7253.790567962051;6352.945467516657;6264.420000000018;6175.894532483379;5898.3;779.3922110749517;363.8658481977278;6007.757142857142;7086.14285714286;44.2627337583195;2840.69;7806.52;25558.73;1.0;1.0
2014-09-08;475.7;485.8;487.0;469.5;8140.000000000001;-2.07;1410.2;3.158;2092.75;480.38571428571424;-17.512265523107843;484.0191323529939;497.773;493.9777076444231;484.1199999999994;474.26229235557577;537.2;33.30329097399822;18.493132052906244;473.6714285714284;511.4285714285717;4.928853822211825;2001.54;4592.28;17111.42;0.0;0.0
2022-05-13;29284.4;28994.3;31002.7;28755.0;141230.0;1.06;1814.8;4.175;2788.0;29939.17142857144;-639.5979391702422;31119.67264258537;36922.60360248447;31225.23329635766;29686.220000000096;28147.20670364253;32247.36766080001;2783.5083050991148;2236.3486046320945;28738.34285714286;40196.38571428572;769.506648178782;4023.89;11805.0;32195.94;1.0;1.0
2019-05-28;8716.3;8759.4;8794.1;8568.8;763200.0;-0.5;1277.1;2.7675;1806.25;8515.999999999998;199.36127189185945;8352.330572997274;7429.805869565217;9116.053571110086;8420.820000000022;7725.586428889958;7107.792;2149.3204531792835;426.6991141938528;8481.137142857146;7562.177142857142;347.6167855550317;2802.39;7607.35;25347.77;0.0;0.0
2022-05-12;28976.0;29073.4;30136.7;26500.5;309480.0;-0.32;1831.6;4.1005;2742.0;29974.31428571429;-975.1707589870044;31731.430190113824;37388.17285714285;34368.85107437186;30641.34000000009;26913.82892562833;33684.08457600001;2065.008943952893;2235.475420373025;29749.06;40513.75428571429;1863.75553718588;3930.08;11370.96;31730.04;1.0;1.0
2022-06-11;28403.4;29083.3;29426.6;28161.8;82920.0;-2.34;1875.5;4.2945;2680.0;26999.671428571422;1403.679733038791;29640.09320014097;29910.11145698005;31675.782977166284;29782.98000000009;27890.177022833897;32060.3840256;3345.8161401589405;1482.4705268646244;29544.51714285713;30883.56857142857;946.4014885830968;3900.86;11340.02;31392.36;0.0;0.0
2014-08-14;504.8;542.1;544.9;495.9;10880.0;-6.88;1469.1;3.086;1988.75;527.7857142857142;0.1578124415699093;555.6360999995705;585.6982857142857;617.5079201154109;556.5199999999994;495.5320798845879;600.704128;25.93175149067794;18.528289391060497;549.9914285714289;608.7942857142854;30.49396005770576;1955.18;4453.0;16713.58;0.0;0.0
2019-08-18;10312.7;10219.3;10494.9;10086.7;441110.0;0.93;1514.1;2.676;1782.0;10424.942857142858;-108.93372810814198;10522.550544905504;10803.598603896104;10453.941788658984;10243.84000000003;10033.738211341071;11731.28677867264;1655.4502841493686;654.3758776706745;10089.985714285722;12185.87142857142;105.05089432947842;2888.68;7895.99;25886.01;1.0;1.0
2019-04-28;5302.3;5265.7;5332.5;5234.4;681410.0;0.69;1285.5;2.963;1835.5;5287.942857142857;17.666271891858386;5296.983999819837;5208.271513504611;5433.241250361098;5298.240000000022;5163.238749638946;5027.243059003392;622.3767714481697;183.20453538000865;5365.117142857141;5179.225714285714;67.50062518053811;2939.88;8146.4;26543.33;0.0;1.0
2014-07-11;632.9;618.4;633.6;616.1;3120.0;2.35;1492.9;3.259;1939.0;624.5428571428571;23.53063225833261;623.6328512208445;611.2930905326558;634.4666988108125;620.6399999999993;606.8133011891861;610.5;64.19460580968743;19.0074926434582;626.2514285714283;621.9771428571432;6.913349405406599;1967.57;4415.49;16943.81;1.0;0.0
2019-08-08;12191.6;12015.9;12236.6;11727.0;592150.0;1.48;1499.7;2.689;1769.75;11774.957142857143;439.786383870141;11467.079787546509;10395.559833333333;12576.115777426205;11687.560000000029;10799.004222573853;10258.166511447;2884.6484512853863;675.6636198475393;12017.25714285714;9189.61428571429;444.2778887130877;2938.09;8039.16;26378.19;0.0;0.0
2020-06-17;9464.6;9523.6;9543.6;9258.2;446450.0;-0.62;1730.3;2.7;1607.5;9402.814285714285;33.97368685784597;9489.149941666314;9617.4325;9564.534633686571;9446.02000000003;9327.505366313486;10247.30248;874.6049268354247;364.3664044754341;9396.140000000005;9781.459999999995;59.2573168432721;3113.49;9910.53;26119.61;0.0;0.0
2016-05-15;458.1;456.4;460.3;455.0;21200.0;0.37;1272.7;2.122;1530.5;455.24285714285713;6.166271891858159;455.652130456998;453.2025350877193;459.12212705827903;455.3599999999995;451.59787294172;441.752933766873;25.6546992249066;8.43043014634255;458.1857142857143;449.1;1.8810635291397653;2046.61;4717.68;17535.32;0.0;0.0
2015-02-22;235.7;244.4;246.5;232.7;75700.0;-3.55;1204.4;2.611;1793.0;240.2142857142857;-1.205156679570436;239.367487549214;231.5193567251462;248.5459490616257;240.3399999999993;232.1340509383729;254.46396109824;48.797984126510784;15.713758630069725;246.3171428571428;223.5971428571429;4.102974530813197;2110.3;4955.97;18140.44;1.0;1.0
2017-10-25;5734.0;5513.1;5748.0;5375.6;105840.0;4.01;1276.3;3.262;2186.25;5787.485714285714;-81.2977417135832;5747.881208045613;5126.4105615384615;6196.393451999166;5828.040000000005;5459.686548000845;5292.759932436479;1107.9387775798918;324.44268122289805;5851.571428571431;5626.757142857142;184.17672599958024;2557.15;6563.89;23329.46;1.0;1.0
2019-12-18;7276.0;6613.5;7387.7;6462.2;1140000.0;10.02;1474.7;2.86;1777.0;7062.771428571428;185.4165440007021;7072.395396785194;7304.787000000001;7454.790023657528;7000.420000000027;6546.049976342527;7631.88133888;826.1273401599624;322.6816646873537;6927.171428571433;7534.2714285714255;227.1850118287501;3191.14;8827.74;28239.28;0.0;0.0
2021-11-28;57291.5;54758.0;57392.3;53448.3;49280.0;4.61;1793.2;4.2795;2615.0;56658.77142857143;636.0377004632907;56796.42203340923;60673.053657894736;60132.33341275268;56379.0200000001;52625.70658724752;60004.53307380303;7903.123530108702;2910.05655278477;55238.61999999996;60947.45142857146;1876.656706376292;4594.62;15491.66;34899.34;1.0;0.0
2020-11-13;16324.2;16293.0;16474.1;15973.4;113750.0;0.18;1925.9;3.204;1932.0;16051.157142857144;288.21634654404625;15691.600524506128;13481.352921370966;16683.4064888491;15789.10000000002;14894.79351115094;14601.856093792112;3042.2674125962167;670.4171379029821;16318.754285714282;13639.274285714291;447.1532444245406;3585.15;11829.29;29479.81;0.0;0.0
2021-01-07;39460.2;36798.5;40340.9;36361.2;249600.0;7.25;1939.9;3.6915;2036.5;37315.84285714285;2167.500669584429;34372.397330190244;25451.40260536399;40496.64834990913;35045.28000000003;29593.91165009093;28379.106;14986.336560242897;2301.97601331267;36865.03999999999;24054.502857142867;2725.684174954551;3803.79;13067.48;31041.13;1.0;0.0
2015-11-08;371.6;385.1;389.8;365.5;94360.0;-3.51;1087.7;2.29;1527.5;361.54285714285714;13.366271891858148;369.9685361485143;284.34962887989207;404.3682974743588;382.0199999999994;359.67170252564;487.0976;159.60415217444825;30.05731510969617;399.7285714285717;289.4285714285712;11.174148737179712;2099.2;5147.12;17910.33;1.0;1.0
2014-09-20;411.5;397.7;427.7;387.5;14290.0;3.49;1373.1;3.088;1977.0;419.6;-8.148838389784267;436.25809836487815;471.4799999999999;486.78495757270775;432.2799999999994;377.7750424272911;487.0069711962044;20.131386798142493;20.83194898755964;426.6857142857148;497.21428571428527;27.25247878635416;2010.4;4579.79;17279.74;0.0;1.0
2015-04-29;225.4;225.8;227.2;222.3;60890.0;-0.17;1210.0;2.702;1885.25;229.0285714285714;-31.44059885644102;226.59788617555623;229.2877619047619;231.7941151007304;224.9999999999993;218.2058848992681;214.67;29.146680398753787;9.45168568010129;227.51428571428573;226.8;3.397057550365557;2106.85;5023.64;18035.53;1.0;1.0
2014-10-23;355.8;378.9;381.1;353.5;19120.0;-6.11;1352.1;3.05;1991.0;364.0;14.943526727284189;375.2710226568399;368.28711462450593;398.8662000356608;376.95999999999947;355.0537999643381;407.7;47.1927245897113;20.1201471976024;380.65428571428566;377.87428571428575;10.953100017830671;1950.82;4452.79;16677.9;0.0;0.0
2017-07-28;2806.8;2691.9;2843.8;2683.6;138910.0;4.27;1270.2;2.961;1904.5;2717.6857142857143;104.2877751154756;2676.3535664741457;2462.493;2875.205858362523;2680.78;2486.3541416374774;1976.7125152225888;743.8825293843813;203.72247519028525;2895.594285714286;2142.048571428571;97.2129291812615;2472.1;6374.68;21830.31;0.0;0.0
2020-03-06;9134.8;9060.6;9165.2;9004.9;1040000.0;0.82;1672.4;2.6245;1685.0;8652.757142857143;497.2163465440463;8949.251568894488;9430.353399209484;9230.31781256986;8923.840000000035;8617.36218743021;8451.402;936.7306460996382;346.3735099203621;8628.699999999999;9456.671428571428;153.23890628491284;2972.37;8575.62;25864.78;0.0;0.0
2017-10-17;5598.6;5759.3;5773.3;5521.1;65640.0;-2.79;1284.4;3.276;2140.0;5734.028571428571;-136.3672995367123;5485.467497405467;4654.575909090911;5865.0836750255285;5701.600000000003;5538.116324974478;5325.0104;1274.056843862354;277.78246907933914;5911.482857142859;4126.402857142856;81.7418375127625;2559.36;6623.66;22997.44;0.0;1.0
2020-09-17;10941.3;10950.1;11039.3;10755.2;77220.0;-0.07;1941.3;3.0925;1781.0;10898.242857142855;66.20066958442615;10717.826871654892;10766.527523809522;11193.251967684751;10735.480000000023;10277.7080323153;10005.3799456;1033.9188075187744;404.095066522077;10798.642857142844;10121.12857142858;228.8859838423628;3357.01;10910.28;27901.98;0.0;0.0
2020-03-15;5366.3;5182.9;5863.3;5120.6;1610000.0;3.54;1516.7;2.5305;1680.5;5230.257142857143;139.3519861775727;6218.928373834801;8145.830964912282;7991.711526890083;5778.880000000035;3566.0484731099864;7716.804117479678;709.1868474953601;703.9454579960059;5409.148571428579;9770.808571428568;1106.415763445024;2711.02;7874.88;23185.62;0.0;0.0
2021-11-24;57171.7;57559.4;57697.4;55910.6;56680.0;-0.7;1792.3;4.459;2704.0;56742.84285714286;401.045115429268;58258.08321670077;61875.971052631576;60286.40430253788;57897.12000000009;55507.8356974623;63378.53630019103;5969.463860952204;2743.48515219284;55950.13714285712;65110.87714285716;1194.6421512688958;4701.46;15845.23;35804.38;1.0;0.0
2021-10-02;47666.9;48147.2;48306.9;47451.7;39820.0;-1.0;1764.1;4.146;2857.0;47152.81428571428;514.0368758959361;45002.48497671238;43581.5610989011;50414.80280650961;44439.06000000011;38463.317193490606;39822.568;8753.33390385382;2518.8283314669748;44552.53714285714;42913.09142857144;2987.871403254749;4357.05;14566.7;34326.46;1.0;1.0
2015-01-05;274.8;264.7;278.3;262.9;54990.0;3.82;1353.5;2.793;1812.25;285.4428571428572;-23.469408380250755;292.31710323270613;320.6557208269991;332.57699310087986;291.3399999999993;250.10300689911884;324.2693262135014;23.20157702630293;15.533216511561305;284.0342857142855;335.79428571428576;20.61849655044026;2020.58;4652.57;17501.65;1.0;1.0
2020-11-29;18185.5;17729.7;18336.3;17530.4;79120.0;2.57;1814.8;3.424;1998.5;18270.414285714283;-81.60515667956805;17916.71246386144;16373.548401186505;19006.85678086598;17785.66000000002;16564.463219134064;19357.9406;3659.8071094311294;953.5767576648748;18172.89142857144;17854.537142857134;610.5983904329792;3638.35;12205.85;29910.37;1.0;1.0
2015-12-06;393.4;386.7;402.2;382.6;131860.0;1.73;1084.0;2.127;1515.0;389.0142857142857;7.694843320429513;373.2005471328629;344.6904761904762;401.5424724225485;372.41999999999945;343.29752757745035;327.4011832183096;107.41668969152002;20.26120301948085;387.2628571428571;328.40857142857146;14.561236211274537;2091.69;5142.27;17847.63;1.0;0.0
2015-05-20;234.0;232.0;235.2;231.5;49690.0;0.84;1208.7;2.735;1783.5;235.65714285714284;-29.46917028501246;234.8385283069846;237.48529411764704;237.78067409374444;234.2199999999994;230.6593259062544;246.92112;16.17052161328212;6.716686436715674;233.0914285714284;242.30857142857155;1.780337046872514;2125.85;5071.74;18285.4;1.0;1.0
2016-11-04;702.1;684.9;706.6;681.3;48240.0;2.51;1304.5;2.311;1722.0;709.2428571428571;8.03063225833261;701.19215910938;666.4015238095237;745.5472144737471;709.1999999999999;672.8527855262528;744.4;81.21695617401451;21.21746705561552;721.2228571428568;651.8485714285717;18.1736072368736;2085.18;5046.37;17888.28;0.0;0.0
