Date;Price;Open;High;Low;Vol.;Percentage_diff;Price_gold;Price_copper;Price_aluminium;Trend;Residuals;EMA_7d;HT_TRENDLINE;BBANDS_upper_band;BBANDS_middle_band;BBANDS_lower_band;PSAR;ADX_PDM;ATR;Linearregression;Linearintercept;STDDEV;Price_SP500;Price_NASDAQ;Price_DJ;Target;y_test_pred
2017-02-08;1055.5;1049.6;1069.2;1020.3;65150.00000000001;0.56;1238.2;2.737;1844.0;1018.6857142857142;9.002258286416186;1023.8362375444908;943.5354545454544;1065.2787558582772;1035.5400000000002;1005.8012441417231;973.7150310517844;170.9532247278577;36.87606988220068;1061.4628571428573;899.9514285714286;14.86937792913851;2294.67;5682.45;20054.34;0.0;1.0
2021-02-18;51582.2;52094.5;52524.0;50941.6;94350.0;-0.95;1789.0;3.825;2137.5;52861.642857142855;-1256.299330415574;49213.02155262468;38628.302969696975;53174.04304676691;49882.16000000001;46590.27695323312;46099.19645053332;14783.612416592585;3106.007005631068;52355.47714285715;39942.994285714274;1645.9415233834486;3913.97;13865.36;31493.34;1.0;1.0
2021-11-23;57573.2;56304.8;57855.1;55542.5;72480.0;2.25;1791.7;4.411;2668.5;57450.228571428575;122.03270046328004;58620.21095560103;62101.28434210527;60355.96188349373;58079.460000000094;55802.95811650646;64249.20700021226;6428.6533887177575;2817.076317746135;56406.700000000055;65763.01428571422;1138.2509417468189;4690.7;15775.14;35813.8;0.0;0.0
2014-10-08;350.9;331.6;351.6;325.4;21770.0;5.8;1344.2;3.0;1937.75;345.8142857142857;-22.726313142155327;347.69042914562056;389.8646990400904;352.80413896708086;334.43999999999943;316.075861032918;294.9;29.185788872100943;24.87503435357253;326.81714285714304;409.3971428571427;9.182069483540715;1968.89;4468.59;16994.22;1.0;1.0
2021-06-12;35467.5;37334.4;37437.3;34703.3;87730.0;-4.95;1890.1;4.5525;2464.5;38067.44285714286;-2599.991695532642;36110.21309190632;39690.64246334312;39002.95356289524;36029.32000000006;33055.68643710488;40005.36315390399;6281.578489490864;3406.9143229819506;35696.837142857155;36916.50571428571;1486.8167814475903;4247.44;14069.42;34479.6;1.0;1.0
2022-07-05;20200.6;20215.8;20706.9;19315.4;122430.0;-0.08;1763.9;3.425;2392.0;20397.08571428572;-197.4244423938561;19967.62269539276;21278.261133333333;20564.83884401316;19646.48000000009;18728.12115598702;21534.29893766496;2882.3398182361534;1350.076757480722;19562.63714285713;21023.834285714303;459.1794220065344;3831.39;11322.24;30967.45;1.0;1.0
2020-02-11;10229.5;9854.0;10314.1;9725.1;791280.0;3.81;1567.2;2.67;1734.0;10145.2;83.36127189185943;9893.280567681846;9346.26888888889;10324.766131554385;9989.840000000027;9654.913868445672;9549.540963818768;1396.7964908247686;323.06593899294097;10063.865714285708;9178.320000000003;167.4630657771776;3357.75;9638.94;29276.34;1.0;0.0
2016-08-31;573.9;577.3;578.3;571.7;24930.0;-0.6;1307.9;2.1295;1610.75;578.0714285714286;-31.9834559992982;575.8634803028663;577.0764705882353;578.6594689954559;574.1399999999996;569.6205310045434;516.0355746294889;23.827451578163725;13.317091410494625;575.305714285714;580.4371428571433;2.2597344977281053;2170.95;5213.22;18400.88;0.0;1.0
2016-09-09;623.2;625.6;627.6;617.3;28330.0;-0.39;1330.7;2.1415;1573.5;615.7857142857143;22.58777511547543;611.1847827255299;589.3572083333332;630.7817832503598;615.6399999999996;600.4982167496395;569.9016678641877;123.75530429358056;18.905224085231627;623.5000000000002;562.8571428571425;7.57089162518009;2127.81;5125.91;18085.45;1.0;1.0
2019-05-29;8647.8;8715.6;8747.2;8435.3;15430000.0;-0.79;1281.0;2.7425;1793.75;8590.042857142857;29.945115429273137;8426.197929747956;7567.477707509881;9093.540112809998;8556.36000000002;8019.179887190044;7179.592320000001;1995.7975636664776;418.4991774657206;8662.565714285718;7449.777142857141;268.5900564049886;2783.02;7547.31;25126.41;0.0;0.0
