Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;SMA_7d;SMA_15d;SMA_30d;SMA_50d;SMA_100d;SMA_200d;EMA_7d;EMA_15d;EMA_30d;EMA_50d;EMA_100d;EMA_200d;HT_TRENDLINE;BBANDS_upper_band;BBANDS_middle_band;BBANDS_lower_band;PSAR;SMA_7d_ET;SMA_15d_ET;SMA_30d_ET;SMA_50d_ET;SMA_100d_ET;SMA_200d_ET;EMA_7d_ET;EMA_15d_ET;EMA_30d_ET;EMA_50d_ET;EMA_100d_ET;EMA_200d_ET;HTTL_ET;PSAR_ET
2014-02-09;659.6;648.8;694.1;622.5;19890.0;1.66;1.0;799.4000000000003;878.5733333333335;908.8733333333331;880.288;797.8769999999998;467.8749999999998;765.857038382254;837.110153150524;871.3700741129579;860.2105330520006;756.9737796334855;569.7649282734328;904.4782352941178;950.3325417678459;747.4999999999994;544.667458232153;973.626421504;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-10;582.6;659.6;700.0;500.0;40130.0;-11.67;0.0;749.5285714285718;850.2800000000002;894.7833333333331;879.15;801.5859999999999;470.3034999999998;720.0427787866905;805.2963840067084;852.7397467508316;849.3238454813339;753.5208335021293;569.8926404299161;888.5147299621603;846.2037527162188;683.1199999999994;520.0362472837801;938.5137793536;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-11;579.0;582.6;609.7;550.2;16730.0;-0.63;0.0;699.8714285714289;825.9800000000001;882.7566666666664;876.466;805.136;472.71849999999984;684.7820840900179;777.0093360058698;835.0791179281973;838.7229103644189;750.0649754129782;569.9832609231507;871.2810491916065;724.1105534775114;633.1399999999994;542.1694465224874;885.892125831168;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-12;531.1;579.0;585.1;511.9;21300.0;-8.26;0.0;646.5285714285718;799.2066666666668;869.6966666666664;873.0319999999999;808.065;474.9019999999999;646.3615630675134;746.2706690051361;815.4675619328298;826.6592668207162;745.7290353057906;569.5963628045124;854.4923450292397;695.8205355633764;600.2199999999995;504.6194644366225;839.5850707314278;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;Mantener_posicion;Mantener_posicion
2014-02-13;451.4;531.1;549.2;451.3;28940.0;-15.0;0.0;592.6000000000004;767.5866666666667;854.0999999999998;867.914;810.0659999999999;476.66499999999985;597.6211723006351;709.4118353794942;791.9793321307117;811.9432171414725;739.900737576963;568.4202795925272;836.845909774436;697.6146930590306;560.7399999999996;423.8653069409685;798.8348622436564;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-14;427.7;451.4;500.0;302.2;65820.0;-5.26;0.0;554.314285714286;733.3400000000001;836.9833333333331;860.4279999999999;811.7019999999998;478.2959999999998;555.1408792254763;674.1978559570574;768.4774397351819;796.8748556849441;733.7185447536568;567.0200778055369;821.5545021248774;642.700709052133;514.3599999999994;386.0192909478659;750.1799815295445;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-15;371.1;427.7;447.9;310.1;50620.0;-13.24;0.0;514.6428571428575;695.4933333333336;818.9033333333331;851.7899999999998;812.3169999999998;479.61149999999986;509.13065941910725;636.3106239624252;742.8401855587185;780.1778025208287;726.5379795110101;565.070624295034;805.5202111801243;620.4094577004036;472.0599999999995;323.71054229959543;678.5031844848174;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-16;299.8;371.1;540.0;220.4;86180.0;-19.21;0.0;463.24285714285753;652.7866666666669;799.0899999999997;842.5459999999999;811.7649999999999;480.5794999999999;456.79799456433045;594.246795967122;714.2569477807367;761.3394573239334;718.0877224909901;562.4311155955809;785.1722360248448;571.542292025335;416.2199999999995;260.89770797466406;618.2946749672467;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-17;272.3;299.8;411.2;263.4;51440.0;-9.18;0.0;418.9142857142861;607.3866666666669;777.9766666666662;832.2919999999999;810.8099999999998;481.42099999999994;410.67349592324786;554.0034464712318;685.7435963110117;742.1614393896615;709.2602428377032;559.5442388234856;761.5865942028986;503.8194833515227;364.4599999999995;225.10051664847634;546.6736334731423;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-18;294.0;272.3;370.1;248.3;48880.0;7.96;1.0;378.2000000000004;564.8733333333334;755.9499999999996;822.0759999999999;810.3869999999998;482.3684999999999;381.5051219424359;521.5030156623278;660.4698159038497;724.5864809822237;701.0372677320062;556.9020075914111;739.2801;448.660345780963;332.97999999999956;217.29965421903614;540.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-19;261.5;294.0;308.6;257.2;31500.0;-11.03;0.0;339.6857142857147;520.5333333333334;732.7999999999996;811.1879999999999;809.3719999999998;483.15149999999994;351.50384145682693;489.0026387045368;634.7298277810207;706.4262268260582;692.3335594600852;553.9626841327901;722.1069037037036;376.3713356271645;299.73999999999955;223.10866437283457;482.472;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-20;111.9;261.5;271.6;109.2;102180.0;-57.21;0.0;291.1857142857147;467.69333333333344;704.4566666666664;797.1079999999998;806.6909999999998;483.1854999999999;291.6028810926202;441.86480886646973;600.9988711499872;683.1114728328794;680.8398256093905;549.564050459827;708.0494800766284;386.7384384815777;247.89999999999955;109.0615615184214;435.29904;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-21;111.6;111.9;160.1;91.7;82590.0;-0.32;0.0;246.02857142857184;419.8733333333335;676.4766666666662;782.2019999999998;803.4579999999999;483.2099999999999;246.60216081946513;400.58170775816103;569.4247504306331;660.6992582119822;669.5677498547491;545.2061992114704;696.3923734684628;372.48298727369905;210.25999999999954;48.03701272630002;370.079232;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-22;255.6;111.6;290.6;96.7;72170.0;129.11;1.0;229.52857142857178;390.53333333333353;653.5233333333329;769.6279999999997;801.68;483.9549999999999;248.85162061459886;382.4589942883909;549.1779923383342;644.8130127919044;661.3703686695065;542.3245454879732;691.1487946907844;364.5178375486247;206.91999999999953;49.32216245137437;314.4033856;Comprar;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Comprar;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-23;310.2;255.6;349.1;220.3;38550.0;21.35;1.0;231.0142857142861;367.96000000000015;633.3133333333329;757.3379999999997;800.443;484.9759999999999;264.18871546094914;373.426620002342;533.7600573487642;631.6909338588886;654.4164999829817;540.0148485179436;687.568864279119;375.2725482814758;210.15999999999954;45.04745171852332;91.7;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Comprar
2014-02-24;174.0;310.2;316.9;131.9;95120.0;-43.9;0.0;216.97142857142896;335.5866666666668;607.0799999999996;740.5239999999998;797.563;485.33049999999986;241.64153659571184;348.49829250204925;510.5497310681988;613.742269785991;644.9033019635167;536.3729097267203;685.4088555198755;350.69339393939055;192.65999999999954;34.62660606060854;96.7;Vender;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-25;135.8;174.0;174.6;102.3;30430.0;-21.97;0.0;194.37142857142894;305.8000000000001;578.0399999999995;722.9859999999999;793.638;485.4954999999999;215.18115244678387;321.9110059392931;486.3723290637989;594.9994356767364;634.8220484592887;532.3871096299371;681.3902551839999;346.6105922761007;197.43999999999954;48.26940772389838;101.748;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-26;593.1;135.8;650.0;522.8;600.0;336.84;1.0;241.7428571428575;306.7400000000001;566.3599999999994;717.2499999999999;791.7150000000001;487.9459999999999;309.6608643350879;355.80963019688147;493.2579852532312;594.9249480031389;633.995869281877;532.9912179918282;675.2002465082344;617.0042411402828;293.73999999999955;-29.52424114028372;102.3;Comprar;Comprar;Comprar;Mantener_posicion;Mantener_posicion;Comprar;Comprar;Comprar;Comprar;Mantener_posicion;Mantener_posicion;Comprar;Mantener_posicion;Mantener_posicion
2014-02-27;596.5;593.1;629.9;580.5;500.0;0.56;1.0;310.97142857142893;311.10000000000014;555.1533333333329;710.4039999999998;791.2230000000002;490.4034999999999;381.37064825131597;385.89592642227126;499.918760398184;594.9867147481139;633.2533768208498;533.623146171014;668.1882363977487;759.503810535594;361.91999999999956;-35.66381053559485;102.3;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Comprar;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-02-28;573.9;596.5;599.0;570.0;510.0;-3.78;0.0;377.0142857142861;319.26666666666677;543.426666666666;703.1419999999998;790.5820000000001;492.73899999999986;429.50298618848694;409.39643561948736;504.6917435983012;594.1597847579917;632.0780624283577;534.0239108857303;660.4348780487805;839.8132730674943;414.65999999999957;-10.493273067495124;124.208;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-03-01;557.4;573.9;564.1;262.8;400.0;-2.88;0.0;420.12857142857183;327.91333333333347;530.6266666666661;695.1339999999998;788.5070000000001;494.97799999999984;461.4772396413652;427.89688116705145;508.0922762693785;592.7182245714038;630.599288914925;534.2565087873649;648.7656097560978;847.99388488001;491.3399999999996;134.6861151199891;145.23968;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-03-02;544.6;557.4;562.9;541.5;830.0;-2.3;0.0;453.61428571428615;339.48000000000013;517.4866666666661;685.9199999999997;785.9330000000002;497.1379999999998;482.2579297310239;442.48477102117;510.4476132842573;590.8312353725252;628.8963326987878;534.3594290979383;640.2821951219513;613.1693398997825;573.0999999999996;533.0306601002167;165.43009279999998;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-03-03;662.2;544.6;695.4;545.4;1260.0;21.6;1.0;523.3571428571432;363.6400000000001;508.21333333333286;680.3679999999996;784.2300000000001;499.8989999999998;527.2434472982679;469.94917464352375;520.2380898465633;593.6300104559556;629.5558112592079;535.6314745795509;629.1257560975612;669.821329301794;586.9199999999995;504.018670698205;184.812889088;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Comprar;Comprar;Mantener_posicion;Comprar;Mantener_posicion
2014-03-04;661.8;662.2;686.2;645.2;1370.0;-0.05;0.0;598.5000000000003;389.60666666666674;498.49666666666616;675.1459999999996;782.8980000000001;502.6629999999998;560.8825854737009;493.93052781308324;529.3711163080753;596.3033433792515;630.1943100461542;536.8868827926897;616.3328442776738;702.9487641957707;599.9799999999996;497.0112358042284;215.44811574271998;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-03-05;658.3;661.8;666.0;636.8;1260.0;-0.54;0.0;607.814285714286;413.89333333333343;489.3833333333328;669.9259999999996;781.1810000000002;505.3904999999998;585.2369391052757;514.4767118364479;537.6891088043285;598.7345848153593;630.750858362072;538.0949735111703;605.4441913696062;724.7473189953532;616.8599999999994;508.97268100464566;244.24522879815677;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-03-06;648.3;658.3;661.8;636.2;2070.0;-1.53;0.0;615.2142857142861;439.6800000000001;480.10666666666606;664.0679999999996;777.9640000000003;508.0649999999998;601.0027043289567;531.2046228568919;544.8252953330815;600.6783265873061;631.0983661172785;539.1915409389198;591.1419757085022;726.0345580790699;635.0399999999994;544.0454419209289;271.31451507026736;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-03-07;616.7;648.3;655.2;600.3;2340.0;-4.86;0.0;621.3285714285719;473.3333333333334;470.51333333333275;658.1319999999995;773.3320000000002;510.5559999999998;604.9270282467176;541.8915449997804;549.4623730535278;601.3066275054509;630.8132499565403;539.9627693872887;575.3186584965534;683.7212550850826;649.4599999999995;615.1987449149163;296.7596441660513;Vender;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;Mantener_posicion;Mantener_posicion;Mantener_posicion
2014-03-08;609.2;616.7;625.7;588.6;2170.0;-1.22;0.0;628.7285714285719;506.5066666666668;463.1899999999995;652.4319999999996;768.4100000000003;512.9959999999999;605.9952711850382;550.3051018748079;553.3164135016873;601.6161715248451;630.3852648088861;540.651697055077;557.5024644077278;682.3484076508316;638.8599999999994;595.3715923491673;320.6780655160882;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
