Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;SMA_7d;SMA_15d;SMA_30d;SMA_50d;SMA_100d;SMA_200d;EMA_7d;EMA_15d;EMA_30d;EMA_50d;EMA_100d;EMA_200d;HT_TRENDLINE;BBANDS_upper_band;BBANDS_middle_band;BBANDS_lower_band;PSAR;SMA_7d_ET;SMA_15d_ET;SMA_30d_ET;SMA_50d_ET;SMA_100d_ET;SMA_200d_ET;EMA_7d_ET;EMA_15d_ET;EMA_30d_ET;EMA_50d_ET;EMA_100d_ET;EMA_200d_ET;HTTL_ET;PSAR_ET
2010-07-28;0.1;0.1;0.1;0.1;4390.0;0.0;0.0;0.09999999999999999;;;;;;0.09999999999999999;;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-07-29;0.1;0.1;0.1;0.1;8060.000000000001;0.0;0.0;0.09999999999999999;;;;;;0.09999999999999999;;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-07-30;0.1;0.1;0.1;0.1;3020.0;0.0;0.0;0.09999999999999999;;;;;;0.09999999999999999;;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-07-31;0.1;0.1;0.1;0.1;4020.0;0.0;0.0;0.09999999999999999;;;;;;0.09999999999999999;;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-01;0.1;0.1;0.1;0.1;2600.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-02;0.1;0.1;0.1;0.1;3600.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-03;0.1;0.1;0.1;0.1;9820.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-04;0.1;0.1;0.1;0.1;3490.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-05;0.1;0.1;0.1;0.1;5030.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-06;0.1;0.1;0.1;0.1;1400.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-07;0.1;0.1;0.1;0.1;2620.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-08;0.1;0.1;0.1;0.1;2200.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-09;0.1;0.1;0.1;0.1;13630.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-10;0.1;0.1;0.1;0.1;1310.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-11;0.1;0.1;0.1;0.1;14060.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-12;0.1;0.1;0.1;0.1;2060.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-13;0.1;0.1;0.1;0.1;3590.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-14;0.1;0.1;0.1;0.1;4400.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-15;0.1;0.1;0.1;0.1;4460.0;0.0;0.0;0.09999999999999999;0.10000000000000002;;;;;0.09999999999999999;0.10000000000000002;;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-16;0.1;0.1;0.1;0.1;10730.0;0.0;0.0;0.09999999999999999;0.10000000000000002;0.10000000000000005;;;;0.09999999999999999;0.10000000000000002;0.10000000000000005;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-17;0.1;0.1;0.1;0.1;13190.0;0.0;0.0;0.09999999999999999;0.10000000000000002;0.10000000000000005;;;;0.09999999999999999;0.10000000000000002;0.10000000000000005;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-18;0.1;0.1;0.1;0.1;2950.0;0.0;0.0;0.09999999999999999;0.10000000000000002;0.10000000000000005;;;;0.09999999999999999;0.10000000000000002;0.10000000000000005;;;;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
