Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;Price_EUR_USD;Percentage_diff_EUR_USD;Price_USD_JPY;Percentage_diff_USD_JPY;Price_USD_CNY;Percentage_diff_USD_CNY
2012-06-02;5.3;5.3;5.3;5.2;15170.0;0.0;0.0;1.2435;0.61;78.02;-0.43;6.3695;0.01
2012-06-03;5.2;5.3;5.3;5.2;12680.0;0.0;0.0;1.2435;0.61;78.02;-0.43;6.3695;0.01
2012-06-04;5.3;5.2;5.3;5.2;51240.0;1.15;1.0;1.2498;0.51;78.34;0.41;6.3643;-0.08
2012-06-05;5.4;5.3;5.5;5.2;83930.0;3.23;1.0;1.2454;-0.35;78.77;0.55;6.3675;0.05
2012-06-06;5.5;5.4;5.5;5.4;40680.0;0.0;0.0;1.2572;0.95;79.23;0.58;6.3642;-0.05
2012-06-07;5.6;5.5;5.6;5.4;48070.0;2.38;1.0;1.2562;-0.08;79.64;0.52;6.3637;-0.01
2012-06-08;5.6;5.6;5.7;5.6;53840.0;0.0;0.0;1.2517;-0.36;79.49;-0.19;6.3702;0.1
2012-06-09;5.6;5.6;5.7;5.5;37120.0;-1.24;0.0;1.2517;-0.36;79.49;-0.19;6.3702;0.1
2012-06-10;5.5;5.6;5.6;5.4;24400.0;-1.62;0.0;1.2517;-0.36;79.49;-0.19;6.3702;0.1
2012-06-11;5.6;5.5;5.6;5.4;40260.0;1.83;1.0;1.2475;-0.34;79.42;-0.09;6.3692;-0.02
2012-06-12;5.7;5.6;5.8;5.5;78980.0;2.33;1.0;1.2513;0.3;79.54;0.15;6.3705;0.02
2012-06-13;5.9;5.7;6.0;5.7;57240.0;4.04;1.0;1.2556;0.34;79.41;-0.16;6.369;-0.02
2012-06-14;5.9;5.9;6.0;5.8;35040.0;0.0;0.0;1.2631;0.6;79.39;-0.03;6.3705;0.02
2012-06-15;6.5;5.9;6.6;5.9;65640.0;9.24;1.0;1.2638;0.06;78.72;-0.84;6.3656;-0.08
2012-06-16;6.4;6.5;6.6;6.3;78200.0;-1.54;0.0;1.2638;0.06;78.72;-0.84;6.3656;-0.08
2012-06-17;6.2;6.4;6.5;6.1;48800.0;-3.75;0.0;1.2638;0.06;78.72;-0.84;6.3656;-0.08
2012-06-18;6.3;6.2;6.4;6.0;46830.0;2.44;1.0;1.2576;-0.49;79.12;0.51;6.3573;-0.13
2012-06-19;6.5;6.3;6.5;6.3;43880.0;3.01;1.0;1.2688;0.89;78.94;-0.23;6.3546;-0.04
2012-06-20;6.7;6.5;6.7;6.4;64069.99999999999;2.62;1.0;1.2704;0.13;79.52;0.73;6.3598;0.08
2012-06-21;6.7;6.7;6.8;6.6;51940.0;0.0;0.0;1.2544;-1.26;80.27;0.94;6.3649;0.08
2012-06-22;6.6;6.7;6.8;6.4;56820.0;-1.95;0.0;1.257;0.21;80.42;0.19;6.3649;0.0
2012-06-23;6.4;6.6;6.7;6.4;20120.0;-1.83;0.0;1.257;0.21;80.42;0.19;6.3649;0.0
2012-06-24;6.3;6.4;6.5;6.3;33950.0;-1.24;0.0;1.257;0.21;80.42;0.19;6.3649;0.0
2012-06-25;6.3;6.3;6.4;6.2;62640.0;0.0;0.0;1.2505;-0.52;79.67;-0.93;6.3634;-0.02
2012-06-26;6.4;6.3;6.5;6.3;48740.0;1.9;1.0;1.249;-0.12;79.5;-0.21;6.3629;-0.01
2012-06-27;6.7;6.4;6.7;6.4;41980.0;3.58;1.0;1.247;-0.16;79.71;0.26;6.3569;-0.09
2012-06-28;6.6;6.7;6.7;6.5;42820.0;0.0;0.0;1.244;-0.24;79.45;-0.33;6.3575;0.01
2012-06-29;6.7;6.6;6.7;6.5;26300.0;0.0;0.0;1.266;1.77;79.81;0.45;6.3537;-0.06
2012-06-30;6.7;6.7;6.7;6.6;20590.0;0.0;0.0;1.266;1.77;79.81;0.45;6.3537;-0.06
2012-07-01;6.6;6.7;6.7;6.5;20580.0;-0.9;0.0;1.266;1.77;79.81;0.45;6.3537;-0.06
2012-07-02;6.8;6.6;6.8;6.6;32360.0;1.96;1.0;1.2586;-0.58;79.5;-0.39;6.3487;-0.08
2012-07-03;6.4;6.8;6.8;6.4;71070.0;-4.59;0.0;1.2607;0.17;79.84;0.43;6.3524;0.06
2012-07-04;6.5;6.4;6.6;6.4;33480.0;0.93;1.0;1.2523;-0.67;79.84;0.0;6.3477;-0.07
2012-07-05;6.7;6.5;6.8;6.5;45350.0;2.46;1.0;1.2393;-1.04;79.89;0.06;6.356;0.13
2012-07-06;6.7;6.7;6.7;6.6;43190.0;0.0;0.0;1.2288;-0.85;79.67;-0.28;6.3644;0.13
2012-07-07;6.8;6.7;6.9;6.6;37990.0;1.65;1.0;1.2288;-0.85;79.67;-0.28;6.3644;0.13
2012-07-08;6.8;6.8;6.9;6.7;18220.0;0.0;0.0;1.2288;-0.85;79.67;-0.28;6.3644;0.13
2012-07-09;7.0;6.8;7.1;6.7;61640.0;3.24;1.0;1.2319;0.25;79.58;-0.11;6.3714;0.11
2012-07-10;7.2;7.0;7.3;7.0;70070.0;2.56;1.0;1.2252;-0.54;79.44;-0.18;6.3659;-0.09
2012-07-11;7.2;7.2;7.3;7.0;41890.0;0.0;0.0;1.2239;-0.11;79.75;0.39;6.3684;0.04
2012-07-12;7.8;7.2;7.9;7.1;64620.00000000001;8.53;1.0;1.2198;-0.33;79.3;-0.56;6.3735;0.08
2012-07-13;7.7;7.8;7.8;7.4;65470.0;-1.16;0.0;1.2252;0.44;79.22;-0.1;6.3792;0.09
2012-07-14;7.5;7.7;7.7;7.5;16010.000000000002;-1.69;0.0;1.2252;0.44;79.22;-0.1;6.3792;0.09
2012-07-15;7.6;7.5;7.7;7.4;26980.0;1.06;1.0;1.2252;0.44;79.22;-0.1;6.3792;0.09
2012-07-16;8.5;7.6;8.6;7.6;103400.0;11.55;1.0;1.2273;0.17;78.86;-0.45;6.3786;-0.01
2012-07-17;8.8;8.5;9.5;7.3;210800.0;3.53;1.0;1.2294;0.17;79.07;0.27;6.3728;-0.09
2012-07-18;9.1;8.8;9.4;8.5;105950.0;3.52;1.0;1.2284;-0.08;78.81;-0.33;6.3694;-0.05
2012-07-19;8.9;9.1;9.2;8.8;48250.0;-2.63;0.0;1.228;-0.03;78.59;-0.28;6.3729;0.05
2012-07-20;8.5;8.9;8.9;7.6;154660.0;-3.95;0.0;1.2157;-1.0;78.49;-0.13;6.3737;0.01
2012-07-21;8.9;8.5;9.7;8.0;139910.0;3.87;1.0;1.2157;-1.0;78.49;-0.13;6.3737;0.01
2012-07-22;8.4;8.9;9.0;8.3;30070.0;-4.97;0.0;1.2157;-1.0;78.49;-0.13;6.3737;0.01
2012-07-23;8.4;8.4;9.2;7.8;146400.0;0.0;0.0;1.2115;-0.35;78.39;-0.13;6.3861;0.19
2012-07-24;8.6;8.4;8.9;8.3;40950.0;1.78;1.0;1.206;-0.45;78.19;-0.26;6.386;-0.0
2012-07-25;8.8;8.6;8.9;8.4;64720.0;2.33;1.0;1.2159;0.82;78.17;-0.03;6.3885;0.04
2012-07-26;8.9;8.8;8.9;8.6;32380.000000000004;1.14;1.0;1.2283;1.02;78.22;0.06;6.3842;-0.07
2012-07-27;8.9;8.9;8.9;8.8;26670.0;0.0;0.0;1.2319;0.29;78.42;0.26;6.3809;-0.05
2012-07-28;8.9;8.9;8.9;8.7;16170.000000000002;0.0;0.0;1.2319;0.29;78.42;0.26;6.3809;-0.05
2012-07-29;8.7;8.9;8.9;8.7;11460.0;-2.02;0.0;1.2319;0.29;78.42;0.26;6.3809;-0.05
2012-07-30;9.1;8.7;9.1;8.7;51260.0;4.48;1.0;1.226;-0.48;78.18;-0.31;6.3795;-0.02
2012-07-31;9.4;9.1;9.4;9.1;70170.0;2.75;1.0;1.2304;0.36;78.13;-0.06;6.362;-0.27
2012-08-01;9.6;9.4;9.6;9.1;68700.0;2.14;1.0;1.2226;-0.63;78.44;0.4;6.3685;0.1
2012-08-02;10.5;9.6;11.0;9.4;126690.0;10.26;1.0;1.218;-0.38;78.23;-0.27;6.3674;-0.02
2012-08-03;11.0;10.5;11.1;10.3;61640.0;4.18;1.0;1.2387;1.7;78.48;0.32;6.3724;0.08
2012-08-04;11.0;11.0;11.3;10.5;52320.0;0.0;0.0;1.2387;1.7;78.48;0.32;6.3724;0.08
2012-08-05;10.9;11.0;11.3;10.1;67280.0;-1.0;0.0;1.2387;1.7;78.48;0.32;6.3724;0.08
2012-08-06;10.9;10.9;11.2;10.6;51640.0;0.0;0.0;1.2401;0.11;78.25;-0.29;6.374;0.03
2012-08-07;11.1;10.9;11.1;10.6;41650.0;2.21;1.0;1.2401;0.0;78.61;0.46;6.3666;-0.12
2012-08-08;11.1;11.1;11.1;10.9;31320.0;0.0;0.0;1.2365;-0.29;78.42;-0.24;6.362;-0.07
2012-08-09;11.1;11.1;12.0;10.8;101880.0;0.0;0.0;1.2306;-0.48;78.56;0.18;6.3593;-0.04
2012-08-10;11.4;11.1;11.6;11.0;63600.0;2.98;1.0;1.229;-0.13;78.28;-0.36;6.3604;0.02
2012-08-11;11.5;11.4;11.6;11.4;21790.0;1.05;1.0;1.229;-0.13;78.28;-0.36;6.3604;0.02
2012-08-12;11.6;11.5;11.8;11.4;30340.0;0.96;1.0;1.229;-0.13;78.28;-0.36;6.3604;0.02
2012-08-13;12.0;11.6;12.1;11.5;54040.0;3.61;1.0;1.2332;0.34;78.32;0.05;6.3617;0.02
2012-08-14;12.2;12.0;12.3;11.9;44020.0;1.25;1.0;1.2322;-0.08;78.73;0.52;6.3588;-0.05
2012-08-15;13.3;12.2;13.3;12.2;57560.0;8.7;1.0;1.2289;-0.27;79.0;0.34;6.3622;0.05
2012-08-16;13.5;13.3;13.8;12.5;96600.0;1.89;1.0;1.2355;0.54;79.34;0.43;6.3659;0.06
2012-08-17;11.6;13.5;15.4;10.6;221030.0;-14.22;0.0;1.2334;-0.17;79.56;0.28;6.3583;-0.12
2012-08-18;11.6;11.6;12.9;11.0;88050.0;0.0;0.0;1.2334;-0.17;79.56;0.28;6.3583;-0.12
2012-08-19;8.0;11.6;11.6;7.6;238860.0;-31.09;0.0;1.2334;-0.17;79.56;0.28;6.3583;-0.12
2012-08-20;10.1;8.0;10.5;7.8;192500.0;26.25;1.0;1.2344;0.08;79.42;-0.18;6.3593;0.02
2012-08-21;9.9;10.1;10.3;9.7;72080.0;-1.78;0.0;1.2472;1.04;79.28;-0.18;6.356;-0.05
2012-08-22;9.8;9.9;10.1;9.6;67510.0;-1.11;0.0;1.2528;0.45;78.58;-0.88;6.3516;-0.07
2012-08-23;10.1;9.8;10.3;9.7;56020.0;2.96;1.0;1.2564;0.29;78.48;-0.13;6.3538;0.03
2012-08-24;10.6;10.1;10.6;9.9;92080.0;4.95;1.0;1.2513;-0.41;78.67;0.24;6.3547;0.01
2012-08-25;10.5;10.6;10.6;10.2;40230.0;-0.75;0.0;1.2513;-0.41;78.67;0.24;6.3547;0.01
2012-08-26;10.6;10.5;10.6;10.4;26330.0;0.86;1.0;1.2513;-0.41;78.67;0.24;6.3547;0.01
2012-08-27;10.9;10.6;12.1;10.5;175120.0;3.2;1.0;1.25;-0.1;78.75;0.1;6.3568;0.03
2012-08-28;10.9;10.9;11.2;10.5;54880.0;0.0;0.0;1.2565;0.52;78.51;-0.3;6.353;-0.06
2012-08-29;10.9;10.9;11.1;10.6;53650.0;0.0;0.0;1.2529;-0.29;78.7;0.24;6.3514;-0.03
2012-08-30;10.8;10.9;10.9;10.6;30870.0;-1.28;0.0;1.2506;-0.18;78.62;-0.1;6.3498;-0.03
2012-08-31;10.2;10.8;10.8;9.7;67790.0;-5.75;0.0;1.2577;0.57;78.39;-0.29;6.3485;-0.02
2012-09-01;10.0;10.2;10.3;9.8;23380.0;-1.87;0.0;1.2577;0.57;78.39;-0.29;6.3485;-0.02
2012-09-02;10.2;10.0;10.4;9.7;25060.0;2.31;1.0;1.2577;0.57;78.39;-0.29;6.3485;-0.02
2012-09-03;10.5;10.2;10.6;10.1;22930.0;3.24;1.0;1.2594;0.14;78.26;-0.17;6.3405;-0.13
2012-09-04;10.4;10.5;10.5;10.1;34880.0;-1.42;0.0;1.2567;-0.21;78.42;0.2;6.347;0.1
2012-09-05;11.0;10.4;11.2;10.3;60770.0;5.97;1.0;1.2601;0.27;78.39;-0.04;6.3494;0.04
2012-09-06;11.2;11.0;11.3;10.6;67050.0;1.64;1.0;1.2631;0.24;78.86;0.6;6.343;-0.1
2012-09-07;11.0;11.2;11.2;10.9;35540.0;-1.61;0.0;1.2816;1.46;78.27;-0.75;6.3429;-0.0
2012-09-08;11.0;11.0;11.1;10.8;24250.0;0.0;0.0;1.2816;1.46;78.27;-0.75;6.3429;-0.0
2012-09-09;11.0;11.0;11.1;10.9;14030.0;0.0;0.0;1.2816;1.46;78.27;-0.75;6.3429;-0.0
2012-09-10;11.2;11.0;11.2;10.9;42290.0;1.36;1.0;1.2759;-0.44;78.28;0.01;6.3379;-0.08
2012-09-11;11.3;11.2;11.4;10.9;64950.0;1.43;1.0;1.2855;0.75;77.77;-0.65;6.3351;-0.04
2012-09-12;11.4;11.3;11.4;10.8;58630.0;0.0;0.0;1.29;0.35;77.85;0.1;6.3266;-0.13
2012-09-13;11.4;11.4;11.4;11.2;20570.0;0.0;0.0;1.2989;0.69;77.49;-0.46;6.3297;0.05
2012-09-14;11.7;11.4;11.8;11.3;43260.0;2.37;1.0;1.3127;1.06;78.39;1.16;6.3149;-0.23
2012-09-15;11.8;11.7;11.8;11.6;16270.0;0.69;1.0;1.3127;1.06;78.39;1.16;6.3149;-0.23
2012-09-16;11.9;11.8;12.0;11.7;30300.0;1.02;1.0;1.3127;1.06;78.39;1.16;6.3149;-0.23
2012-09-17;11.9;11.9;12.0;11.8;26610.0;0.0;0.0;1.3117;-0.08;78.7;0.4;6.3175;0.04
2012-09-18;12.3;11.9;12.4;11.8;40950.0;3.03;1.0;1.3048;-0.53;78.82;0.15;6.3189;0.02
2012-09-19;12.6;12.3;12.7;12.1;41880.0;2.61;1.0;1.3048;0.0;78.38;-0.56;6.3093;-0.15
2012-09-20;12.3;12.6;12.7;12.3;32570.0;-2.31;0.0;1.2969;-0.61;78.25;-0.17;6.3038;-0.09
2012-09-21;12.4;12.3;12.5;12.0;35840.0;0.73;1.0;1.298;0.08;78.17;-0.1;6.3053;0.02
2012-09-22;12.2;12.4;12.4;12.1;14990.0;-1.05;0.0;1.298;0.08;78.17;-0.1;6.3053;0.02
2012-09-23;12.2;12.2;12.3;11.6;39920.0;-0.41;0.0;1.298;0.08;78.17;-0.1;6.3053;0.02
2012-09-24;12.1;12.2;12.3;11.9;27290.0;-0.74;0.0;1.2931;-0.38;77.86;-0.4;6.3093;0.06
2012-09-25;12.2;12.1;12.2;12.0;21230.0;0.83;1.0;1.29;-0.24;77.8;-0.08;6.3062;-0.05
2012-09-26;12.3;12.2;12.5;12.0;23500.0;0.57;1.0;1.2872;-0.22;77.75;-0.06;6.302;-0.07
2012-09-27;12.3;12.3;12.4;12.2;19330.0;0.0;0.0;1.2914;0.33;77.61;-0.18;6.3023;0.0
2012-09-28;12.4;12.3;12.4;12.1;26680.0;0.65;1.0;1.2858;-0.43;77.92;0.4;6.2845;-0.28
2012-09-29;12.4;12.4;12.5;12.2;17060.0;0.0;0.0;1.2858;-0.43;77.92;0.4;6.2845;-0.28
2012-09-30;12.4;12.4;12.4;12.3;7790.0;0.0;0.0;1.2858;-0.43;77.92;0.4;6.2845;-0.28
2012-10-01;12.4;12.4;12.5;12.3;24830.0;0.0;0.0;1.2889;0.24;78.0;0.1;6.2845;0.0
2012-10-02;12.8;12.4;12.9;12.3;50830.0;3.55;1.0;1.292;0.24;78.16;0.21;6.2845;0.0
2012-10-03;12.9;12.8;13.0;12.7;32960.0;0.39;1.0;1.2906;-0.11;78.5;0.44;6.2845;0.0
2012-10-04;12.9;12.9;13.1;12.6;37950.0;0.0;0.0;1.3018;0.87;78.48;-0.03;6.2845;0.0
2012-10-05;12.7;12.9;13.0;12.5;31260.0;-1.25;0.0;1.3034;0.12;78.67;0.24;6.2845;0.0
2012-10-06;12.5;12.7;12.9;12.4;24670.0;-1.42;0.0;1.3034;0.12;78.67;0.24;6.2845;0.0
2012-10-07;11.8;12.5;12.6;11.7;63510.0;-5.68;0.0;1.3034;0.12;78.67;0.24;6.2845;0.0
2012-10-08;11.8;11.8;11.9;10.6;97940.0;0.0;0.0;1.297;-0.49;78.33;-0.43;6.2878;0.05
2012-10-09;11.9;11.8;12.4;11.6;46770.0;1.02;1.0;1.2885;-0.66;78.25;-0.1;6.2878;0.0
2012-10-10;12.1;11.9;12.2;11.8;27720.0;1.85;1.0;1.2875;-0.08;78.19;-0.08;6.2833;-0.07
2012-10-11;12.0;12.1;12.1;11.9;19830.0;-0.74;0.0;1.2927;0.4;78.33;0.18;6.277;-0.1
2012-10-12;12.0;12.0;12.1;11.9;21540.0;0.0;0.0;1.295;0.18;78.44;0.14;6.2672;-0.16
2012-10-13;11.9;12.0;12.1;11.9;11860.0;-1.17;0.0;1.295;0.18;78.44;0.14;6.2672;-0.16
2012-10-14;11.7;11.9;12.0;11.5;22890.0;-1.01;0.0;1.295;0.18;78.44;0.14;6.2672;-0.16
2012-10-15;11.8;11.7;12.0;11.4;27100.0;0.85;1.0;1.295;0.0;78.64;0.25;6.2704;0.05
2012-10-16;11.9;11.8;12.0;11.5;41190.0;0.0;0.0;1.3054;0.8;78.89;0.32;6.2638;-0.11
2012-10-17;11.8;11.9;12.0;11.7;23550.0;0.0;0.0;1.3119;0.5;78.94;0.06;6.2545;-0.15
2012-10-18;11.9;11.8;12.0;11.8;21880.0;1.1;1.0;1.3066;-0.4;79.28;0.43;6.2503;-0.07
2012-10-19;11.7;11.9;12.0;11.6;23180.0;-1.68;0.0;1.3022;-0.34;79.32;0.05;6.2538;0.06
2012-10-20;11.7;11.7;11.9;11.6;22110.0;0.0;0.0;1.3022;-0.34;79.32;0.05;6.2538;0.06
2012-10-21;11.6;11.7;11.8;11.6;9380.0;-0.94;0.0;1.3022;-0.34;79.32;0.05;6.2538;0.06
2012-10-22;11.7;11.6;11.8;11.5;37620.0;0.69;1.0;1.306;0.29;79.94;0.78;6.2546;0.01
2012-10-23;11.6;11.7;12.0;11.4;54340.0;-0.51;0.0;1.2986;-0.57;79.86;-0.1;6.2479;-0.11
2012-10-24;11.6;11.6;11.8;11.6;21770.0;0.0;0.0;1.2974;-0.09;79.81;-0.06;6.248;0.0
2012-10-25;10.9;11.6;11.7;10.5;84710.0;-6.78;0.0;1.2934;-0.31;80.3;0.61;6.2417;-0.1
2012-10-26;10.2;10.9;10.9;9.7;99000.0;-6.35;0.0;1.2942;0.06;79.65;-0.81;6.2485;0.11
2012-10-27;10.3;10.2;10.8;9.8;47870.0;0.88;1.0;1.2942;0.06;79.65;-0.81;6.2485;0.11
2012-10-28;10.7;10.3;10.9;10.3;22390.0;4.29;1.0;1.2942;0.06;79.65;-0.81;6.2485;0.11
2012-10-29;10.6;10.7;10.9;10.3;37580.0;-0.93;0.0;1.2904;-0.29;79.81;0.2;6.2438;-0.08
2012-10-30;10.9;10.6;10.9;10.6;26020.0;2.74;1.0;1.2959;0.43;79.64;-0.21;6.2405;-0.05
2012-10-31;11.2;10.9;11.2;10.7;40670.0;2.85;1.0;1.296;0.01;79.77;0.16;6.2372;-0.05
2012-11-01;10.6;11.2;11.3;10.4;50360.0;-5.63;0.0;1.2942;-0.14;80.14;0.46;6.2411;0.06
2012-11-02;10.5;10.6;10.8;10.3;24490.0;-0.95;0.0;1.2837;-0.81;80.47;0.41;6.2415;0.01
2012-11-03;10.6;10.5;10.6;10.4;16730.0;1.62;1.0;1.2837;-0.81;80.47;0.41;6.2415;0.01
2012-11-04;10.8;10.6;10.9;10.5;16750.0;1.5;1.0;1.2837;-0.81;80.47;0.41;6.2415;0.01
2012-11-05;10.8;10.8;10.9;10.6;21780.0;-0.46;0.0;1.2797;-0.31;80.29;-0.22;6.2454;0.06
2012-11-06;10.9;10.8;10.9;10.7;27000.0;1.4;1.0;1.2814;0.13;80.36;0.09;6.2456;0.0
2012-11-07;10.9;10.9;11.2;10.8;31730.0;0.0;0.0;1.2771;-0.34;80.0;-0.45;6.2437;-0.03
2012-11-08;10.9;10.9;11.1;10.8;26060.0;0.0;0.0;1.2747;-0.19;79.47;-0.66;6.2429;-0.01
2012-11-09;10.8;10.9;11.0;10.8;14730.0;-1.01;0.0;1.2709;-0.3;79.5;0.04;6.2452;0.04
2012-11-10;10.9;10.8;11.0;10.8;13490.0;0.65;1.0;1.2709;-0.3;79.5;0.04;6.2452;0.04
2012-11-11;10.9;10.9;10.9;10.7;12630.0;0.0;0.0;1.2709;-0.3;79.5;0.04;6.2452;0.04
2012-11-12;11.0;10.9;11.2;10.8;39220.0;1.29;1.0;1.271;0.01;79.5;0.0;6.2291;-0.26
2012-11-13;10.9;11.0;11.1;10.9;16760.0;-0.54;0.0;1.2704;-0.05;79.39;-0.14;6.226;-0.05
2012-11-14;10.9;10.9;11.1;10.8;24540.0;0.0;0.0;1.2736;0.25;80.25;1.08;6.2252;-0.01
2012-11-15;11.2;10.9;11.3;10.9;31900.0;2.28;1.0;1.278;0.35;81.16;1.13;6.2332;0.13
2012-11-16;11.8;11.2;11.8;11.2;58250.0;4.91;1.0;1.2744;-0.28;81.3;0.17;6.2356;0.04
2012-11-17;11.8;11.8;11.8;11.5;19110.0;0.0;0.0;1.2744;-0.28;81.3;0.17;6.2356;0.04
2012-11-18;11.6;11.8;11.8;11.6;15510.0;-1.19;0.0;1.2744;-0.28;81.3;0.17;6.2356;0.04
2012-11-19;11.8;11.6;11.8;11.6;25200.0;1.29;1.0;1.2813;0.54;81.42;0.15;6.2345;-0.02
2012-11-20;11.7;11.8;11.8;11.6;27220.0;-0.59;0.0;1.2818;0.04;81.67;0.31;6.2326;-0.03
2012-11-21;11.8;11.7;11.8;11.6;19230.0;0.0;0.0;1.2829;0.09;82.53;1.05;6.2304;-0.04
2012-11-22;12.4;11.8;12.4;11.7;58300.0;5.52;1.0;1.2883;0.42;82.47;-0.07;6.2289;-0.02
2012-11-23;12.4;12.4;12.4;12.1;18970.0;-0.56;0.0;1.2976;0.72;82.42;-0.06;6.2287;-0.0
2012-11-24;12.4;12.4;12.5;12.3;19570.0;0.49;1.0;1.2976;0.72;82.42;-0.06;6.2287;-0.0
2012-11-25;12.5;12.4;12.6;12.3;24020.0;0.56;1.0;1.2976;0.72;82.42;-0.06;6.2287;-0.0
2012-11-26;12.3;12.5;12.6;11.9;35910.0;-1.84;0.0;1.2973;-0.02;82.07;-0.42;6.2255;-0.05
2012-11-27;12.2;12.3;12.3;11.9;33200.0;-0.41;0.0;1.2945;-0.22;82.14;0.09;6.2223;-0.05
2012-11-28;12.4;12.2;12.4;12.1;30690.0;1.23;1.0;1.2953;0.06;82.07;-0.09;6.2274;0.08
2012-11-29;12.4;12.4;12.6;12.1;26510.0;0.81;1.0;1.2978;0.19;82.12;0.06;6.2282;0.01
2012-11-30;12.6;12.4;12.6;12.4;24350.0;0.96;1.0;1.2986;0.06;82.48;0.44;6.2267;-0.02
2012-12-01;12.6;12.6;12.7;12.5;14700.0;0.0;0.0;1.2986;0.06;82.48;0.44;6.2267;-0.02
2012-12-02;12.5;12.6;12.7;12.4;14010.0;-0.48;0.0;1.2986;0.06;82.48;0.44;6.2267;-0.02
2012-12-03;12.7;12.5;12.7;12.5;26760.0;1.44;1.0;1.3054;0.52;82.25;-0.28;6.2279;0.02
2012-12-04;13.4;12.7;13.5;12.6;63250.0;5.76;1.0;1.3094;0.31;81.89;-0.44;6.2256;-0.04
2012-12-05;13.4;13.4;13.4;13.1;29800.0;0.0;0.0;1.3068;-0.2;82.47;0.71;6.2253;-0.0
2012-12-06;13.3;13.4;13.7;12.9;46560.0;-0.6;0.0;1.2968;-0.77;82.41;-0.07;6.2283;0.05
2012-12-07;13.5;13.3;13.6;13.0;32800.0;1.5;1.0;1.2927;-0.32;82.48;0.08;6.2301;0.03
2012-12-08;13.4;13.5;13.6;13.4;13170.0;-0.59;0.0;1.2927;-0.32;82.48;0.08;6.2301;0.03
2012-12-09;13.4;13.4;13.5;13.0;28170.0;0.0;0.0;1.2927;-0.32;82.48;0.08;6.2301;0.03
2012-12-10;13.4;13.4;13.6;13.3;24670.0;0.0;0.0;1.2941;0.11;82.36;-0.15;6.2464;0.26
2012-12-11;13.6;13.4;13.7;13.3;28050.0;0.97;1.0;1.3006;0.5;82.52;0.19;6.2465;0.0
2012-12-12;13.7;13.6;13.8;13.3;37680.0;1.03;1.0;1.3074;0.52;83.25;0.88;6.2513;0.08
2012-12-13;13.7;13.7;13.8;13.5;24200.0;0.0;0.0;1.3078;0.03;83.64;0.47;6.2322;-0.31
2012-12-14;13.6;13.7;13.9;13.0;70140.0;-0.73;0.0;1.3163;0.65;83.48;-0.19;6.2415;0.15
2012-12-15;13.5;13.6;13.6;13.4;15190.0;-0.81;0.0;1.3163;0.65;83.48;-0.19;6.2415;0.15
2012-12-16;13.3;13.5;13.7;13.1;42760.0;-1.41;0.0;1.3163;0.65;83.48;-0.19;6.2415;0.15
2012-12-17;13.3;13.3;13.5;12.8;63630.0;-0.38;0.0;1.3165;0.02;83.89;0.49;6.2368;-0.08
2012-12-18;13.3;13.3;13.4;13.1;23220.0;0.38;1.0;1.323;0.49;84.2;0.37;6.2324;-0.07
2012-12-19;13.6;13.3;13.6;13.2;38810.0;2.26;1.0;1.3228;-0.02;84.41;0.25;6.2303;-0.03
2012-12-20;13.5;13.6;13.7;13.3;32980.0;-0.59;0.0;1.3244;0.12;84.38;-0.04;6.2302;-0.0
2012-12-21;13.5;13.5;13.6;13.4;25330.0;0.0;0.0;1.3188;-0.42;84.23;-0.18;6.2286;-0.03
2012-12-22;13.4;13.5;13.6;13.3;14780.0;-0.96;0.0;1.3188;-0.42;84.23;-0.18;6.2286;-0.03
2012-12-23;13.3;13.4;13.5;13.0;23980.0;-0.45;0.0;1.3188;-0.42;84.23;-0.18;6.2286;-0.03
2012-12-24;13.4;13.3;13.4;13.2;16690.0;0.53;1.0;1.3186;-0.02;84.94;0.84;6.2336;0.08
2012-12-25;13.4;13.4;13.4;13.1;13170.0;0.0;0.0;1.3183;-0.02;84.75;-0.22;6.2339;0.0
2012-12-26;13.5;13.4;13.5;13.2;15840.0;0.9;1.0;1.3224;0.31;85.64;1.05;6.2353;0.02
2012-12-27;13.4;13.5;13.5;13.3;19820.0;-0.37;0.0;1.3236;0.09;86.1;0.54;6.236;0.01
2012-12-28;13.4;13.4;13.6;13.3;23810.0;0.0;0.0;1.3216;-0.15;86.02;-0.09;6.2317;-0.07
2012-12-29;13.4;13.4;13.7;13.3;26150.0;0.0;0.0;1.3216;-0.15;86.02;-0.09;6.2317;-0.07
2012-12-30;13.4;13.4;13.6;13.4;11760.0;0.37;1.0;1.3216;-0.15;86.02;-0.09;6.2317;-0.07
2012-12-31;13.5;13.4;13.6;13.4;15050.0;0.45;1.0;1.3196;-0.15;86.75;0.85;6.2303;-0.02
2013-01-01;13.3;13.5;13.6;13.2;28410.0;-1.55;0.0;1.3205;0.07;86.69;-0.07;6.2303;0.0
2013-01-02;13.3;13.3;13.4;13.2;17970.0;0.0;0.0;1.3186;-0.14;87.34;0.75;6.2303;0.0
2013-01-03;13.4;13.3;13.5;13.3;18030.0;0.9;1.0;1.3048;-1.05;87.23;-0.13;6.2303;0.0
2013-01-04;13.5;13.4;13.5;13.3;29640.0;0.75;1.0;1.3069;0.16;88.15;1.05;6.2305;0.0
2013-01-05;13.4;13.5;13.6;13.3;21330.0;-0.44;0.0;1.3069;0.16;88.15;1.05;6.2305;0.0
