Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;Price_EUR_USD;Percentage_diff_EUR_USD;Price_USD_JPY;Percentage_diff_USD_JPY;Price_USD_CNY;Percentage_diff_USD_CNY
2016-02-21;437.9;440.1;447.6;425.5;100500.0;-0.5;0.0;1.1134;0.24;112.57;-0.6;6.5224;0.06
2016-02-22;437.8;437.9;440.2;431.3;56010.0;-0.02;0.0;1.1029;-0.94;112.92;0.31;6.5218;-0.01
2016-02-23;419.9;437.8;440.8;414.4;93720.0;-4.09;0.0;1.102;-0.08;112.11;-0.72;6.5271;0.08
2016-02-24;422.7;419.9;425.2;410.4;66510.0;0.67;1.0;1.1013;-0.06;112.19;0.07;6.5317;0.07
2016-02-25;423.5;422.7;427.2;417.5;53540.0;0.18;1.0;1.1023;0.09;113.0;0.72;6.5335;0.03
2016-02-26;427.3;423.5;427.6;419.1;53210.0;0.91;1.0;1.0934;-0.81;114.0;0.88;6.5404;0.11
2016-02-27;431.3;427.3;434.1;427.3;42790.0;0.93;1.0;1.0934;-0.81;114.0;0.88;6.5404;0.11
2016-02-28;432.5;431.3;435.6;421.2;50850.0;0.27;1.0;1.0934;-0.81;114.0;0.88;6.5404;0.11
2016-02-29;436.2;432.5;441.3;429.8;68770.0;0.86;1.0;1.0873;-0.56;112.69;-1.15;6.554;0.21
2016-03-01;434.0;436.2;439.0;428.5;67460.0;-0.5;0.0;1.0867;-0.06;114.01;1.17;6.5521;-0.03
2016-03-02;425.4;434.0;435.9;423.9;57750.0;-2.0;0.0;1.0868;0.01;113.48;-0.46;6.551;-0.02
2016-03-03;419.6;425.4;425.8;414.9;78900.0;-1.36;0.0;1.0957;0.82;113.69;0.19;6.5314;-0.3
2016-03-04;409.5;419.6;423.4;407.2;75270.0;-2.4;0.0;1.1004;0.43;113.76;0.06;6.508;-0.36
2016-03-05;399.0;409.5;410.1;386.9;129150.0;-2.56;0.0;1.1004;0.43;113.76;0.06;6.508;-0.36
2016-03-06;406.0;399.0;412.0;393.1;62590.0;1.74;1.0;1.1004;0.43;113.76;0.06;6.508;-0.36
2016-03-07;414.9;406.0;416.6;402.0;61770.0;2.19;1.0;1.1014;0.09;113.47;-0.25;6.5168;0.14
2016-03-08;411.9;414.9;416.7;408.4;53770.0;-0.72;0.0;1.1011;-0.03;112.61;-0.76;6.5047;-0.19
2016-03-09;412.8;411.9;414.9;408.9;50920.0;0.21;1.0;1.0999;-0.11;113.34;0.65;6.513;0.13
2016-03-10;415.8;412.8;417.5;410.3;55740.0;0.74;1.0;1.1177;1.62;113.19;-0.13;6.5085;-0.07
2016-03-11;419.1;415.8;422.4;415.1;60630.0;0.79;1.0;1.1153;-0.21;113.81;0.55;6.4953;-0.2
2016-03-12;410.4;419.1;420.7;407.0;59640.0;-2.09;0.0;1.1153;-0.21;113.81;0.55;6.4953;-0.2
2016-03-13;412.4;410.4;415.9;409.6;34980.0;0.5;1.0;1.1153;-0.21;113.81;0.55;6.4953;-0.2
2016-03-14;414.3;412.4;416.1;411.2;49330.0;0.46;1.0;1.1106;-0.42;113.83;0.02;6.5;0.07
2016-03-15;415.1;414.3;417.4;412.3;48600.0;0.2;1.0;1.1109;0.03;113.19;-0.56;6.5145;0.22
2016-03-16;415.9;415.1;417.0;413.3;44540.0;0.19;1.0;1.1225;1.04;112.59;-0.53;6.522;0.12
2016-03-17;418.2;415.9;419.6;415.3;43820.0;0.54;1.0;1.1319;0.84;111.39;-1.07;6.475;-0.72
2016-03-18;408.2;418.2;418.6;402.5;66070.0;-2.39;0.0;1.127;-0.43;111.57;0.16;6.4716;-0.05
2016-03-19;408.7;408.2;410.5;402.1;37000.0;0.13;1.0;1.127;-0.43;111.57;0.16;6.4716;-0.05
2016-03-20;411.5;408.7;413.5;407.2;30540.0;0.69;1.0;1.127;-0.43;111.57;0.16;6.4716;-0.05
2016-03-21;411.1;411.5;413.1;407.3;43160.0;-0.1;0.0;1.1241;-0.26;111.94;0.33;6.4846;0.2
2016-03-22;416.2;411.1;417.9;410.8;49080.0;1.24;1.0;1.1217;-0.21;112.38;0.39;6.4901;0.08
2016-03-23;417.0;416.2;419.6;414.2;40610.0;0.19;1.0;1.1184;-0.29;112.38;0.0;6.5062;0.25
2016-03-24;414.7;417.0;417.7;412.9;38830.0;-0.54;0.0;1.1174;-0.09;112.91;0.47;6.5146;0.13
2016-03-25;415.7;414.7;417.3;412.4;34590.0;0.23;1.0;1.1166;-0.07;113.07;0.14;6.516;0.02
2016-03-26;416.5;415.7;417.7;413.9;28060.0;0.19;1.0;1.1166;-0.07;113.07;0.14;6.516;0.02
2016-03-27;424.6;416.5;427.4;415.5;61720.0;1.94;1.0;1.1166;-0.07;113.07;0.14;6.516;0.02
2016-03-28;422.2;424.6;425.4;419.7;43450.0;-0.56;0.0;1.1196;0.27;113.45;0.34;6.5075;-0.13
2016-03-29;415.0;422.2;424.5;406.4;69110.0;-1.71;0.0;1.1291;0.85;112.69;-0.67;6.5066;-0.01
2016-03-30;412.4;415.0;416.2;408.4;43280.0;-0.62;0.0;1.1338;0.42;112.42;-0.24;6.465;-0.64
2016-03-31;415.7;412.4;417.2;411.5;41840.0;0.78;1.0;1.138;0.37;112.58;0.14;6.449;-0.25
2016-04-01;415.6;415.7;416.9;412.8;38220.0;0.0;0.0;1.1387;0.06;111.67;-0.81;6.4786;0.46
2016-04-02;418.5;415.6;420.1;415.1;31310.0;0.69;1.0;1.1387;0.06;111.67;-0.81;6.4786;0.46
2016-04-03;419.1;418.5;420.2;417.0;22800.0;0.13;1.0;1.1387;0.06;111.67;-0.81;6.4786;0.46
2016-04-04;419.3;419.1;420.4;416.2;33440.0;0.06;1.0;1.1392;0.04;111.33;-0.3;6.4786;0.0
2016-04-05;422.1;419.3;423.7;418.0;40890.0;0.65;1.0;1.1384;-0.07;110.33;-0.9;6.4772;-0.02
2016-04-06;421.3;422.1;422.8;419.5;32670.0;-0.19;0.0;1.1399;0.13;109.8;-0.48;6.4809;0.06
2016-04-07;420.1;421.3;422.0;417.9;36060.0;-0.27;0.0;1.1377;-0.19;108.22;-1.44;6.463;-0.28
2016-04-08;417.7;420.1;423.5;415.5;46950.0;-0.58;0.0;1.1401;0.21;108.06;-0.15;6.4658;0.04
2016-04-09;418.0;417.7;418.9;412.4;29430.0;0.09;1.0;1.1401;0.21;108.06;-0.15;6.4658;0.04
2016-04-10;420.3;418.0;421.6;416.7;23300.0;0.53;1.0;1.1401;0.21;108.06;-0.15;6.4658;0.04
2016-04-11;421.4;420.3;422.4;418.1;36390.0;0.28;1.0;1.1408;0.06;107.94;-0.11;6.4595;-0.1
2016-04-12;424.7;421.4;426.7;420.7;57710.0;0.79;1.0;1.1386;-0.19;108.55;0.57;6.4656;0.09
2016-04-13;423.5;424.7;426.6;421.4;38090.0;-0.3;0.0;1.1274;-0.98;109.34;0.73;6.4784;0.2
2016-04-14;424.0;423.5;425.4;421.8;30660.0;0.13;1.0;1.1268;-0.05;109.4;0.05;6.4826;0.06
2016-04-15;428.7;424.0;429.5;423.3;54120.0;1.1;1.0;1.1283;0.13;108.77;-0.58;6.4756;-0.11
2016-04-16;430.0;428.7;432.0;426.8;29020.0;0.32;1.0;1.1283;0.13;108.77;-0.58;6.4756;-0.11
2016-04-17;426.3;430.0;430.6;423.8;25590.0;-0.88;0.0;1.1283;0.13;108.77;-0.58;6.4756;-0.11
2016-04-18;427.7;426.3;429.1;424.4;32580.0;0.34;1.0;1.1314;0.27;108.83;0.06;6.4752;-0.01
2016-04-19;434.9;427.7;436.1;426.8;45680.0;1.69;1.0;1.1358;0.39;109.2;0.34;6.4581;-0.26
2016-04-20;441.2;434.9;442.9;432.5;74360.0;1.43;1.0;1.1297;-0.54;109.84;0.59;6.4708;0.2
2016-04-21;449.3;441.2;450.8;439.5;63130.0;1.85;1.0;1.1288;-0.08;109.45;-0.36;6.4819;0.17
2016-04-22;445.3;449.3;450.2;441.9;49710.0;-0.9;0.0;1.1233;-0.49;111.79;2.14;6.5009;0.29
2016-04-23;450.1;445.3;451.5;443.1;42360.0;1.08;1.0;1.1233;-0.49;111.79;2.14;6.5009;0.29
2016-04-24;457.6;450.1;461.8;447.9;74430.0;1.66;1.0;1.1233;-0.49;111.79;2.14;6.5009;0.29
2016-04-25;461.7;457.6;466.2;451.8;81660.0;0.91;1.0;1.1266;0.29;111.2;-0.53;6.493;-0.12
2016-04-26;466.0;461.7;468.9;459.2;67560.0;0.92;1.0;1.1298;0.28;111.31;0.1;6.4935;0.01
2016-04-27;447.0;466.0;467.9;444.6;90810.0;-4.08;0.0;1.1321;0.2;111.47;0.14;6.495;0.02
2016-04-28;448.5;447.0;450.1;433.9;81940.0;0.33;1.0;1.1353;0.28;108.11;-3.01;6.4759;-0.29
2016-04-29;455.0;448.5;456.3;445.2;44850.0;1.45;1.0;1.1456;0.91;106.36;-1.62;6.4741;-0.03
2016-04-30;448.5;455.0;456.9;446.6;35310.0;-1.42;0.0;1.1456;0.91;106.36;-1.62;6.4741;-0.03
2016-05-01;452.2;448.5;454.2;447.5;21750.0;0.83;1.0;1.1456;0.91;106.36;-1.62;6.4741;-0.03
2016-05-02;444.2;452.2;453.9;440.2;73850.0;-1.78;0.0;1.1532;0.66;106.42;0.06;6.4741;0.0
2016-05-03;450.3;444.2;451.5;441.5;49750.0;1.37;1.0;1.1497;-0.3;106.61;0.18;6.4917;0.27
2016-05-04;445.8;450.3;450.9;444.2;39440.0;-0.99;0.0;1.1487;-0.09;107.02;0.38;6.4947;0.05
2016-05-05;448.1;445.8;449.2;444.4;41890.0;0.51;1.0;1.1405;-0.71;107.25;0.21;6.5034;0.13
2016-05-06;459.6;448.1;461.5;445.7;68430.0;2.56;1.0;1.1405;0.0;107.12;-0.12;6.5001;-0.05
2016-05-07;458.5;459.6;460.6;454.6;30970.0;-0.24;0.0;1.1405;0.0;107.12;-0.12;6.5001;-0.05
2016-05-08;457.9;458.5;460.2;454.9;27600.0;-0.13;0.0;1.1405;0.0;107.12;-0.12;6.5001;-0.05
2016-05-09;460.4;457.9;464.2;455.4;48420.0;0.56;1.0;1.1383;-0.19;108.33;1.13;6.5169;0.26
2016-05-10;449.4;460.4;462.1;446.8;59990.0;-2.41;0.0;1.1372;-0.1;109.27;0.87;6.5183;0.02
2016-05-11;452.5;449.4;456.1;449.6;39970.0;0.7;1.0;1.1427;0.48;108.42;-0.78;6.492;-0.4
2016-05-12;454.4;452.5;455.3;448.4;49190.0;0.43;1.0;1.1377;-0.44;109.03;0.56;6.5168;0.38
2016-05-13;455.4;454.4;457.2;451.5;32390.0;0.22;1.0;1.1308;-0.61;108.61;-0.39;6.532;0.23
2016-05-14;456.4;455.4;457.7;453.6;20360.0;0.23;1.0;1.1308;-0.61;108.61;-0.39;6.532;0.23
2016-05-15;458.1;456.4;460.3;455.0;21200.0;0.37;1.0;1.1308;-0.61;108.61;-0.39;6.532;0.23
2016-05-16;454.9;458.1;459.6;450.7;36600.0;-0.71;0.0;1.132;0.11;109.03;0.39;6.5212;-0.17
2016-05-17;453.3;454.9;456.3;451.7;34630.0;-0.36;0.0;1.1314;-0.05;109.14;0.1;6.5204;-0.01
2016-05-18;454.2;453.3;456.6;452.4;32610.0;0.21;1.0;1.1217;-0.86;110.19;0.96;6.5388;0.28
2016-05-19;442.7;454.2;455.2;441.1;59390.0;-2.55;0.0;1.1203;-0.12;109.97;-0.2;6.547;0.13
2016-05-20;442.1;442.7;447.8;435.4;48430.0;-0.12;0.0;1.1224;0.19;110.15;0.16;6.549;0.03
2016-05-21;443.6;442.1;445.2;439.7;23000.0;0.35;1.0;1.1224;0.19;110.15;0.16;6.549;0.03
2016-05-22;439.6;443.6;444.2;436.9;28740.0;-0.91;0.0;1.1224;0.19;110.15;0.16;6.549;0.03
2016-05-23;443.7;439.6;445.0;438.2;35900.0;0.93;1.0;1.1219;-0.04;109.23;-0.84;6.5557;0.1
2016-05-24;446.1;443.7;447.9;442.0;33220.0;0.55;1.0;1.1141;-0.7;109.99;0.7;6.5572;0.02
2016-05-25;449.8;446.1;451.2;445.4;37720.0;0.82;1.0;1.1155;0.13;110.19;0.18;6.5541;-0.05
2016-05-26;453.3;449.8;454.3;447.7;37720.0;0.78;1.0;1.1194;0.35;109.77;-0.38;6.557;0.04
2016-05-27;474.0;453.3;479.2;452.7;135680.0;4.58;1.0;1.1115;-0.71;110.23;0.42;6.5633;0.1
2016-05-28;524.2;474.0;531.8;467.0;150170.0;10.58;1.0;1.1115;-0.71;110.23;0.42;6.5633;0.1
2016-05-29;516.0;524.2;548.0;493.2;152570.0;-1.56;0.0;1.1115;-0.71;110.23;0.42;6.5633;0.1
2016-05-30;532.3;516.0;544.2;512.8;77530.0;3.14;1.0;1.1147;0.29;111.13;0.82;6.5832;0.3
2016-05-31;528.9;532.3;546.9;513.2;114080.0;-0.63;0.0;1.1132;-0.13;110.71;-0.38;6.5829;-0.0
2016-06-01;537.4;528.9;542.3;521.3;72410.0;1.6;1.0;1.1188;0.5;109.53;-1.07;6.5751;-0.12
2016-06-02;537.1;537.4;541.5;530.5;52880.0;-0.06;0.0;1.1151;-0.33;108.86;-0.61;6.5845;0.14
2016-06-03;567.0;537.1;573.7;534.3;106250.0;5.57;1.0;1.1367;1.94;106.53;-2.14;6.5648;-0.3
2016-06-04;572.0;567.0;592.7;560.9;87410.0;0.87;1.0;1.1367;1.94;106.53;-2.14;6.5648;-0.3
2016-06-05;574.9;572.0;583.6;567.8;64519.99999999999;0.52;1.0;1.1367;1.94;106.53;-2.14;6.5648;-0.3
2016-06-06;583.6;574.9;586.7;571.7;63680.0;1.51;1.0;1.1355;-0.11;107.56;0.97;6.5637;-0.02
2016-06-07;575.6;583.6;591.3;543.6;84690.0;-1.37;0.0;1.1358;0.03;107.36;-0.19;6.5715;0.12
2016-06-08;580.5;575.6;582.4;567.8;49600.0;0.86;1.0;1.1394;0.32;106.98;-0.35;6.5625;-0.14
2016-06-09;574.7;580.5;580.7;569.3;48610.0;-1.0;0.0;1.1316;-0.68;107.09;0.1;6.5619;-0.01
2016-06-10;577.9;574.7;579.3;571.1;45500.0;0.56;1.0;1.1251;-0.57;106.98;-0.1;6.5619;0.0
2016-06-11;591.6;577.9;592.6;576.3;42220.0;2.37;1.0;1.1251;-0.57;106.98;-0.1;6.5619;0.0
2016-06-12;666.5;591.6;683.8;592.8;217380.0;12.67;1.0;1.1251;-0.57;106.98;-0.1;6.5619;0.0
2016-06-13;700.1;666.5;718.2;652.8;216730.0;5.03;1.0;1.1292;0.36;106.25;-0.68;6.5857;0.36
2016-06-14;685.1;700.1;702.5;654.7;135650.0;-2.13;0.0;1.1208;-0.74;106.11;-0.13;6.5965;0.16
2016-06-15;690.8;685.1;695.1;670.5;78620.0;0.82;1.0;1.1259;0.46;106.02;-0.08;6.5818;-0.22
2016-06-16;761.2;690.8;769.7;687.4;229570.0;10.2;1.0;1.1226;-0.29;104.25;-1.67;6.592;0.15
2016-06-17;743.9;761.2;771.9;704.2;215870.0;-2.27;0.0;1.1277;0.45;104.12;-0.12;6.5884;-0.05
2016-06-18;753.8;743.9;776.0;727.1;120530.0;1.33;1.0;1.1277;0.45;104.12;-0.12;6.5884;-0.05
2016-06-19;761.0;753.8;765.1;740.4;60450.0;0.96;1.0;1.1277;0.45;104.12;-0.12;6.5884;-0.05
2016-06-20;734.0;761.0;764.6;717.4;112290.0;-3.56;0.0;1.1314;0.33;103.94;-0.17;6.577;-0.17
2016-06-21;667.4;734.0;732.2;626.0;248080.0;-9.07;0.0;1.1242;-0.64;104.75;0.78;6.5903;0.2
2016-06-22;590.6;667.4;677.8;586.6;202320.0;-11.51;0.0;1.1297;0.49;104.41;-0.32;6.5775;-0.19
2016-06-23;620.8;590.6;629.5;539.3;261740.0;5.13;1.0;1.1389;0.81;106.16;1.68;6.5772;-0.0
2016-06-24;656.9;620.8;687.4;616.4;196690.0;5.81;1.0;1.1117;-2.39;102.23;-3.7;6.6218;0.68
2016-06-25;663.5;656.9;688.1;640.8;100460.0;1.01;1.0;1.1117;-2.39;102.23;-3.7;6.6218;0.68
2016-06-26;625.4;663.5;665.2;609.9;88930.0;-5.74;0.0;1.1117;-2.39;102.23;-3.7;6.6218;0.68
2016-06-27;644.7;625.4;650.3;615.2;99810.0;3.08;1.0;1.1026;-0.82;102.0;-0.22;6.6516;0.45
2016-06-28;644.9;644.7;659.3;634.3;76660.0;0.04;1.0;1.1067;0.37;102.76;0.75;6.6481;-0.05
2016-06-29;636.5;644.9;645.9;621.8;80220.0;-1.29;0.0;1.1125;0.52;102.83;0.07;6.6367;-0.17
2016-06-30;670.0;636.5;673.0;631.2;88200.0;5.26;1.0;1.1105;-0.18;103.29;0.45;6.648;0.17
2016-07-01;674.6;670.0;685.1;661.1;92230.0;0.68;1.0;1.1136;0.28;102.53;-0.74;6.6557;0.12
2016-07-02;698.1;674.6;700.5;671.5;67380.0;3.48;1.0;1.1136;0.28;102.53;-0.74;6.6557;0.12
2016-07-03;661.6;698.1;701.5;644.6;99270.0;-5.22;0.0;1.1136;0.28;102.53;-0.74;6.6557;0.12
2016-07-04;675.2;661.6;679.0;644.0;63910.0;2.04;1.0;1.1156;0.18;102.56;0.03;6.6653;0.14
2016-07-05;663.7;675.2;679.2;657.3;54640.0;-1.7;0.0;1.1076;-0.72;101.72;-0.82;6.6796;0.21
2016-07-06;672.7;663.7;678.4;662.2;47050.0;1.36;1.0;1.1099;0.21;101.33;-0.38;6.693;0.2
2016-07-07;635.3;672.7;676.2;605.0;153610.0;-5.57;0.0;1.1063;-0.32;100.78;-0.54;6.681;-0.18
2016-07-08;662.8;635.3;663.4;630.2;75890.0;4.33;1.0;1.1054;-0.08;100.55;-0.23;6.6881;0.11
2016-07-09;651.8;662.8;663.5;620.7;96010.0;-1.65;0.0;1.1054;-0.08;100.55;-0.23;6.6881;0.11
2016-07-10;647.1;651.8;652.0;636.8;29260.0;-0.72;0.0;1.1054;-0.08;100.55;-0.23;6.6881;0.11
2016-07-11;646.7;647.1;657.5;640.0;45940.0;-0.06;0.0;1.1058;0.04;102.81;2.25;6.6939;0.09
2016-07-12;670.6;646.7;673.2;644.6;66590.0;3.69;1.0;1.1059;0.01;104.69;1.83;6.6885;-0.08
2016-07-13;661.2;670.6;672.0;656.0;62960.0;-1.4;0.0;1.109;0.28;104.5;-0.18;6.6863;-0.03
2016-07-14;657.3;661.2;661.9;646.3;48200.0;-0.59;0.0;1.112;0.27;105.34;0.8;6.6836;-0.04
2016-07-15;664.2;657.3;667.5;656.5;35830.0;1.06;1.0;1.1036;-0.76;104.84;-0.47;6.6887;0.08
2016-07-16;660.7;664.2;665.4;655.7;20390.0;-0.53;0.0;1.1036;-0.76;104.84;-0.47;6.6887;0.08
2016-07-17;676.3;660.7;680.9;660.1;46840.0;2.37;1.0;1.1036;-0.76;104.84;-0.47;6.6887;0.08
2016-07-18;670.4;676.3;680.4;664.6;42580.0;-0.88;0.0;1.1074;0.34;106.16;1.26;6.7045;0.24
2016-07-19;671.1;670.4;673.2;663.6;30400.0;0.11;1.0;1.1022;-0.47;106.12;-0.04;6.6963;-0.12
2016-07-20;664.4;671.1;672.3;659.5;37560.0;-1.0;0.0;1.1015;-0.06;106.84;0.68;6.6777;-0.28
2016-07-21;664.6;664.4;666.5;657.8;32170.0;0.03;1.0;1.1025;0.09;105.81;-0.96;6.6755;-0.03
2016-07-22;651.1;664.6;669.4;645.7;65900.0;-2.03;0.0;1.0976;-0.44;106.08;0.26;6.6795;0.06
2016-07-23;655.2;651.1;658.2;648.0;29890.0;0.62;1.0;1.0976;-0.44;106.08;0.26;6.6795;0.06
2016-07-24;659.3;655.2;664.2;651.0;29820.0;0.63;1.0;1.0976;-0.44;106.08;0.26;6.6795;0.06
2016-07-25;654.0;659.3;662.5;651.1;34380.0;-0.8;0.0;1.0994;0.16;105.78;-0.28;6.6785;-0.01
2016-07-26;654.4;654.0;657.8;643.5;49390.0;0.06;1.0;1.0987;-0.06;104.66;-1.06;6.672;-0.1
2016-07-27;654.5;654.4;659.1;646.0;29890.0;0.02;1.0;1.1058;0.65;105.4;0.71;6.67;-0.03
2016-07-28;654.1;654.5;658.0;650.8;28110.0;-0.06;0.0;1.1075;0.15;105.27;-0.12;6.6554;-0.22
2016-07-29;655.4;654.1;657.4;651.0;27040.0;0.2;1.0;1.1174;0.89;102.06;-3.05;6.6373;-0.27
2016-07-30;654.7;655.4;657.5;652.1;19350.0;-0.11;0.0;1.1174;0.89;102.06;-3.05;6.6373;-0.27
2016-07-31;621.9;654.7;654.9;621.4;62890.0;-5.02;0.0;1.1174;0.89;102.06;-3.05;6.6373;-0.27
2016-08-01;607.0;621.9;627.9;603.5;66660.0;-2.39;0.0;1.1162;-0.11;102.39;0.32;6.6439;0.1
2016-08-02;513.4;607.0;613.8;471.4;130910.0;-15.42;0.0;1.1227;0.58;100.89;-1.46;6.6272;-0.25
2016-08-03;566.4;513.4;573.1;514.1;85930.0;10.32;1.0;1.1149;-0.69;101.23;0.34;6.6342;0.11
2016-08-04;576.2;566.4;584.9;559.5;44820.0;1.73;1.0;1.113;-0.17;101.22;-0.01;6.6418;0.11
2016-08-05;574.7;576.2;580.0;565.8;27890.0;-0.27;0.0;1.1086;-0.4;101.81;0.58;6.6564;0.22
2016-08-06;586.5;574.7;596.7;565.3;25380.0;2.05;1.0;1.1086;-0.4;101.81;0.58;6.6564;0.22
2016-08-07;590.8;586.5;596.0;580.9;26200.0;0.75;1.0;1.1086;-0.4;101.81;0.58;6.6564;0.22
2016-08-08;589.2;590.8;594.2;585.4;24880.0;-0.27;0.0;1.1092;0.05;102.44;0.62;6.6614;0.08
2016-08-09;585.3;589.2;591.2;581.1;25970.0;-0.68;0.0;1.1119;0.24;101.89;-0.54;6.6557;-0.09
2016-08-10;590.9;585.3;600.5;580.9;49570.0;0.97;1.0;1.1176;0.51;101.28;-0.6;6.638;-0.27
2016-08-11;587.8;590.9;599.2;585.4;39830.0;-0.52;0.0;1.1137;-0.35;101.95;0.66;6.6277;-0.16
2016-08-12;587.1;587.8;591.1;582.2;25500.0;-0.12;0.0;1.1161;0.22;101.31;-0.63;6.6353;0.11
2016-08-13;584.6;587.1;590.1;582.8;19300.0;-0.43;0.0;1.1161;0.22;101.31;-0.63;6.6353;0.11
2016-08-14;569.1;584.6;585.8;559.9;33070.0;-2.66;0.0;1.1161;0.22;101.31;-0.63;6.6353;0.11
2016-08-15;567.0;569.1;575.0;559.3;33770.0;-0.37;0.0;1.1184;0.21;101.25;-0.06;6.638;0.04
2016-08-16;580.2;567.0;583.4;563.4;37690.0;2.34;1.0;1.1278;0.84;100.31;-0.93;6.6253;-0.19
2016-08-17;572.3;580.2;581.1;568.7;32760.0;-1.35;0.0;1.1288;0.09;100.27;-0.04;6.6343;0.14
2016-08-18;573.4;572.3;579.5;570.8;30390.0;0.18;1.0;1.1354;0.58;99.89;-0.38;6.6312;-0.05
2016-08-19;574.6;573.4;577.9;566.3;25530.0;0.2;1.0;1.1326;-0.25;100.22;0.33;6.6532;0.33
2016-08-20;582.6;574.6;583.5;572.3;23120.0;1.4;1.0;1.1326;-0.25;100.22;0.33;6.6532;0.33
2016-08-21;580.7;582.6;585.3;577.8;14160.0;-0.33;0.0;1.1326;-0.25;100.22;0.33;6.6532;0.33
2016-08-22;587.5;580.7;591.9;577.1;33560.0;1.17;1.0;1.1319;-0.06;100.33;0.11;6.6507;-0.04
2016-08-23;583.6;587.5;589.9;578.6;32080.0;-0.67;0.0;1.1306;-0.11;100.25;-0.08;6.6409;-0.15
2016-08-24;579.7;583.6;584.5;576.8;28060.0;-0.67;0.0;1.1263;-0.38;100.44;0.19;6.6591;0.27
2016-08-25;578.0;579.7;580.7;570.8;32730.0;-0.29;0.0;1.1283;0.18;100.53;0.09;6.6593;0.0
2016-08-26;579.4;578.0;582.7;575.8;21170.0;0.24;1.0;1.1198;-0.75;101.83;1.29;6.6719;0.19
2016-08-27;570.3;579.4;580.4;567.3;18690.0;-1.56;0.0;1.1198;-0.75;101.83;1.29;6.6719;0.19
2016-08-28;575.0;570.3;576.3;569.2;12830.0;0.81;1.0;1.1198;-0.75;101.83;1.29;6.6719;0.19
2016-08-29;574.2;575.0;578.6;571.4;23860.0;-0.13;0.0;1.1189;-0.08;101.92;0.09;6.6777;0.09
2016-08-30;577.3;574.2;579.9;572.5;27480.0;0.54;1.0;1.1143;-0.41;102.97;1.03;6.6812;0.05
2016-08-31;573.9;577.3;578.3;571.7;24930.0;-0.6;0.0;1.1158;0.13;103.42;0.44;6.6793;-0.03
2016-09-01;572.0;573.9;705.0;569.4;25870.0;-0.33;0.0;1.1198;0.36;103.25;-0.16;6.6715;-0.12
2016-09-02;575.3;572.0;577.6;569.3;26610.0;0.58;1.0;1.1156;-0.38;103.99;0.72;6.6805;0.13
2016-09-03;598.8;575.3;605.0;572.6;35700.0;4.09;1.0;1.1156;-0.38;103.99;0.72;6.6805;0.13
2016-09-04;609.5;598.8;615.2;590.8;30690.0;1.79;1.0;1.1156;-0.38;103.99;0.72;6.6805;0.13
2016-09-05;605.8;609.5;610.6;598.8;25290.0;-0.62;0.0;1.1147;-0.08;103.44;-0.53;6.6766;-0.06
2016-09-06;610.4;605.8;612.0;603.5;24330.0;0.77;1.0;1.1256;0.98;102.02;-1.37;6.6755;-0.02
2016-09-07;613.2;610.4;616.5;606.2;30030.0;0.45;1.0;1.1239;-0.15;101.73;-0.28;6.6625;-0.19
2016-09-08;625.6;613.2;629.3;611.3;36330.0;2.02;1.0;1.1261;0.2;102.5;0.76;6.6643;0.03
2016-09-09;623.2;625.6;627.6;617.3;28330.0;-0.39;0.0;1.1233;-0.25;102.69;0.19;6.6781;0.21
2016-09-10;624.5;623.2;627.5;621.1;15280.0;0.22;1.0;1.1233;-0.25;102.69;0.19;6.6781;0.21
2016-09-11;605.6;624.5;630.8;592.8;36540.0;-3.03;0.0;1.1233;-0.25;102.69;0.19;6.6781;0.21
2016-09-12;608.0;605.6;610.6;603.0;27950.0;0.39;1.0;1.1234;0.01;101.86;-0.81;6.6801;0.03
2016-09-13;608.6;608.0;612.0;604.9;27520.0;0.1;1.0;1.122;-0.12;102.56;0.69;6.6794;-0.01
2016-09-14;609.5;608.6;612.2;606.4;24240.0;0.15;1.0;1.125;0.27;102.42;-0.14;6.6734;-0.09
2016-09-15;608.1;609.5;610.7;605.1;22690.0;-0.23;0.0;1.1244;-0.05;102.09;-0.32;6.6734;0.0
2016-09-16;607.8;608.1;610.4;605.2;21850.0;-0.05;0.0;1.1155;-0.79;102.3;0.21;6.6734;0.0
2016-09-17;607.1;607.8;609.6;604.5;15890.0;-0.12;0.0;1.1155;-0.79;102.3;0.21;6.6734;0.0
2016-09-18;610.7;607.1;612.4;605.2;16329.999999999998;0.6;1.0;1.1155;-0.79;102.3;0.21;6.6734;0.0
2016-09-19;609.8;610.7;612.4;607.0;21240.0;-0.14;0.0;1.1174;0.17;101.94;-0.35;6.6685;-0.07
2016-09-20;609.2;609.8;611.3;605.9;22610.0;-0.1;0.0;1.1155;-0.17;101.71;-0.23;6.672;0.05
2016-09-21;597.2;609.2;608.8;591.7;36860.0;-1.98;0.0;1.1189;0.3;100.31;-1.38;6.6721;0.0
2016-09-22;595.6;597.2;599.8;592.8;22440.0;-0.26;0.0;1.1208;0.17;100.75;0.44;6.6648;-0.11
2016-09-23;602.9;595.6;603.7;594.1;25920.0;1.22;1.0;1.1226;0.16;101.0;0.25;6.6694;0.07
2016-09-24;602.6;602.9;605.9;600.5;13470.0;-0.05;0.0;1.1226;0.16;101.0;0.25;6.6694;0.07
2016-09-25;601.5;602.6;604.9;598.3;13280.0;-0.18;0.0;1.1226;0.16;101.0;0.25;6.6694;0.07
