Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;HT_DCPERIOD;HT_DCPHASE;HT_PHASOR_inphase;HT_PHASOR_quadrature;HT_SINE_sine;HT_PHASOR_leadsine;HT_SINE_integer
2010-08-30;0.1;0.1;0.1;0.0;34190.0;0.0;0.0;28.593066571367828;;0.0;0.0;;;0
2010-08-31;0.1;0.1;0.1;0.1;14890.0;0.0;0.0;29.037173224588155;;0.0;0.0;;;0
2010-09-01;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;29.405188650757637;;0.0;0.0;;;0
2010-09-02;0.1;0.1;0.1;0.1;8150.0;0.0;0.0;29.709249339159157;;0.0;0.0;;;0
2010-09-03;0.1;0.1;0.1;0.1;890.0;0.0;0.0;29.959857637208295;;0.0;0.0;;;0
2010-09-04;0.1;0.1;0.1;0.1;3300.0;0.0;0.0;30.16599159769831;;0.0;0.0;;;0
2010-09-05;0.1;0.1;0.1;0.1;8460.0;0.0;0.0;30.33525550987296;;0.0;0.0;;;0
2010-09-06;0.1;0.1;0.1;0.1;910.0;0.0;0.0;30.474044091510308;;0.0;0.0;;;0
2010-09-07;0.1;0.1;0.1;0.1;3460.0;0.0;0.0;30.587704598460885;;0.0;0.0;;;0
2010-09-08;0.1;0.1;0.1;0.1;2350.0;0.0;0.0;30.680688264307307;;0.0;0.0;;;0
2010-09-09;0.1;0.1;0.1;0.1;1730.0;0.0;0.0;30.756686942511458;;0.0;0.0;;;0
2010-09-10;0.1;0.1;0.1;0.1;4940.0;0.0;0.0;30.818753532014693;;0.0;0.0;;;0
2010-09-11;0.1;0.1;0.1;0.1;7750.0;0.0;0.0;30.869406349354627;;0.0;0.0;;;0
2010-09-12;0.1;0.1;0.1;0.1;790.0;0.0;0.0;30.910718476917044;;0.0;0.0;;;0
2010-09-13;0.1;0.1;0.1;0.1;10080.0;0.0;0.0;30.9443935369152;;0.0;0.0;;;0
2010-09-14;0.1;0.1;0.2;0.1;14020.0;0.0;0.0;30.97182948888811;;0.0;0.0;;;0
2010-09-15;0.1;0.1;0.1;0.1;3650.0;0.0;0.0;30.99417203750523;;0.0;0.0;;;0
2010-09-16;0.1;0.1;0.1;0.1;730.0;0.0;0.0;31.01235913885197;;0.0;0.0;;;0
2010-09-17;0.1;0.1;0.1;0.1;7260.0;0.0;0.0;31.027157951905753;;0.0;0.0;;;0
2010-09-18;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;31.039195424894107;;0.0;0.0;;;0
2010-09-19;0.1;0.1;0.1;0.1;12850.0;0.0;0.0;31.048983549696587;-2.7407255044245744;0.0;0.0;-0.04781644382147181;0.6724866180921982;0
2010-09-20;0.1;0.1;0.1;0.1;14310.0;0.0;0.0;31.056940170285692;248.26858040679807;0.0;0.0;-0.9289296718341219;-0.9186631506404852;0
2010-09-21;0.1;0.1;0.1;0.1;5740.0;0.0;0.0;31.063406097782426;244.41001490827003;0.0;0.0;-0.9019080382457438;-0.9431645840571481;0
2010-09-22;0.1;0.1;0.1;0.1;11560.0;0.0;0.0;31.068659166669256;244.03530513048116;0.0;0.0;-0.8990639959044174;-0.9453177840178416;0
2010-09-23;0.1;0.1;0.1;0.1;15510.0;0.0;0.0;31.072925764078157;256.2650232158286;0.0;0.0;-0.9714043587517361;-0.8547758165618761;0
2010-09-24;0.1;0.1;0.1;0.1;680.0;0.0;0.0;31.076390275973722;282.59046486327185;0.0;0.0;-0.9759530517201704;-0.5359673002153424;0
2010-09-25;0.1;0.1;0.1;0.1;2150.0;0.0;0.0;31.07920281915196;282.3979010358749;0.0;0.0;-0.9766801442573156;-0.538801646907324;0
2010-09-26;0.1;0.1;0.1;0.1;12060.0;0.0;0.0;31.081485564770688;282.242737303123;0.0;0.0;-0.9772579938233905;-0.5410810754221944;0
2010-09-27;0.1;0.1;0.1;0.1;10750.0;0.0;0.0;31.083337906105157;224.73668151234156;0.0;0.0;-0.7038496218090382;-0.999989439446542;0
2010-09-28;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;31.08484067895013;224.63532153055448;0.0;0.0;-0.7025918672272001;-0.9999797444742498;0
2010-09-29;0.1;0.1;0.1;0.1;23480.0;0.0;0.0;31.08605960626503;224.55321178672705;0.0;0.0;-0.7015713725139212;-0.9999695963339434;0
2010-09-30;0.1;0.1;0.1;0.1;7920.0;0.0;0.0;31.087048108123554;224.4866229217708;0.0;0.0;-0.7007427197203034;-0.9999598583904923;0
2010-10-01;0.1;0.1;0.1;0.1;1720.0;0.0;0.0;31.08784959277526;224.43257506346004;0.0;0.0;-0.7000694352176822;-0.9999509614042431;0
2010-10-02;0.1;0.1;0.1;0.1;13060.0;0.0;0.0;31.0884993237855;236.20201002845295;0.0;0.0;-0.8310039845113357;-0.9809483406909082;0
2010-10-03;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;31.089025941051972;247.9357754804754;0.0;0.0;-0.9267633646432603;-0.9209422570422255;0
2010-10-04;0.1;0.1;0.1;0.1;34000.0;0.0;0.0;31.089452699376004;259.64054721589963;0.0;0.0;-0.9836989747349123;-0.8227343094130549;0
2010-10-05;0.1;0.1;0.1;0.1;27530.0;0.0;0.0;31.08979847666855;271.32174644499986;0.0;0.0;-0.9997339264025681;-0.6906079612616407;0
2010-10-06;0.1;0.1;0.1;0.1;33430.0;0.0;0.0;31.090078594355752;282.9837782938088;0.0;0.0;-0.9744337143661712;-0.5301593442198682;0
2010-10-07;0.1;0.1;0.1;0.1;43690.0;0.0;0.0;31.090305484750218;294.6302238550414;0.0;0.0;-0.9090163920288487;-0.3480775771776388;0
2010-10-08;0.1;0.1;0.1;0.0;139290.0;0.0;0.0;31.090489233768206;306.2639952382335;0.0;0.0;-0.8063001451500806;-0.15188196151958014;0
2010-10-09;0.1;0.1;0.1;0.1;187850.0;0.0;0.0;31.090638022147985;-42.11253898848503;0.0;0.0;-0.6705889818181047;0.05037437249734878;0
2010-10-10;0.1;0.1;0.1;0.1;50680.0;0.0;0.0;31.09075848405244;-30.497452140403603;0.0;0.0;-0.5075000470691177;0.25042305591781494;0
2010-10-11;0.1;0.1;0.1;0.1;14090.0;0.0;0.0;31.090855998448284;-18.88917692379824;0.0;0.0;-0.3237386984900605;0.4401087979016338;0
2010-10-12;0.1;0.1;0.1;0.1;25660.0;0.0;0.0;31.090934925803673;-7.286438427477526;0.0;0.0;-0.12682982948949123;0.6117143009898731;0
2010-10-13;0.1;0.1;0.1;0.1;47560.0;0.0;0.0;31.090998800319348;4.311800350041571;0.0;0.0;0.07518410046007062;0.7582686230190446;0
2010-10-14;0.1;0.1;0.1;0.1;37220.0;0.0;0.0;31.091050486010445;15.906382807911363;0.0;0.0;0.2740663559489498;0.8738263958678323;0
2010-10-15;0.1;0.1;0.1;0.1;24640.0;0.0;0.0;31.09109230340839;27.497994796282224;0.0;0.0;0.46171756987307605;0.953706426240897;0
2010-10-16;0.1;0.1;0.1;0.1;6290.0;0.0;0.0;31.09112613239089;39.08719396094498;0.0;0.0;0.6305023394520758;0.9946798173642578;0
2010-10-17;0.1;0.1;0.1;0.1;18220.0;0.0;0.0;31.091153495620226;50.67443363127524;0.0;0.0;0.7735575071857945;0.9950997890888167;0
2010-10-18;0.1;0.1;0.1;0.1;25670.0;0.0;0.0;31.091175626233014;62.26008226743225;0.0;0.0;0.88506955737186;0.9549677476173019;0
2010-10-19;0.1;0.1;0.1;0.1;6240.0;0.0;0.0;31.09119352274312;73.84443929226757;0.0;0.0;0.9605097856520629;0.8759327625847801;0
2010-10-20;0.1;0.1;0.1;0.1;31860.0;0.0;0.0;31.0912079935647;85.42774797926377;0.0;0.0;0.996817601388021;0.7612243379238779;0
2010-10-21;0.1;0.1;0.1;0.1;44870.0;0.0;0.0;31.091219693111157;97.01020594285744;0.0;0.0;0.9925244276371802;0.6155210993263914;0
2010-10-22;0.1;0.1;0.1;0.1;34600.0;0.0;0.0;31.0912291510586;108.59197367602266;0.0;0.0;0.9478130823736304;0.4447606513025512;0
2010-10-23;0.1;0.1;0.1;0.1;4420.0;0.0;0.0;31.09123679606405;120.17318149748603;0.0;0.0;0.8645101564024703;0.2558982720904147;0
2010-10-24;0.1;0.1;0.2;0.1;13800.0;0.0;0.0;31.091242974985924;131.75393520380157;0.0;0.0;0.7460116390423038;0.05662421563034568;0
2010-10-25;0.1;0.1;0.2;0.1;30300.0;0.0;0.0;31.09124796845711;143.3343206668371;0.0;0.0;0.5971447692504335;-0.14494890956217146;0
2010-10-26;0.2;0.1;0.2;0.1;19220.0;0.0;0.0;31.086282264673912;101.58193789829618;0.0;0.0030530360603682146;0.9796385893602264;0.5507438927933789;1
2010-10-27;0.2;0.2;0.2;0.2;65610.0;0.0;0.0;32.10846985571993;105.29934755160838;0.0;0.005338611896347712;0.9645604232160077;0.49546855983101945;1
2010-10-28;0.2;0.2;0.2;0.2;21530.0;0.0;0.0;32.048811932987135;109.65625545586238;0.0;0.049196607211317626;0.9417276380101292;0.4280479934275844;1
2010-10-29;0.2;0.2;0.2;0.2;28690.0;0.0;0.0;33.06245483772164;113.58817284434815;0.011050857089598458;0.07415217983020715;0.9164453512095613;0.3650689677177226;1
2010-10-30;0.2;0.2;0.2;0.2;26710.0;0.0;0.0;32.97667202828082;118.5997768353745;0.019331395002542877;0.19739901301010876;0.8779848399057578;0.28234519332788427;1
2010-10-31;0.2;0.2;0.2;0.2;40340.0;0.0;0.0;34.0016802746562;122.76682121630047;0.09849556178909492;0.24383211765068985;0.8408801544016111;0.21189076202733872;1
2010-11-01;0.2;0.2;0.2;0.2;21260.0;0.0;0.0;33.90255333869098;127.8993594079192;0.14673763474866536;0.05243330479115165;0.7890909527647916;0.12361257144142351;1
