Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;Price_gold;Perc_diff_gold;Price_copper;Perc_diff_copper;Price_aluminium;Perc_diff_aluminium;Trend;Residuals
2014-07-29;585.8;587.9;591.3;579.5;6720.0;-0.37;0.0;1456.7;-0.36;3.209;-0.68;1981.25;-1.67;588.2285714285714;-3.3672995367131024
2014-07-30;564.6;585.8;586.1;564.2;4100.0;-3.61;0.0;1456.1;-0.04;3.232;0.72;2021.0;2.01;587.6142857142856;-50.826313142155236
2014-07-31;589.5;564.6;593.7;564.0;3520.0;4.41;1.0;1441.5;-1.0;3.223;-0.28;1988.5;-1.61;586.7428571428571;25.900669584426986
2014-08-01;598.8;589.5;604.0;586.4;8930.0;1.57;1.0;1451.1;0.67;3.207;-0.5;1973.5;-0.75;587.4428571428571;26.53063225833261
2014-08-02;591.7;598.8;598.9;587.4;2120.0;-1.18;0.0;1451.1;0.0;3.207;0.0;1973.5;0.0;587.8714285714285;3.779733038787292
2014-08-03;588.9;591.7;592.1;580.6;1260.0;-0.47;0.0;1451.1;0.0;3.207;0.0;1973.5;0.0;591.4714285714285;0.7377004632867141
2014-08-04;592.8;588.9;595.1;586.5;3420.0;0.65;1.0;1441.9;-0.63;3.236;0.9;2025.0;2.61;591.9428571428571;-11.9694083802507
2014-08-05;588.8;592.8;594.3;585.4;4090.0;-0.68;0.0;1439.0;-0.2;3.199;-1.14;2008.0;-0.84;591.5142857142856;-3.653013822427323
2014-08-06;589.8;588.8;593.8;587.2;3010.0;0.17;1.0;1462.7;1.65;3.163;-1.13;2020.0;0.6;591.1999999999999;-29.212027427869593
2014-08-07;592.8;589.8;595.1;587.9;2500.0;0.51;1.0;1467.3;0.31;3.171;0.25;2022.5;0.12;591.6571428571428;24.28638387014123
2014-08-08;595.8;592.8;608.2;592.1;3110.0;0.51;1.0;1465.9;-0.1;3.166;-0.16;2020.25;-0.11;589.2428571428571;21.73063225833254
2014-08-09;589.5;595.8;595.6;587.4;1420.0;-1.06;0.0;1465.9;0.0;3.166;0.0;2020.25;0.0;586.2285714285714;3.2225901816443567
2014-08-10;592.1;589.5;596.6;588.1;1340.0;0.43;1.0;1465.9;0.0;3.166;0.0;2020.25;0.0;579.4142857142857;15.994843320429581
2014-08-11;575.9;592.1;593.6;571.7;2570.0;-2.73;0.0;1465.5;-0.03;3.167;0.03;2026.75;0.32;566.8428571428572;-3.769408380250768
2014-08-12;567.7;575.9;578.3;562.0;3330.0;-1.43;0.0;1465.3;-0.01;3.149;-0.57;2044.25;0.86;552.6571428571428;14.104129034715543
2014-08-13;542.1;567.7;573.5;523.2;4820.0;-4.5;0.0;1467.9;0.18;3.106;-1.37;2017.5;-1.31;543.0142857142857;-28.726313142155327
2014-08-14;504.8;542.1;544.9;495.9;10880.0;-6.88;0.0;1469.1;0.08;3.086;-0.64;1988.75;-1.43;527.7857142857142;0.15781244156990937
2014-08-15;496.5;504.8;515.2;483.2;4770.0;-1.65;0.0;1459.4;-0.66;3.097;0.36;1992.0;0.16;511.5428571428571;0.13063225833263203
2014-08-16;522.0;496.5;524.3;483.2;3870.0;5.15;1.0;1459.4;0.0;3.097;0.0;1992.0;0.0;499.7428571428571;22.20830446735868
2014-08-17;485.5;522.0;524.7;478.2;3140.0;-6.99;0.0;1459.4;0.0;3.097;0.0;1992.0;0.0;496.1285714285714;-7.319442393856107
2014-08-18;462.2;485.5;493.3;450.0;6380.0;-4.8;0.0;1452.8;-0.45;3.103;0.19;2009.75;0.89;497.99999999999994;-48.62655123739354
