Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;Price_gold;Perc_diff_gold;Price_copper;Perc_diff_copper;Price_aluminium;Perc_diff_aluminium;Trend;Residuals
2016-06-25;663.5;656.9;688.1;640.8;100460.0;1.01;1.0;1319.7;0.0;2.162;0.0;1618.75;0.0;635.2571428571428;28.194018753073003
2016-06-26;625.4;663.5;665.2;609.9;88930.0;-5.74;0.0;1319.7;0.0;2.162;0.0;1618.75;0.0;641.8142857142857;-13.105156679570442
2016-06-27;644.7;625.4;650.3;615.2;99810.0;3.08;1.0;1322.0;0.17;2.178;0.74;1596.75;-1.36;648.842857142857;-16.969408380250584
2016-06-28;644.9;644.7;659.3;634.3;76660.0;0.04;1.0;1314.9;-0.54;2.226;2.2;1625.0;1.77;651.3714285714286;-7.410156679570304
2016-06-29;636.5;644.9;645.9;621.8;80220.0;-1.29;0.0;1326.9;0.91;2.2345;0.38;1637.25;0.75;656.3142857142857;-47.626313142155304
2016-06-30;670.0;636.5;673.0;631.2;88200.0;5.26;1.0;1320.6;-0.47;2.2435;0.4;1651.25;0.86;661.4857142857143;31.657812441569853
2016-07-01;674.6;670.0;685.1;661.1;92230.0;0.68;1.0;1339.0;1.39;2.262;0.82;1666.25;0.91;665.8428571428572;23.930632258332587
2016-07-02;698.1;674.6;700.5;671.5;67380.0;3.48;1.0;1339.0;0.0;2.262;0.0;1666.25;0.0;668.5285714285715;29.52259018164431
2016-07-03;661.6;698.1;701.5;644.6;99270.0;-5.22;0.0;1339.0;0.0;2.262;0.0;1666.25;0.0;673.7;-8.790870965284753
2016-07-04;675.2;661.6;679.0;644.0;63910.0;2.04;1.0;1339.0;0.0;2.262;0.0;1666.25;0.0;668.7428571428571;-6.369408380250677
2016-07-05;663.7;675.2;679.2;657.3;54640.0;-1.7;0.0;1358.7;0.5;2.232;-1.33;1655.5;0.26;667.0571428571429;-4.295870965284547
2016-07-06;672.7;663.7;678.4;662.2;47050.0;1.36;1.0;1367.1;0.62;2.204;-1.25;1652.75;-0.17;660.4428571428571;-15.554884570726635
2016-07-07;635.3;672.7;676.2;605.0;153610.0;-5.57;0.0;1362.1;-0.37;2.174;-1.36;1637.75;-0.91;658.3714285714285;0.07209815585556356
2016-07-08;662.8;635.3;663.4;630.2;75890.0;4.33;1.0;1358.4;-0.27;2.171;-0.14;1663.5;1.57;654.3;23.67348940118972
2016-07-09;651.8;662.8;663.5;620.7;96010.0;-1.65;0.0;1358.4;0.0;2.171;0.0;1663.5;0.0;655.2857142857141;-3.5345526754983965
2016-07-10;647.1;651.8;652.0;636.8;29260.0;-0.72;0.0;1358.4;0.0;2.171;0.0;1663.5;0.0;653.6428571428571;-3.2337281081418183
2016-07-11;646.7;647.1;657.5;640.0;45940.0;-0.06;0.0;1356.6;-0.13;2.201;1.38;1651.5;-0.72;656.7857142857142;-22.912265523107763
2016-07-12;670.6;646.7;673.2;644.6;66590.0;3.69;1.0;1335.3;-1.57;2.265;2.91;1674.0;1.36;656.9857142857143;12.675557606144098
2016-07-13;661.2;670.6;672.0;656.0;62960.0;-1.4;0.0;1343.6;0.62;2.2855;0.91;1670.5;-0.21;658.2571428571428;-24.869170285012324
2016-07-14;657.3;661.2;661.9;646.3;48200.0;-0.59;0.0;1332.2;-0.85;2.2875;0.09;1680.5;0.6;662.4285714285713;18.014955298712742
2016-07-15;664.2;657.3;667.5;656.5;35830.0;1.06;1.0;1327.4;-0.36;2.274;-0.59;1664.75;-0.94;665.8142857142858;13.559203686903963
2016-07-16;660.7;664.2;665.4;655.7;20390.0;-0.53;0.0;1327.4;0.0;2.274;0.0;1664.75;0.0;665.8857142857144;-5.234552675498556
2016-07-17;676.3;660.7;680.9;660.1;46840.0;2.37;1.0;1327.4;0.0;2.274;0.0;1664.75;0.0;666.342857142857;13.266271891858182
2016-07-18;670.4;676.3;680.4;664.6;42580.0;-0.88;0.0;1329.3;0.14;2.279;0.22;1654.75;-0.6;667.3857142857142;-9.812265523107856
2016-07-19;671.1;670.4;673.2;663.6;30400.0;0.11;1.0;1332.3;0.23;2.3025;1.03;1647.0;-0.47;665.5142857142857;4.646986177572631
2016-07-20;664.4;671.1;672.3;659.5;37560.0;-1.0;0.0;1319.3;-0.98;2.2975;-0.22;1625.25;-1.32;664.7285714285714;-28.140598856441038
2016-07-21;664.6;664.4;666.5;657.8;32170.0;0.03;1.0;1331.0;0.89;2.2985;0.04;1601.0;-1.49;662.3;25.443526727284187
2016-07-22;651.1;664.6;669.4;645.7;65900.0;-2.03;0.0;1323.4;-0.57;2.277;-0.94;1611.25;0.64;659.9571428571429;6.31634654404683
2016-07-23;655.2;651.1;658.2;648.0;29890.0;0.62;1.0;1323.4;0.0;2.277;0.0;1611.25;0.0;657.5714285714284;-2.42026696121264
2016-07-24;659.3;655.2;664.2;651.0;29820.0;0.63;1.0;1323.4;0.0;2.277;0.0;1611.25;0.0;656.1571428571427;6.451986177572493
2016-07-25;654.0;659.3;662.5;651.1;34380.0;-0.8;0.0;1319.5;-0.29;2.2635;-0.59;1604.75;-0.4;654.6571428571428;-13.483694094536434
2016-07-26;654.4;654.0;657.8;643.5;49390.0;0.06;1.0;1320.8;0.1;2.2775;0.62;1591.5;-0.83;655.2714285714285;-1.8101566795701673
2016-07-27;654.5;654.4;659.1;646.0;29890.0;0.02;1.0;1326.7;0.45;2.2365;-1.8;1591.5;0.0;655.1999999999999;-28.512027427869548
2016-07-28;654.1;654.5;658.0;650.8;28110.0;-0.06;0.0;1334.6;0.6;2.2585;0.98;1608.25;1.05;649.8571428571429;27.386383870141252
2016-07-29;655.4;654.1;657.4;651.0;27040.0;0.2;1.0;1350.3;1.18;2.2735;0.66;1644.0;2.22;643.142857142857;27.4306322583327
2016-07-30;654.7;655.4;657.5;652.1;19350.0;-0.11;0.0;1350.3;0.0;2.2735;0.0;1644.0;0.0;623.0;31.6511616102158
2016-07-31;621.9;654.7;654.9;621.4;62890.0;-5.02;0.0;1350.3;0.0;2.2735;0.0;1644.0;0.0;610.4142857142857;14.794843320429536
2016-08-01;607.0;621.9;627.9;603.5;66660.0;-2.39;0.0;1352.8;0.19;2.255;-0.81;1633.5;-0.64;599.2857142857142;-5.11226552310781
2016-08-02;513.4;607.0;613.8;471.4;130910.0;-15.42;0.0;1365.7;0.95;2.264;0.4;1623.0;-0.64;587.7571428571429;-75.29587096528455
2016-08-03;566.4;513.4;573.1;514.1;85930.0;10.32;1.0;1357.0;-0.64;2.2545;-0.42;1640.0;1.05;578.0142857142857;-39.42631314215537
2016-08-04;576.2;566.4;584.9;559.5;44820.0;1.73;1.0;1359.7;0.2;2.2345;-0.89;1619.75;-1.23;573.5714285714286;25.77209815585561
2016-08-05;574.7;576.2;580.0;565.8;27890.0;-0.27;0.0;1337.3;-1.65;2.2155;-0.85;1642.0;1.37;571.0285714285715;18.844917972618298
2016-08-06;586.5;574.7;596.7;565.3;25380.0;2.05;1.0;1337.3;0.0;2.2155;0.0;1642.0;0.0;581.3;5.1511616102158015
2016-08-07;590.8;586.5;596.0;580.9;26200.0;0.75;1.0;1337.3;0.0;2.2155;0.0;1642.0;0.0;584.8;9.30912903471527
2016-08-08;589.2;590.8;594.2;585.4;24880.0;-0.27;0.0;1334.2;-0.23;2.2245;0.41;1639.25;-0.17;586.4571428571428;-10.083694094536343
2016-08-09;585.3;589.2;591.2;581.1;25970.0;-0.68;0.0;1339.9;0.43;2.21;-0.65;1638.25;-0.06;588.2285714285713;-3.8672995367129888
2016-08-10;590.9;585.3;600.5;580.9;49570.0;0.97;1.0;1345.3;0.4;2.225;0.68;1643.0;0.29;587.9571428571428;-24.869170285012437
2016-08-11;587.8;590.9;599.2;585.4;39830.0;-0.52;0.0;1343.5;-0.13;2.244;0.85;1649.0;0.37;584.8571428571429;26.086383870141184
2016-08-12;587.1;587.8;591.1;582.2;25500.0;-0.12;0.0;1336.8;-0.5;2.199;-2.01;1651.0;0.12;581.6857142857143;20.58777511547543
2016-08-13;584.6;587.1;590.1;582.8;19300.0;-0.43;0.0;1336.8;0.0;2.199;0.0;1651.0;0.0;580.9571428571428;3.59401875307298
2016-08-14;569.1;584.6;585.8;559.9;33070.0;-2.66;0.0;1336.8;0.0;2.199;0.0;1651.0;0.0;578.3;-5.8908709652846625
2016-08-15;567.0;569.1;575.0;559.3;33770.0;-0.37;0.0;1341.3;0.34;2.2095;0.48;1672.5;1.3;576.2428571428572;-22.069408380250835
2016-08-16;580.2;567.0;583.4;563.4;37690.0;2.34;1.0;1351.0;0.72;2.2285;0.86;1693.0;1.23;574.4571428571428;4.804129034715589
2016-08-17;572.3;580.2;581.1;568.7;32760.0;-1.35;0.0;1343.2;-0.58;2.2105;-0.81;1694.75;0.1;574.1714285714286;-29.68345599929824
2016-08-18;573.4;572.3;579.5;570.8;30390.0;0.18;1.0;1351.2;0.6;2.2255;0.68;1683.5;-0.66;575.8285714285714;20.714955298712674
2016-08-19;574.6;573.4;577.9;566.3;25530.0;0.2;1.0;1340.5;-0.79;2.224;-0.07;1667.25;-0.97;578.7571428571428;11.01634654404699
2016-08-20;582.6;574.6;583.5;572.3;23120.0;1.4;1.0;1340.5;0.0;2.224;0.0;1667.25;0.0;579.2428571428571;3.3083044673586457
2016-08-21;580.7;582.6;585.3;577.8;14160.0;-0.33;0.0;1340.5;0.0;2.224;0.0;1667.25;0.0;580.3000000000001;3.7091290347152466
2016-08-22;587.5;580.7;591.9;577.1;33560.0;1.17;1.0;1337.6;-0.22;2.201;-1.03;1667.5;0.01;580.9571428571428;-6.283694094536388
2016-08-23;583.6;587.5;589.9;578.6;32080.0;-0.67;0.0;1340.3;0.2;2.175;-1.18;1669.25;0.1;581.6428571428571;1.0184147490012547
2016-08-24;579.7;583.6;584.5;576.8;28060.0;-0.67;0.0;1324.3;-1.19;2.136;-1.79;1645.75;-1.41;579.8857142857142;-27.997741713583814
2016-08-25;578.0;579.7;580.7;570.8;32730.0;-0.29;0.0;1320.0;-0.32;2.1335;-0.12;1643.75;-0.12;579.0714285714286;22.072098155855564
2016-08-26;579.4;578.0;582.7;575.8;21170.0;0.24;1.0;1321.4;0.11;2.1355;0.09;1641.5;-0.14;577.1714285714286;17.40206082976112
2016-08-27;570.3;579.4;580.4;567.3;18690.0;-1.56;0.0;1321.4;0.0;2.1355;0.0;1641.5;0.0;576.2714285714285;-6.020266961212776
2016-08-28;575.0;570.3;576.3;569.2;12830.0;0.81;1.0;1321.4;0.0;2.1355;0.0;1641.5;0.0;575.4428571428571;2.8662718918582044
2016-08-29;574.2;575.0;578.6;571.4;23860.0;-0.13;0.0;1321.4;0.0;2.1355;0.0;1641.5;0.0;574.5857142857142;-13.21226552310772
2016-08-30;577.3;574.2;579.9;572.5;27480.0;0.54;1.0;1313.0;-0.73;2.13;-0.02;1627.75;-0.84;573.9999999999999;2.3612718918584106
2016-08-31;573.9;577.3;578.3;571.7;24930.0;-0.6;0.0;1307.9;-0.39;2.1295;-0.02;1610.75;-1.04;578.0714285714286;-31.983455999298194
2016-09-01;572.0;573.9;705.0;569.4;25870.0;-0.33;0.0;1313.6;0.44;2.1285;-0.05;1611.0;0.02;583.0;12.143526727284119
2016-09-02;575.3;572.0;577.6;569.3;26610.0;0.58;1.0;1323.2;0.73;2.13;0.07;1590.0;-1.3;587.5142857142856;2.959203686904054
2016-09-03;598.8;575.3;605.0;572.6;35700.0;4.09;1.0;1323.2;0.0;2.13;0.0;1590.0;0.0;592.242857142857;6.508304467358691
2016-09-04;609.5;598.8;615.2;590.8;30690.0;1.79;1.0;1323.2;0.0;2.13;0.0;1590.0;0.0;597.8571428571428;14.951986177572493
2016-09-05;605.8;609.5;610.6;598.8;25290.0;-0.62;0.0;1323.2;0.0;2.13;0.0;1590.0;0.0;605.5142857142857;-12.540836951679369
2016-09-06;610.4;605.8;612.0;603.5;24330.0;0.77;1.0;1350.4;1.45;2.1395;0.45;1585.0;0.57;612.3571428571429;-2.89587096528457
2016-09-07;613.2;610.4;616.5;606.2;30030.0;0.45;1.0;1345.3;-0.38;2.1475;0.37;1588.75;0.24;616.0285714285714;-30.640598856440924
2016-09-08;625.6;613.2;629.3;611.3;36330.0;2.02;1.0;1337.8;-0.56;2.149;0.07;1586.25;-0.16;615.4714285714285;33.27209815585561
2016-09-09;623.2;625.6;627.6;617.3;28330.0;-0.39;0.0;1330.7;-0.53;2.1415;-0.35;1573.5;-0.8;615.7857142857143;22.58777511547543
2016-09-10;624.5;623.2;627.5;621.1;15280.0;0.22;1.0;1330.7;0.0;2.1415;0.0;1573.5;0.0;615.5285714285715;8.922590181644289
2016-09-11;605.6;624.5;630.8;592.8;36540.0;-3.03;0.0;1330.7;0.0;2.1415;0.0;1573.5;0.0;615.0;-6.090870965284708
2016-09-12;608.0;605.6;610.6;603.0;27950.0;0.39;1.0;1321.6;-0.68;2.149;0.35;1562.5;-0.7;612.5;-17.326551237393588
2016-09-13;608.6;608.0;612.0;604.9;27520.0;0.1;1.0;1319.6;-0.15;2.148;-0.05;1559.5;-0.19;610.3;-2.6387281081415894
2016-09-14;609.5;608.6;612.2;606.4;24240.0;0.15;1.0;1322.0;0.18;2.2015;2.49;1579.5;1.28;607.8142857142856;-26.12631314215519
2016-09-15;608.1;609.5;610.7;605.1;22690.0;-0.23;0.0;1314.0;-0.61;2.2075;0.27;1566.5;-0.82;608.5428571428571;22.700669584427054
2016-09-16;607.8;608.1;610.4;605.2;21850.0;-0.05;0.0;1306.2;-0.59;2.2085;0.05;1570.5;0.26;608.8;14.17348940118972
2016-09-17;607.1;607.8;609.6;604.5;15890.0;-0.12;0.0;1306.2;0.0;2.2085;0.0;1570.5;0.0;608.8857142857144;-1.8345526754985784
2016-09-18;610.7;607.1;612.4;605.2;16329.999999999998;0.6;1.0;1306.2;0.0;2.2085;0.0;1570.5;0.0;607.1285714285714;6.880557606143938
2016-09-19;609.8;610.7;612.4;607.0;21240.0;-0.14;0.0;1313.8;0.58;2.2065;-0.09;1577.25;0.43;605.3428571428572;-8.36940838025079
2016-09-20;609.2;609.8;611.3;605.9;22610.0;-0.1;0.0;1314.0;0.02;2.217;0.48;1576.25;-0.06;604.6428571428571;3.6184147490012775
2016-09-21;597.2;609.2;608.8;591.7;36860.0;-1.98;0.0;1327.2;1.0;2.2075;-0.43;1584.0;0.49;603.9999999999999;-34.61202742786946
2016-09-22;595.6;597.2;599.8;592.8;22440.0;-0.26;0.0;1340.7;1.02;2.244;1.65;1635.25;3.24;602.6857142857142;16.057812441569943
2016-09-23;602.9;595.6;603.7;594.1;25920.0;1.22;1.0;1337.5;-0.24;2.2535;0.42;1638.75;0.21;602.2142857142857;15.859203686904031
2016-09-24;602.6;602.9;605.9;600.5;13470.0;-0.05;0.0;1337.5;0.0;2.2535;0.0;1638.75;0.0;601.6857142857143;0.8654473245014671
2016-09-25;601.5;602.6;604.9;598.3;13280.0;-0.18;0.0;1337.5;0.0;2.2535;0.0;1638.75;0.0;602.7571428571429;2.0519861775724024
2016-09-26;606.5;601.5;608.5;598.2;27510.0;0.84;1.0;1339.8;0.17;2.2515;-0.09;1662.0;1.42;604.0571428571428;-10.383694094536411
2016-09-27;605.5;606.5;609.0;601.7;25550.0;-0.18;0.0;1326.0;-1.03;2.224;-1.22;1652.25;-0.59;604.8;-0.23872810814161227
2016-09-28;604.7;605.5;606.9;602.6;18940.0;-0.13;0.0;1319.4;-0.5;2.239;0.67;1666.25;0.85;606.3428571428572;-29.454884570726726
2016-09-29;604.7;604.7;607.2;602.0;25320.0;0.0;0.0;1324.0;0.35;2.2435;0.2;1672.5;0.38;607.6571428571428;20.18638387014132
2016-09-30;608.1;604.7;608.8;602.3;23950.0;0.57;1.0;1315.1;-0.67;2.2605;0.76;1674.5;0.12;608.3857142857144;14.887775115475385
2016-10-01;613.4;608.1;615.0;607.1;16930.0;0.87;1.0;1315.1;0.0;2.2605;0.0;1674.5;0.0;608.8857142857142;4.46544732450149
2016-10-02;610.7;613.4;614.2;607.7;16540.0;-0.44;0.0;1315.1;0.0;2.2605;0.0;1674.5;0.0;609.9;4.1091290347153375
2016-10-03;611.6;610.7;613.2;608.5;21950.0;0.15;1.0;1310.7;-0.33;2.2445;-0.71;1678.0;0.21;610.8;-12.026551237393521
2016-10-04;609.0;611.6;612.7;606.5;24990.0;-0.43;0.0;1268.2;-3.24;2.221;-1.05;1669.25;-0.52;611.9285714285713;-3.8672995367129888
2016-10-05;611.8;609.0;613.7;608.0;23400.0;0.47;1.0;1266.9;-0.1;2.2185;-0.11;1675.25;0.36;612.5428571428571;-28.55488457072675
2016-10-06;611.0;611.8;612.7;608.5;21630.0;-0.14;0.0;1251.4;-1.22;2.209;-0.43;1677.5;0.13;613.2714285714285;20.87209815585563
2016-10-07;616.0;611.0;619.4;609.1;32730.0;0.83;1.0;1250.3;-0.09;2.2175;0.38;1675.5;-0.12;614.0857142857143;17.08777511547543
2016-10-08;617.7;616.0;619.6;614.9;13620.0;0.26;1.0;1250.3;0.0;2.2175;0.0;1675.5;0.0;618.5857142857143;-0.9345526754984874
2016-10-09;615.8;617.7;618.3;613.0;13430.0;-0.3;0.0;1250.3;0.0;2.2175;0.0;1675.5;0.0;622.0428571428572;-2.9337281081419775
2016-10-10;617.3;615.8;618.8;612.8;25230.0;0.25;1.0;1258.7;0.67;2.2525;1.58;1689.0;0.81;625.5571428571427;-21.08369409453634
2016-10-11;640.5;617.3;642.3;615.6;55770.0;3.75;1.0;1254.2;-0.36;2.2405;-0.53;1677.25;-0.7;628.6857142857142;10.875557606144143
2016-10-12;636.0;640.5;642.5;632.2;26950.0;-0.7;0.0;1252.3;-0.15;2.231;-0.42;1683.0;0.34;631.4428571428571;-23.25488457072668
2016-10-13;635.6;636.0;639.5;632.3;25620.0;-0.06;0.0;1256.1;0.3;2.1775;-2.4;1689.75;0.4;634.9142857142857;23.82924101299843
2016-10-14;637.9;635.6;640.5;630.7;31420.0;0.37;1.0;1254.0;-0.17;2.1655;-0.55;1672.0;-1.05;637.7857142857142;15.287775115475476
2016-10-15;637.0;637.9;641.4;635.1;12380.0;-0.14;0.0;1254.0;0.0;2.1655;0.0;1672.0;0.0;637.0428571428571;-0.0916955326413316
2016-10-16;640.1;637.0;642.2;636.4;12890.0;0.49;1.0;1254.0;0.0;2.1655;0.0;1672.0;0.0;636.0571428571429;7.351986177572357
2016-10-17;637.4;640.1;641.3;634.9;27690.0;-0.43;0.0;1255.1;0.09;2.16;-0.25;1657.0;-0.9;635.0142857142856;-10.440836951679232
2016-10-18;635.3;637.4;639.3;632.2;24600.0;-0.32;0.0;1261.5;0.51;2.1615;0.07;1642.0;-0.91;633.9571428571428;0.4041290347154981
2016-10-19;629.1;635.3;637.3;624.1;35290.0;-0.99;0.0;1268.4;0.55;2.16;-0.07;1631.75;-0.62;636.6;-35.312027427869616
2016-10-20;628.3;629.1;630.8;625.5;20940.0;-0.11;0.0;1266.1;-0.18;2.152;-0.37;1612.25;-1.2;638.4428571428571;13.000669584427008
2016-10-21;630.5;628.3;633.3;627.6;28090.0;0.34;1.0;1266.4;0.02;2.1465;-0.26;1625.25;0.81;640.3142857142858;5.359203686903918
2016-10-22;655.5;630.5;659.9;629.7;37100.0;3.97;1.0;1266.4;0.0;2.1465;0.0;1625.25;0.0;642.5571428571428;12.894018753072935
2016-10-23;653.0;655.5;661.2;648.8;21910.0;-0.37;0.0;1266.4;0.0;2.1465;0.0;1625.25;0.0;649.0714285714284;7.237700463286828
2016-10-24;650.5;653.0;654.3;645.7;33240.0;-0.39;0.0;1262.4;-0.32;2.148;0.07;1630.5;0.32;656.7857142857142;-19.11226552310781
2016-10-25;651.0;650.5;662.5;647.7;36740.0;0.08;1.0;1272.2;0.78;2.1915;2.03;1669.0;2.36;664.7428571428571;-14.681585250998792
2016-10-26;674.7;651.0;678.4;651.4;47670.0;3.64;1.0;1265.2;-0.55;2.199;0.34;1679.5;0.63;673.2428571428571;-26.354884570726703
2016-10-27;682.3;674.7;687.9;672.3;46560.0;1.13;1.0;1268.2;0.24;2.218;0.86;1699.5;1.19;679.5714285714284;25.87209815585563
2016-10-28;686.2;682.3;688.4;678.6;38970.0;0.58;1.0;1276.8;0.68;2.244;1.17;1720.0;1.21;686.4571428571428;14.916346544046966
2016-10-29;715.0;686.2;720.2;685.2;54030.0;4.18;1.0;1276.8;0.0;2.244;0.0;1720.0;0.0;697.2857142857142;17.665447324501535
2016-10-30;697.3;715.0;714.9;689.5;39330.0;-2.47;0.0;1276.8;0.0;2.244;0.0;1720.0;0.0;705.6857142857143;-5.076585250999088
2016-10-31;698.7;697.3;707.2;682.2;38050.0;0.2;1.0;1273.1;-0.29;2.254;0.45;1735.25;0.89;706.0571428571429;-20.183694094536477
2016-11-01;726.8;698.7;734.4;695.2;68070.0;4.02;1.0;1288.0;1.17;2.279;1.11;1736.5;0.07;708.3285714285713;17.53270046328699
2016-11-02;733.5;726.8;735.8;718.1;39040.0;0.93;1.0;1308.2;1.57;2.281;0.09;1727.5;-0.52;706.4857142857142;-0.7977417135837683
2016-11-03;684.9;733.5;744.4;670.4;96410.0;-6.63;0.0;1303.3;-0.37;2.2955;0.64;1732.5;0.29;708.2857142857143;-0.24218755843023843
2016-11-04;702.1;684.9;706.6;681.3;48240.0;2.51;1.0;1304.5;0.09;2.311;0.68;1722.0;-0.61;709.2428571428571;8.03063225833261
2016-11-05;702.1;702.1;706.4;694.0;22020.0;0.0;0.0;1304.5;0.0;2.311;0.0;1722.0;0.0;706.9714285714285;-4.920266961212754
2016-11-06;709.9;702.1;714.1;697.6;25810.0;1.11;1.0;1304.5;0.0;2.311;0.0;1722.0;0.0;705.242857142857;7.966271891858227
2016-11-07;705.4;709.9;711.7;698.3;30740.0;-0.64;0.0;1279.4;-1.92;2.358;2.03;1726.25;0.25;709.4857142857143;-16.912265523107877
2016-11-08;710.9;705.4;714.6;701.0;39730.0;0.78;1.0;1274.5;-0.38;2.43;3.05;1729.75;0.2;711.3285714285713;-1.3672995367129888
2016-11-09;721.4;710.9;741.2;707.1;70700.0;1.48;1.0;1273.5;-0.08;2.5075;3.19;1751.5;1.26;711.6428571428571;-18.05488457072675
2016-11-10;714.6;721.4;723.0;707.3;33330.0;-0.95;0.0;1266.4;-0.56;2.5965;3.55;1768.5;0.97;710.5142857142855;27.229241012998635
2016-11-11;715.0;714.6;719.8;711.7;25580.0;0.06;1.0;1224.3;-3.32;2.554;-1.64;1742.5;-1.47;710.4;19.773489401189742
2016-11-12;704.3;715.0;717.4;701.1;27600.0;-1.5;0.0;1224.3;0.0;2.554;0.0;1742.5;0.0;710.4285714285714;-6.177409818355734
2016-11-13;702.0;704.3;705.6;685.0;36140.0;-0.33;0.0;1224.3;0.0;2.554;0.0;1742.5;0.0;713.1285714285715;-7.819442393856221
2016-11-14;704.6;702.0;708.0;696.1;37750.0;0.37;1.0;1221.7;-0.21;2.561;0.27;1732.5;-0.57;716.4;-24.626551237393542
2016-11-15;711.1;704.6;716.9;697.9;41400.0;0.93;1.0;1224.5;0.23;2.545;-0.62;1735.0;0.14;720.9714285714285;-10.810156679570168
2016-11-16;740.3;711.1;746.0;708.1;79570.0;4.1;1.0;1223.9;-0.05;2.512;-1.3;1697.5;-2.16;727.1999999999999;-14.712027427869593
2016-11-17;737.5;740.3;751.9;730.1;62770.0;-0.37;0.0;1216.9;-0.57;2.5355;0.94;1688.5;-0.53;730.9857142857143;29.657812441569853
2016-11-18;747.0;737.5;751.4;731.0;39710.0;1.28;1.0;1208.7;-0.67;2.5115;-0.95;1694.75;0.37;735.5;26.67348940118972
2016-11-19;747.9;747.0;755.3;737.4;25630.0;0.12;1.0;1208.7;0.0;2.5115;0.0;1694.75;0.0;740.9571428571428;6.894018753072935
2016-11-20;728.5;747.9;752.3;712.8;47420.0;-2.59;0.0;1208.7;0.0;2.5115;0.0;1694.75;0.0;741.0714285714284;-9.262299536713172
2016-11-21;736.2;728.5;744.3;726.5;32510.0;1.05;1.0;1209.8;0.09;2.5635;2.07;1722.25;1.62;740.7571428571426;-17.38369409453618
2016-11-22;749.3;736.2;754.0;730.6;44440.0;1.79;1.0;1211.2;0.12;2.5905;1.05;1760.25;2.21;739.8142857142857;8.546986177572608
2016-11-23;741.1;749.3;750.9;731.3;37870.0;-1.1;0.0;1189.3;-1.81;2.641;1.95;1778.0;1.01;737.8428571428572;-24.55488457072675
2016-11-24;735.3;741.1;744.2;726.2;37240.0;-0.78;0.0;1189.3;0.0;2.641;0.0;1778.0;0.0;737.9714285714285;20.47209815585554
2016-11-25;740.4;735.3;741.3;729.0;28850.0;0.69;1.0;1178.4;-0.6;2.7015;2.29;1756.75;-0.75;737.5571428571428;18.016346544046876
2016-11-26;734.1;740.4;741.0;725.6;22580.0;-0.84;0.0;1178.4;0.0;2.7015;0.0;1756.75;0.0;735.1714285714285;-1.1202669612126854
2016-11-27;729.4;734.1;738.3;727.1;21350.0;-0.64;0.0;1178.4;0.0;2.7015;0.0;1756.75;0.0;735.3714285714285;-2.662299536713263
2016-11-28;733.3;729.4;738.1;727.7;34120.0;0.53;1.0;1190.8;1.05;2.688;-0.5;1746.0;-0.61;737.842857142857;-17.369408380250675
2016-11-29;732.6;733.3;737.0;727.8;32570.0;-0.1;0.0;1189.3;-0.13;2.628;-2.23;1720.0;-1.49;742.1999999999999;-10.538728108141568
2016-11-30;742.5;732.6;745.4;730.6;39280.0;1.36;1.0;1172.4;-1.42;2.644;0.61;1731.0;0.64;746.4999999999999;-31.812027427869502
2016-12-01;752.6;742.5;755.5;741.1;54030.0;1.37;1.0;1168.1;-0.37;2.652;0.3;1720.25;-0.62;751.7857142857142;23.95781244156992
2016-12-02;770.9;752.6;779.0;752.3;63220.0;2.43;1.0;1176.5;0.72;2.6295;-0.85;1712.75;-0.44;754.7857142857143;31.287775115475362
2016-12-03;764.2;770.9;772.3;755.8;38450.0;-0.87;0.0;1176.5;0.0;2.6295;0.0;1712.75;0.0;758.4428571428572;5.708304467358623
2016-12-04;766.4;764.2;769.2;758.8;19160.0;0.28;1.0;1176.5;0.0;2.6295;0.0;1712.75;0.0;761.742857142857;7.966271891858227
2016-12-05;754.3;766.4;769.2;746.0;51170.0;-1.57;0.0;1175.2;-0.11;2.7;2.68;1733.0;1.18;764.0142857142855;-22.54083695167914
2016-12-06;758.2;754.3;762.5;750.9;33430.0;0.51;1.0;1168.8;-0.54;2.687;-0.48;1707.5;-1.47;763.9571428571427;-6.695870965284297
2016-12-07;765.6;758.2;769.0;754.3;34870.0;0.97;1.0;1176.2;0.63;2.655;-1.19;1706.5;-0.06;765.3571428571428;-27.56917028501237
2016-12-08;768.5;765.6;773.4;761.2;28780.0;0.38;1.0;1171.1;-0.43;2.636;-0.72;1723.0;0.97;765.5714285714284;26.072098155855677
2016-12-09;770.5;768.5;773.5;765.0;24180.0;0.26;1.0;1160.6;-0.9;2.6575;0.82;1749.0;1.51;769.0285714285714;16.644917972618366
2016-12-10;774.0;770.5;777.0;769.2;18020.0;0.46;1.0;1160.6;0.0;2.6575;0.0;1749.0;0.0;771.9571428571428;1.9940187530729574
2016-12-11;767.9;774.0;774.2;763.0;17140.0;-0.79;0.0;1160.6;0.0;2.6575;0.0;1749.0;0.0;773.5142857142856;-2.3051566795703735
2016-12-12;778.5;767.9;781.3;767.9;28760.0;1.38;1.0;1164.7;0.35;2.635;-0.85;1729.75;-1.1;774.4714285714286;-8.797979808822236
2016-12-13;778.7;778.5;790.3;767.8;33110.0;0.03;1.0;1157.8;-0.59;2.6155;-0.74;1739.5;0.56;776.1142857142856;1.646986177572745
2016-12-14;776.5;778.7;780.8;771.0;24780.0;-0.29;0.0;1162.4;0.4;2.6175;0.08;1744.25;0.27;778.0;-29.312027427869616
