Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;ADX;ADX_MDI;ADX_MDM;ADX_DX;ADX_PDI;ADX_PDM;Aroon_Oscillator;MACD;MACDSIGNAL;MACDHIST;MOM;ROC;RSI;STOCHRSI_fastk;ULTOSC;WILLR;ADX_ET;ADXR_ET;MACD_ET;ROC_ET;STOCHRSI_fastk_ET;Trend;Residuals
2013-01-22;17.3;16.8;17.6;16.6;60980.0;2.74;1.0;43.75882894634511;4.390978264971705;4.390978264971705;82.23050056183425;45.03054067259228;3.346418209326364;100.0;0.8094938444642601;0.523478939432362;0.2860149050318981;3.1000000000000014;0.2183098591549296;93.90012059415147;100.0;71.10229853167984;-7.500000000000015;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;16.74285714285714;-0.5935433265957162
2013-01-23;17.5;17.3;17.6;16.8;49440.0;1.39;1.0;46.50680549030862;3.934809703670133;3.934809703670133;82.23050056183425;40.35242210454679;3.107388337231624;100.0;0.9116005477750856;0.6011032611009067;0.310497286674179;3.4000000000000004;0.2411347517730497;94.32975047166036;100.0;71.48057726478184;-2.631578947368458;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;17.07142857142857;-19.14665978483401
2013-01-24;16.9;17.5;19.2;15.6;172010.0;-3.43;0.0;49.48452858398703;2.617177019965089;2.617177019965089;88.19492880180628;41.72269990285333;4.485432027429363;100.0;0.9333468190553608;0.6675519726917976;0.2657948463635631;2.599999999999998;0.1818181818181816;76.39427864157355;0.0;57.782350396312175;-43.39622641509436;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;17.371428571428574;14.657265363500066
2013-01-25;17.4;16.9;17.8;15.4;80770.0;2.96;1.0;51.66842450173381;3.725077254151072;3.725077254151072;80.05907143244202;33.63604403496908;4.165044025470123;78.57142857142857;0.9796341048840064;0.7299683991302393;0.249665705753767;3.099999999999998;0.2167832167832166;79.92799108833066;19.241484434020787;63.541997698850295;-33.96226415094341;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;17.642857142857142;10.109410502705868
2013-01-26;17.9;17.4;17.9;16.5;34810.0;2.76;1.0;53.72872999448584;3.320749004122697;3.320749004122697;80.51270140026223;30.760414037812534;3.9675408807936834;78.57142857142857;1.0446211908764305;0.7928989574794775;0.251722233396953;3.1999999999999997;0.2176870748299319;82.79045945629231;35.230795808997065;67.74146985076989;-24.52830188679247;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;17.957142857142856;0.12659443698239436
2013-01-27;17.8;17.9;18.0;17.2;23770.0;-0.34;0.0;55.67515617107558;3.1128270139008354;3.1128270139008354;80.97869646674224;29.617075103041035;3.784145103594136;78.57142857142857;1.075655276017205;0.849450221187023;0.2262050548301819;2.3000000000000007;0.1483870967741936;80.24733303968522;21.178779757372237;68.77087137149053;-26.923076923076906;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;18.27142857142857;3.507676134837275
2013-01-28;18.7;17.8;18.9;17.8;57670.0;5.05;1.0;57.73819823216007;2.8487079877094192;2.8487079877094192;84.55774502625857;34.04626612783866;4.413849024765982;64.28571428571429;1.1595064221985254;0.9114614613893236;0.2480449608092019;3.0;0.1910828025477707;84.88905629670043;100.0;68.70188733542767;-9.615384615384617;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Comprar;18.77142857142857;-8.989314755167301
2013-01-29;19.5;18.7;19.8;18.7;86080.0;4.33;1.0;59.83972958637986;2.61019987870193;2.61019987870193;87.15963719123704;38.04597031799352;4.998574094425557;100.0;1.2758056800648203;0.9843303051244228;0.2914753749403976;3.9;0.25;87.7355304250177;100.0;69.15569673111457;-5.357142857142868;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;19.21428571428571;-0.8649718980242884
2013-01-30;19.7;19.5;19.8;19.1;45070.0;0.87;1.0;61.79115155815538;2.468558952722256;2.468558952722256;87.15963719123702;35.98142862921077;4.641533087680874;100.0;1.3683386521245673;1.0611319745244518;0.3072066776001154;4.0;0.2547770700636942;88.34536471441263;100.0;69.03154210846513;-1.92307692307695;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;19.457142857142856;-19.332374070548298
2013-01-31;20.4;19.7;21.4;19.5;99230.0;3.6;1.0;63.83965799605623;2.130604564785166;2.130604564785166;90.47024168876727;42.58416143875193;5.909995009989381;100.0;1.4810828478736615;1.1451221491942938;0.3359606986793679;3.599999999999998;0.2142857142857141;90.23384413272908;100.0;72.54272075130467;-16.393442622950825;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;19.857142857142858;15.671551077785782
2013-02-01;20.5;20.4;21.1;20.3;49920.0;0.44;1.0;65.74184254553559;2.0060722053515403;2.0060722053515403;90.47024168876727;40.09514673085143;5.487852509275854;85.71428571428572;1.560513965934934;1.2282005125424218;0.3323134533925123;3.1999999999999997;0.1849710982658959;90.478732296725;100.0;67.71980269560963;-14.75409836065572;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;20.099999999999998;10.752267645563014
2013-02-02;19.6;20.5;20.5;18.0;80500.0;-4.24;0.0;63.41819959251234;16.79853169559015;16.79853169559015;33.210841203210094;33.504637256427074;5.0958630443275785;85.71428571428572;1.533167816656043;1.289193973365146;0.2439738432908968;2.1000000000000014;0.12;72.33947515591947;0.0;64.1229894421462;-29.99999999999996;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;20.257142857142856;-0.4734055630176035
2013-02-03;20.6;19.6;20.9;19.4;34240.0;4.89;1.0;61.51481901687409;15.185670183053771;15.185670183053771;36.77087153357698;32.84810966294844;5.131872826875608;42.85714285714286;1.5740428527861887;1.3461637492493546;0.2278791035368341;3.700000000000003;0.2189349112426037;77.82736392517869;28.36401842071909;65.59492888064314;-13.33333333333329;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;20.47142857142857;4.1076761348372735
2013-02-04;20.4;20.6;21.0;19.9;52220.0;-0.78;0.0;59.81129016445646;14.1153733633482;14.1153733633482;37.66541508302723;31.173685293733826;4.86531048209878;42.85714285714286;1.5721752275002778;1.3913660448995393;0.1808091826007385;3.0;0.1724137931034483;74.54091353315047;9.932037772880678;62.375460492423095;-16.66666666666667;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;20.714285714285715;-9.232171898024449
2013-02-05;20.6;20.4;20.8;20.2;29210.0;0.83;1.0;58.22944194435438;13.554211959337149;13.554211959337149;37.665415083027234;29.934364975572517;4.517788304806009;42.85714285714286;1.5687498774614568;1.4268428114119227;0.141907066049534;2.700000000000003;0.1508379888268158;75.68190350721831;15.71630101562871;61.73727750082427;-13.33333333333329;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;21.028571428571432;-1.5792576123100073
2013-02-06;21.2;20.6;21.3;20.6;51990.0;2.82;1.0;57.0981666342439;12.90940018379796;12.90940018379796;42.39158760280774;31.908360440437335;4.695089140177009;42.85714285714286;1.5960519550383196;1.460684640137202;0.1353673149011176;3.3999999999999986;0.1910112359550561;78.84258264960181;100.0;61.754629314498565;-3.3333333333333224;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Comprar;21.599999999999998;-19.97523121340544
2013-02-07;22.1;21.2;22.2;20.8;64260.00000000001;4.58;1.0;56.57497797674398;11.709583706992422;11.709583706992422;49.773525429245;34.91755390146905;5.259725630164364;92.85714285714286;1.6710487171849948;1.5027574555467609;0.1682912616382341;3.400000000000002;0.1818181818181819;82.60968222992318;100.0;68.82434496185759;-1.4705882352940864;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;22.085714285714282;15.142979649214361
2013-02-08;22.7;22.1;22.8;22.0;48650.0;2.3;1.0;56.39140607445564;11.07609060231195;11.07609060231195;54.004971344707165;37.0860300708638;5.484030942295482;100.0;1.7586268218049277;1.553931328798394;0.2046954930065336;3.1999999999999997;0.164102564102564;84.63603060491005;100.0;72.03560414297681;-1.58730158730161;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;22.685714285714283;10.366553359848728
2013-02-09;23.6;22.7;24.0;22.6;38130.0;4.37;1.0;56.72553358033919;10.05127800809104;10.05127800809104;61.06919115682536;41.58534761959988;6.292314446417233;100.0;1.8789956864296045;1.6189442003246362;0.2600514861049683;3.900000000000002;0.1979695431472082;87.13453844029033;100.0;72.92785341363226;-5.88235294117645;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;23.34285714285714;0.4408801512681111
2013-02-10;24.0;23.6;24.1;22.7;56430.0;1.35;1.0;57.07360224852133;9.140499894693027;9.140499894693027;61.59849493488906;38.46440454431283;5.942863414530289;100.0;1.9837975526007376;1.6919148707798564;0.2918826818208813;3.6000000000000014;0.1764705882352942;88.0909185195129;100.0;74.95128919277522;-1.58730158730161;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;23.771428571428572;4.207676134837271
2013-02-11;24.6;24.0;24.7;23.6;29530.0;2.84;1.0;57.61832136552841;8.489580984310436;8.489580984310436;64.69966988662044;39.609578185267466;6.118373170635266;100.0;2.0911631451553205;1.7717645256549492;0.3193986195003713;4.100000000000001;0.2;89.40374223649712;100.0;79.0840493950499;-1.4925373134328042;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;24.5;-8.81788618373873
2013-02-12;25.2;24.6;25.8;24.3;74240.0;2.11;1.0;58.47087333479784;7.6858141589360995;7.6858141589360995;69.55404893530054;42.802437251593226;6.781346515589891;71.42857142857143;2.199313815730502;1.85727438367006;0.3420394320604421;5.599999999999998;0.2857142857142856;90.56000704531216;100.0;76.90313715750275;-7.692307692307709;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;25.128571428571426;-1.0792576123100037
2013-02-13;24.2;25.2;26.3;24.2;90150.0;-3.85;0.0;59.39968810969413;6.725755795598911;6.725755795598911;71.47428018334587;40.42997481402602;6.796964621619185;78.57142857142857;2.1792117620132743;1.9216618593387027;0.2575499026745715;3.599999999999998;0.1747572815533979;75.33644864644033;0.0;63.557241277735024;-25.301204819277125;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;25.642857142857142;-21.018088356262584
2013-02-14;27.2;24.2;27.6;21.7;145740.0;12.48;1.0;57.15708677716548;16.50305115052361;16.50305115052361;28.00326945429297;29.340839330160563;6.311467148646385;85.71428571428572;2.377944206969712;2.0129183288649046;0.3650258781048072;6.800000000000001;0.3333333333333333;84.19356571916715;57.9831499105354;72.06367509802149;-4.166666666666688;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;26.04285714285714;16.2858367920715
2013-02-15;27.1;27.2;27.5;26.1;51710.0;-0.44;0.0;55.074671254103166;15.422117740023369;15.422117740023369;28.00326945429297;27.4190435825249;5.860648066600215;85.71428571428572;2.4985699777251007;2.110048658636944;0.3885213190881567;6.5;0.3155339805825242;83.08843515771066;50.39168575105849;72.0317129518098;-5.208333333333332;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;26.385714285714286;11.066553359848728
2013-02-16;27.2;27.1;27.5;26.8;18830.0;0.44;1.0;53.14099969697387;14.896729538813496;14.896729538813496;28.00326945429297;26.48495384014585;5.442030347557342;85.71428571428572;2.572580824012366;2.2025550917120285;0.3700257323003377;6.0;0.2830188679245283;83.33153671425472;52.01367914553682;71.779953315457;-4.878048780487829;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;26.985714285714284;0.3980230084109666
2013-02-17;26.8;27.2;27.4;25.0;77040.0;-1.51;0.0;49.64802179378876;21.61219681131281;21.61219681131281;4.239309052382247;23.52573316276171;5.053313894160389;78.57142857142857;2.569340537496551;2.275912180868933;0.2934283566276177;4.699999999999999;0.2126696832579185;78.32733533121272;32.927304457549795;70.95534604189547;-10.389610389610397;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;27.757142857142856;3.0219618491229876
2013-02-18;27.0;26.8;27.1;26.4;29740.0;0.52;1.0;46.40454231225972;20.87942598719269;20.87942598719269;4.23930905238224;22.72808306600323;4.692362901720361;71.42857142857143;2.5534760333887583;2.331424951372898;0.2220510820158603;4.300000000000001;0.1894273127753304;79.02703663166848;10.964871204371724;70.96172863722873;-8.108108108108125;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;28.128571428571426;-10.046457612310158
2013-02-19;29.4;27.0;29.6;26.8;99700.0;9.17;1.0;44.9673394355978;18.21853340203318;18.21853340203318;26.283702038992868;31.210246680412173;6.85719412302605;100.0;2.703400128080503;2.4058199867144188;0.2975801413660841;5.799999999999997;0.2457627118644066;85.33837245142901;100.0;74.67284477872418;-2.222222222222254;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Comprar;28.585714285714282;-0.33640046945285995
2013-02-20;29.6;29.4;29.9;29.0;37210.0;0.78;1.0;43.78491196696552;17.4487945990642;17.4487945990642;28.41335487474581;31.299947763521107;6.6673945428099;100.0;2.8060084629178483;2.4858576819551046;0.3201507809627437;5.600000000000001;0.2333333333333334;85.73582420541427;100.0;80.20116071615864;-3.296703296703266;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;28.957142857142856;-18.932374070548295
2013-02-21;29.8;29.6;30.0;29.3;34730.0;0.34;1.0;42.7394282101364;16.852402337188018;16.852402337188018;29.14813937135801;30.718408613048062;6.2911520754663375;100.0;2.870376719979383;2.56276148955996;0.3076152304194228;5.199999999999999;0.2113821138211381;86.1529033266476;100.0;76.6919447204719;-2.409638554216859;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;29.4;15.528693934928643
2013-02-22;30.3;29.8;31.3;29.7;66950.0;1.68;1.0;42.40449021391935;15.544570452550596;15.544570452550596;38.05029626309762;34.639916364586384;7.141784070075886;57.142857142857146;2.927982884685949;2.635805768585158;0.2921771161007913;5.100000000000001;0.2023809523809524;87.19309518067922;100.0;72.35179786200192;-10.416666666666664;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;29.885714285714283;10.76655335984873
2013-02-23;29.8;30.3;30.7;28.0;72280.0;-1.49;0.0;40.61099928578319;21.40551292298276;21.40551292298276;17.295617220013167;30.358401402879448;6.631656636499037;57.142857142857146;2.899862553505212;2.688617125569169;0.2112454279360429;5.600000000000001;0.231404958677686;80.47604147747141;0.0;71.77864514941429;-15.624999999999998;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;30.128571428571426;-0.14483413444617432
2013-02-24;29.9;29.8;30.4;29.2;24280.0;0.3;1.0;38.94561485251389;20.209909459746104;20.209909459746104;17.295617220013153;28.66273496469565;6.157966876749105;57.142857142857146;2.85276129627238;2.7214459597098117;0.1313153365625687;2.6999999999999997;0.0992647058823529;80.80465105987885;4.613006154589828;69.94010218167982;-14.583333333333352;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;30.314285714285713;3.5648189919801285
2013-02-25;30.4;29.9;30.4;29.5;26780.0;1.71;1.0;37.39918645019241;19.33752415487224;19.33752415487224;17.295617220013163;27.42547317337;5.718112099838455;57.142857142857146;2.823234541502813;2.741803676068412;0.0814308654344015;3.299999999999997;0.121771217712177;82.446051902315;27.63924828739843;70.88079676314966;-9.37500000000002;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;30.82857142857143;-9.346457612310163
2013-02-26;31.1;30.4;31.7;30.1;42860.0;2.3;1.0;36.70496614806572;17.861403957021615;17.861403957021615;27.68010222041869;31.534141405777767;6.609675521278566;85.71428571428572;2.823767887008106;2.7581965182563506;0.0655713687517556;3.900000000000002;0.1433823529411765;84.50688538022669;57.45174803191079;66.43203211517165;-5.999999999999979;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;31.428571428571427;-1.4792576123100023
2013-02-27;30.9;31.1;31.6;30.8;30470.0;-0.64;0.0;36.060333010376645;17.156228227885396;17.156228227885396;27.68010222041868;30.289160260285996;6.13755584118724;85.71428571428572;2.776051643321278;2.761767543269336;0.0142841000519418;4.099999999999998;0.1529850746268655;81.47049307742466;24.46981150772312;64.81002569440986;-8.000000000000007;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;32.07142857142857;-20.746659784834012
2013-02-28;33.4;30.9;34.5;30.9;126520.0;8.03;1.0;36.72835856635043;14.400925275165651;14.400925275165651;45.41269079400958;38.361980552716005;8.59915899538815;100.0;2.906461405181215;2.790706315651712;0.1157550895295029;6.399999999999999;0.237037037037037;87.63906480913492;100.0;64.61429843198275;-11.578947368421067;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Comprar;32.72857142857143;15.800122506357212
2013-03-01;34.5;33.4;34.9;32.9;39790.0;3.36;1.0;37.48568932797726;13.13850046335088;13.13850046335088;47.3309892291262;36.75231871496006;8.384933352860424;85.71428571428572;3.063261515981093;2.845217355717588;0.218044160263505;5.100000000000001;0.1734693877551021;89.36925766902118;100.0;68.39642994558345;-4.0404040404040265;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;33.55714285714286;11.295124788420155
2013-03-02;34.3;34.5;34.8;33.2;36660.0;-0.72;0.0;38.18892503520219;12.215896848358684;12.215896848358684;47.33098922912621;34.17152022883514;7.786009541941822;85.71428571428572;3.1352472265396187;2.9032233298819943;0.2320238966576244;4.699999999999996;0.1587837837837836;86.91163113190964;69.8537637954557;68.72240485110227;-6.060606060606076;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;34.87142857142857;-0.3876912773033181
2013-03-03;34.5;34.3;34.5;33.8;12530.0;0.73;1.0;38.84192962048248;11.824676565715924;11.824676565715924;47.3309892291262;33.07715998920576;7.229866003231692;85.71428571428572;3.1718713903499776;2.956952941975591;0.2149184483743864;4.699999999999999;0.1577181208053691;87.29969167945238;74.82540256915084;70.58105595666723;-4.70588235294116;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;36.31428571428571;2.1648189919801335
2013-03-04;36.2;34.5;36.7;34.2;46770.0;4.78;1.0;40.17986094064723;10.527901980326751;10.527901980326751;57.57296810278903;39.1003727754137;8.91344700300086;100.0;3.300031388886872;3.025568631357847;0.2744627575290246;5.900000000000002;0.1947194719471947;90.07804580715116;100.0;70.7747323051165;-5.050505050505049;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Comprar;37.542857142857144;-10.260743326595874
2013-03-05;40.3;36.2;40.7;36.2;85430.0;11.56;1.0;42.25791975681035;8.682197840714062;8.682197840714062;69.27268436693099;47.82907014242341;12.276772217072226;100.0;3.689899975901394;3.1584349002665566;0.5314650756348374;10.499999999999996;0.3523489932885905;93.74493394635476;100.0;75.2212762648505;-3.1496062992126426;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;38.92857142857143;0.22074238768998988
2013-03-06;41.0;40.3;49.1;40.1;126450.0;1.71;1.0;45.03057470638216;6.302396699175773;6.302396699175773;81.07508905081563;60.301844833040185;19.799859915852775;78.57142857142857;4.00914288623013;3.328576497459271;0.6805663887708588;11.1;0.37123745819398;94.1547378678002;100.0;55.846675623848974;-38.38862559241706;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;40.71428571428571;-19.28951692769115
2013-03-07;42.0;41.0;45.5;33.3;157320.0;2.39;1.0;44.3606220801417;20.43032508820248;20.43032508820248;35.65123793901576;43.06841034618044;18.38558420757758;78.57142857142857;4.293345817271391;3.521530361421695;0.7718154558496955;11.6;0.3815789473684211;94.70534441922578;100.0;59.84683179092879;-33.64928909952607;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;42.357142857142854;14.771551077785787
2013-03-08;44.2;42.0;44.5;41.0;47100.0;5.19;1.0;43.73852321291842;18.772789203949305;18.772789203949305;35.651237939015765;39.574220443751656;17.07232819275061;78.57142857142857;4.6425834889729884;3.7457409869319536;0.8968425020410349;13.1;0.4212218649517685;95.69630993436702;100.0;62.10135336185755;-23.22274881516587;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;44.099999999999994;10.45226764556302
2013-03-09;46.8;44.2;47.0;43.4;44480.0;6.04;1.0;43.60498528840303;17.22482268920477;17.22482268920477;41.86899226970288;42.03725915572226;18.35287617898271;78.57142857142857;5.070703220488795;4.010733433643322;1.059969786845473;15.9;0.5145631067961165;96.54535761832064;100.0;64.62439125226244;-11.557788944723638;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;44.671428571428564;2.3123087226966845
2013-03-10;46.0;46.8;48.0;45.5;36360.0;-1.81;0.0;43.646908983632784;16.22431307174258;16.22431307174258;44.19191702161956;41.91892427266768;18.04195645191252;71.42857142857143;5.284521207055434;4.265490988325745;1.0190302187296894;12.6;0.3772455089820359;90.44507248645569;0.0;61.68143907017768;-15.816326530612251;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;45.514285714285705;4.464818991980138
2013-03-11;48.4;46.0;48.5;45.5;41390.0;5.22;1.0;43.76980451163018;15.091484002599575;15.091484002599575;45.36744637559635;40.15573766802871;17.25324527677591;64.28571428571429;5.583272949156871;4.52904738049197;1.0542255686649016;13.9;0.4028985507246376;92.107403112877;28.368603364671383;63.08019541734213;-3.684210526315805;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;46.257142857142846;-6.775029040881579
2013-03-12;44.3;48.4;48.4;36.7;183410.0;-8.49;0.0;40.92126917768527;28.724676077513;28.724676077513;3.890309836401456;31.050100073815067;16.02087061414906;57.142857142857146;5.426645135143389;4.708566931422253;0.7180782037211353;10.0;0.2915451895043732;69.24157030437247;0.0;61.93801093638447;-26.229508196721337;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;46.65714285714286;-3.507829040881438
2013-03-13;46.9;44.3;47.3;43.8;49520.0;5.94;1.0;38.27620065330785;26.769147530868555;26.769147530868555;3.890309836401451;28.936260498856512;14.876522713138414;50.0;5.449496333450284;4.856752811827859;0.5927435216224248;12.4;0.3594202898550724;73.82083060345904;15.0089850531636;70.69644168868082;-12.087912087912102;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;46.68571428571428;-19.360945499119726
2013-03-14;47.2;46.9;48.0;46.0;37040.0;0.53;1.0;35.99613408972693;25.692765336070284;25.692765336070284;6.355268763174876;29.180082280084303;14.513913947914244;42.85714285714286;5.429228795560242;4.971248008574336;0.4579807869859058;11.0;0.3038674033149171;74.31115239013593;19.662825438089005;70.30413743560192;-11.728395061728383;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;46.885714285714286;15.442979649214358
2013-03-15;47.0;47.2;47.5;46.4;20290.0;-0.47;0.0;33.87892942354464;25.095086290074995;25.095086290074995;6.355268763174879;28.501279375410583;13.477205808777512;35.714285714285715;5.335523701252541;5.044103147109977;0.2914205541425634;6.700000000000003;0.1662531017369727;73.29429111647747;15.31536573469149;68.33635831945179;-13.207547169811331;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;47.34285714285714;10.00941050270587
2013-03-16;47.0;47.0;47.4;46.3;16320.0;0.0;0.0;31.880809412784384;24.70394890283639;24.70394890283639;5.905249272901092;27.804716483790227;12.51454825100769;28.571428571428573;5.201304340170978;5.0755433857221774;0.1257609544488005;6.0;0.1463414634146341;73.2942911164775;77.88995423325103;66.15237695012635;-13.291139240506336;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;49.45714285714286;-2.2734055630176115
2013-03-17;47.4;47.0;47.7;46.8;13940.0;0.85;1.0;30.116052049301867;24.18318134721814;24.18318134721814;7.174206324029159;27.921261587328555;11.920651947364288;-7.142857142857143;5.068781429464096;5.074190994470561;-0.0054095650064649;5.399999999999999;0.1285714285714285;74.16711301217373;71.83807912384034;68.87075058489799;-10.759493670886092;Mantener_posicion;Mantener_posicion;Vender;Mantener_posicion;Mantener_posicion;51.971428571428575;-0.5923238651627334
2013-03-18;51.6;47.4;52.9;47.1;65310.0;8.86;1.0;29.81079527929339;21.096708822611028;21.096708822611028;25.842457269183207;35.800291929395044;16.269176808266835;78.57142857142857;5.242231782278203;5.107799152032089;0.1344326302461143;7.399999999999999;0.1674208144796379;81.298152281167;100.0;68.22844259688338;-6.632653061224475;Mantener_posicion;Mantener_posicion;Comprar;Mantener_posicion;Comprar;55.342857142857135;-12.660743326595865
2013-03-19;59.1;51.6;62.0;50.0;111700.0;14.61;1.0;30.983189244645107;16.42569901584864;16.42569901584864;46.22431079421744;44.66398391873053;24.20709275053349;85.71428571428572;5.916675998502612;5.269574521326193;0.6471014771764185;12.300000000000004;0.2628205128205129;87.91642628381469;100.0;71.11647488714404;-10.104529616724731;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;58.614285714285714;-0.6649718980242891
2013-03-20;64.5;59.1;66.0;57.7;93140.0;9.05;1.0;32.51405332254472;14.10026107489204;14.10026107489204;52.41528633523972;45.16356543136785;26.47801469692396;92.85714285714286;6.808429432883528;5.577345503637661;1.2310839292458675;18.5;0.4021739130434782;90.58256549666964;100.0;74.01965644870667;-4.587155963302752;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;61.08571428571428;-16.160945499119723
2013-03-21;70.8;64.5;74.9;63.1;94310.0;9.86;1.0;34.67046346544226;11.588412581195758;11.588412581195758;62.70379532311037;50.5541709958214;33.48672793285797;100.0;7.932071816710362;6.048290766252201;1.883781050458161;22.4;0.4628099173553718;92.67705234068733;100.0;72.46105845698952;-10.73298429319374;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;64.52857142857142;21.400122506357214
2013-03-22;69.9;70.8;73.8;65.0;73200.0;-1.38;0.0;36.67284431241856;10.137963877057135;10.137963877057135;62.70379532311039;44.22662343087914;31.094818794796684;64.28571428571429;8.650229561113605;6.568678525224482;2.081551035889123;25.60000000000001;0.5778781038374721;89.51688950046668;74.01363199098978;70.0064771265552;-13.089005235602096;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Vender;67.67142857142858;12.58083907413444
2013-03-23;64.3;69.9;70.5;52.3;150460.0;-7.9;0.0;35.46956748352316;23.140024455667994;23.140024455667994;19.82696870788301;34.58518334233936;28.873760309454063;64.28571428571429;8.66758700118892;6.98846022041737;1.6791267807715506;17.4;0.371002132196162;72.43968398801722;0.0;68.80398444227878;-27.74869109947646;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;70.44285714285714;-5.959119848731888
