Date;Price;Open;High;Low;Vol.;Porcentage_diff;Target;Beta;Pearson;Linearregression;Linearangle;Linearintercept;Linearslope;VAR;STDDEV;TSF
2010-08-21;0.1;0.1;0.1;0.1;10440.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-22;0.1;0.1;0.1;0.1;18650.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-23;0.1;0.1;0.1;0.1;4300.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-24;0.1;0.1;0.1;0.1;6710.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-25;0.1;0.1;0.1;0.1;4230.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-26;0.1;0.1;0.1;0.1;3870.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-27;0.1;0.1;0.1;0.1;9010.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-28;0.1;0.1;0.1;0.1;6170.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-29;0.1;0.1;0.1;0.1;3170.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-30;0.1;0.1;0.1;0.0;34190.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-08-31;0.1;0.1;0.1;0.1;14890.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-01;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-02;0.1;0.1;0.1;0.1;8150.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-03;0.1;0.1;0.1;0.1;890.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-04;0.1;0.1;0.1;0.1;3300.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-05;0.1;0.1;0.1;0.1;8460.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-06;0.1;0.1;0.1;0.1;910.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-07;0.1;0.1;0.1;0.1;3460.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-08;0.1;0.1;0.1;0.1;2350.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-09;0.1;0.1;0.1;0.1;1730.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-10;0.1;0.1;0.1;0.1;4940.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-11;0.1;0.1;0.1;0.1;7750.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-12;0.1;0.1;0.1;0.1;790.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-13;0.1;0.1;0.1;0.1;10080.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-14;0.1;0.1;0.2;0.1;14020.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-15;0.1;0.1;0.1;0.1;3650.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-16;0.1;0.1;0.1;0.1;730.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-17;0.1;0.1;0.1;0.1;7260.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-18;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-19;0.1;0.1;0.1;0.1;12850.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-20;0.1;0.1;0.1;0.1;14310.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-21;0.1;0.1;0.1;0.1;5740.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-22;0.1;0.1;0.1;0.1;11560.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-23;0.1;0.1;0.1;0.1;15510.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-24;0.1;0.1;0.1;0.1;680.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-25;0.1;0.1;0.1;0.1;2150.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-26;0.1;0.1;0.1;0.1;12060.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-27;0.1;0.1;0.1;0.1;10750.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-28;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-29;0.1;0.1;0.1;0.1;23480.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-09-30;0.1;0.1;0.1;0.1;7920.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-01;0.1;0.1;0.1;0.1;1720.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-02;0.1;0.1;0.1;0.1;13060.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-03;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-04;0.1;0.1;0.1;0.1;34000.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-05;0.1;0.1;0.1;0.1;27530.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-06;0.1;0.1;0.1;0.1;33430.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-07;0.1;0.1;0.1;0.1;43690.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-08;0.1;0.1;0.1;0.0;139290.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-09;0.1;0.1;0.1;0.1;187850.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-10;0.1;0.1;0.1;0.1;50680.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-11;0.1;0.1;0.1;0.1;14090.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-12;0.1;0.1;0.1;0.1;25660.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-13;0.1;0.1;0.1;0.1;47560.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-14;0.1;0.1;0.1;0.1;37220.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-15;0.1;0.1;0.1;0.1;24640.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-16;0.1;0.1;0.1;0.1;6290.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-17;0.1;0.1;0.1;0.1;18220.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-18;0.1;0.1;0.1;0.1;25670.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-19;0.1;0.1;0.1;0.1;6240.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-20;0.1;0.1;0.1;0.1;31860.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-21;0.1;0.1;0.1;0.1;44870.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-22;0.1;0.1;0.1;0.1;34600.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-23;0.1;0.1;0.1;0.1;4420.0;0.0;0.0;0.0;0.0;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-24;0.1;0.1;0.2;0.1;13800.0;0.0;0.0;0.0;0.03448275862068619;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-25;0.1;0.1;0.2;0.1;30300.0;0.0;0.0;0.0;0.04962916669854136;0.10000000000000003;2.556426996717929e-16;0.09999999999999998;4.461806817959813e-18;0.0;0.0;0.10000000000000005
2010-10-26;0.2;0.1;0.2;0.1;19220.0;0.0;0.0;0.0;0.061898446059014275;0.12571428571428572;0.16370178173417993;0.08857142857142855;0.0028571428571428597;0.001599999999999999;0.03999999999999999;0.1285714285714286
2010-10-27;0.2;0.2;0.2;0.2;65610.0;0.0;0.0;-0.25;0.37977726265637096;0.14857142857142858;0.302216693522712;0.07999999999999997;0.005274725274725278;0.0023999999999999924;0.04898979485566349;0.15384615384615385
2010-10-28;0.2;0.2;0.2;0.2;21530.0;0.0;0.0;-0.25;0.5214500094539731;0.16857142857142854;0.4155445213546148;0.07428571428571429;0.007252747252747251;0.0023999999999999855;0.04898979485566341;0.1758241758241758
2010-10-29;0.2;0.2;0.2;0.2;28690.0;0.0;0.0;0.0;0.6035098490754167;0.1857142857142857;0.5036861849672812;0.07142857142857141;0.008791208791208791;0.0015999999999999764;0.0399999999999997;0.19450549450549448
2010-10-30;0.2;0.2;0.2;0.2;26710.0;0.0;0.0;0.0;0.6570716057005057;0.1999999999999999;0.566643080845316;0.07142857142857147;0.009890109890109881;-3.469446951953614e-17;0.0;0.2098901098901098
2010-10-31;0.2;0.2;0.2;0.2;40340.0;0.0;0.0;0.0;0.6945503737883147;0.21142857142857135;0.6044165713080879;0.07428571428571433;0.010549450549450539;-3.469446951953614e-17;0.0;0.22197802197802186
2010-11-01;0.2;0.2;0.2;0.2;21260.0;0.0;0.0;0.0;0.721966426667834;0.21999999999999992;0.617007619656948;0.08;0.010769230769230764;-3.469446951953614e-17;0.0;0.23076923076923067
2010-11-02;0.2;0.2;0.2;0.2;5850.0;0.0;0.0;0.0;0.7426106572325045;0.22571428571428567;0.6044165713080885;0.08857142857142855;0.010549450549450548;-3.469446951953614e-17;0.0;0.23626373626373623
2010-11-03;0.2;0.2;0.3;0.1;61470.0;0.0;0.0;-1.0000000000000002;0.5815799980377984;0.22857142857142854;0.5666430808453164;0.09999999999999999;0.00989010989010989;-3.469446951953614e-17;0.0;0.23846153846153845
2010-11-04;0.2;0.2;0.2;0.2;29700.0;0.0;0.0;-1.6875000000000004;0.5979115895757244;0.2285714285714285;0.5036861849672808;0.11428571428571434;0.008791208791208783;-3.469446951953614e-17;0.0;0.2373626373626373
2010-11-05;0.3;0.2;0.3;0.2;36620.0;0.0;0.0;-1.24468085106383;0.6308221816866331;0.2514285714285712;0.5792343006865325;0.1200000000000001;0.010109890109890088;0.0015999999999999556;0.039999999999999446;0.26153846153846133
2010-11-06;0.4;0.3;0.5;0.2;32760.0;50.0;1.0;-1.023809523809524;0.6011599817498443;0.29428571428571415;0.7680952037401159;0.12000000000000004;0.013406593406593394;0.0063999999999999335;0.07999999999999959;0.30769230769230754
2010-11-07;0.3;0.4;0.5;0.3;77220.0;0.0;0.0;-1.2142857142857144;0.730566316238843;0.3028571428571425;0.7177337588979372;0.1400000000000002;0.012527472527472485;0.005599999999999911;0.07483314773547824;0.31538461538461504
2010-11-08;0.2;0.3;0.4;0.2;118200.0;-28.53;0.0;-0.541521486643438;0.7330960854092514;0.2799999999999999;0.45331978521264316;0.17714285714285713;0.007912087912087909;0.005599999999999911;0.07483314773547824;0.28791208791208783
2010-11-09;0.2;0.2;0.3;0.2;47980.0;0.0;0.0;0.06161971830985906;0.7359154929577462;0.2685714285714286;0.3525849616565088;0.18857142857142853;0.006153846153846161;0.005599999999999911;0.07483314773547824;0.27472527472527475
2010-11-10;0.2;0.2;0.2;0.1;30390.0;0.0;0.0;0.34418446931163094;0.7198738902132374;0.2571428571428573;0.25184795827246736;0.1999999999999999;0.004395604395604414;0.0063999999999999335;0.07999999999999959;0.2615384615384617
2010-11-11;0.2;0.2;0.2;0.2;5030.0;0.0;0.0;3.716381418092914;0.7029594915666355;0.2457142857142858;0.15110939781073138;0.21142857142857138;0.002637362637362648;0.0015999999999999348;0.03999999999999918;0.24835164835164847
2010-11-12;0.3;0.2;0.3;0.2;40720.0;0.0;0.0;0.5424528301886794;0.7018857413464372;0.25999999999999995;0.21407114711877812;0.2114285714285715;0.0037362637362637293;0.0015999999999999348;0.03999999999999918;0.2637362637362637
2010-11-13;0.3;0.3;0.3;0.3;21920.0;0.0;0.0;0.43421052631578955;0.682369662723804;0.27142857142857146;0.25184795827246637;0.21428571428571433;0.004395604395604396;0.002399999999999909;0.048989794855662634;0.27582417582417584
2010-11-14;0.3;0.3;0.3;0.3;16840.0;0.0;0.0;0.3750000000000001;0.666817889684754;0.27999999999999986;0.264440181620051;0.22000000000000014;0.004615384615384594;0.0023999999999998883;0.04898979485566242;0.2846153846153845
2010-11-15;0.3;0.3;0.3;0.3;8510.0;0.0;0.0;-0.7500000000000007;0.6521872996106782;0.2857142857142858;0.25184795827246736;0.22857142857142845;0.004395604395604414;0.0015999999999998515;0.03999999999999814;0.29010989010989024
2010-11-16;0.2;0.3;0.3;0.2;33930.0;0.0;0.0;-0.08333333333333369;0.6380794635479308;0.26285714285714273;0.05036990307927321;0.2514285714285715;0.0008791208791208648;0.0015999999999998515;0.03999999999999814;0.26373626373626363
2010-11-17;0.2;0.2;0.3;0.2;32870.0;0.0;0.0;0.0;0.6204965959947097;0.24;-0.15110939781073035;0.2742857142857142;-0.0026373626373626304;0.0023999999999998883;0.04898979485566242;0.23736263736263735
2010-11-18;0.3;0.2;0.3;0.2;37450.0;0.0;0.0;0.0;0.5985581551705533;0.24285714285714277;-0.18888650092121032;0.28571428571428564;-0.0032967032967032967;0.0023999999999998883;0.04898979485566242;0.2395604395604395
2010-11-19;0.3;0.3;0.3;0.3;2160.0;0.0;0.0;0.0;0.5675459465967071;0.2571428571428569;-0.06296236972522255;0.27142857142857163;-0.0010989010989011347;0.0023999999999998883;0.04898979485566242;0.25604395604395574
2010-11-20;0.3;0.3;0.3;0.3;14650.0;0.0;0.0;0.0;0.5310761391640733;0.2857142857142855;0.2518479582724643;0.2285714285714288;0.00439560439560436;0.0023999999999998883;0.04898979485566242;0.29010989010988986
2010-11-21;0.3;0.3;0.3;0.3;770.0;0.0;0.0;0.0;0.4860833571438515;0.3028571428571428;0.4029526848320644;0.21142857142857147;0.007032967032967026;0.0015999999999998515;0.03999999999999814;0.30989010989010984
2010-11-22;0.3;0.3;0.3;0.3;28210.0;0.0;0.0;0.0;0.4280993315563657;0.3057142857142857;0.3651769465808222;0.2228571428571428;0.0063736263736263775;-1.8041124150158794e-16;0.0;0.3120879120879121
2010-11-23;0.3;0.3;0.3;0.3;4860.0;0.0;0.0;0.0;0.40173274288828714;0.30571428571428555;0.302216693522711;0.23714285714285716;0.005274725274725261;-1.8041124150158794e-16;0.0;0.3109890109890108
2010-11-24;0.3;0.3;0.3;0.3;2520.0;0.0;0.0;0.0;0.36940117545430107;0.30285714285714266;0.2140711471187771;0.2542857142857144;0.003736263736263711;-1.8041124150158794e-16;0.0;0.30659340659340634
2010-11-25;0.3;0.3;0.3;0.3;1680.0;0.0;0.0;0.0;0.3289699869868106;0.2971428571428566;0.10073972830159103;0.2742857142857146;0.001758241758241694;-1.8041124150158794e-16;0.0;0.2989010989010983
2010-11-26;0.3;0.3;0.3;0.3;33530.0;0.0;0.0;0.0;0.3174700202230821;0.3028571428571425;0.1511093978107283;0.26857142857142874;0.0026373626373625944;-1.8041124150158794e-16;0.0;0.3054945054945051
2010-11-27;0.3;0.3;0.3;0.3;1830.0;0.0;0.0;0.0;0.30296209795552465;0.3085714285714284;0.20147883375189377;0.26285714285714296;0.0035164835164834952;-1.8041124150158794e-16;0.0;0.31208791208791187
2010-11-28;0.3;0.3;0.3;0.3;20800.0;0.0;0.0;0.0;0.28505701710567455;0.31428571428571406;0.2518479582724653;0.2571428571428572;0.004395604395604377;-1.8041124150158794e-16;0.0;0.31868131868131844
2010-11-29;0.2;0.3;0.3;0.2;35060.0;0.0;0.0;0.0;0.262607643489922;0.2942857142857142;0.13851699928927275;0.26285714285714284;0.002417582417582414;0.0015999999999998515;0.03999999999999814;0.29670329670329665
2010-11-30;0.2;0.2;0.2;0.2;21480.0;0.0;0.0;-0.2500000000000009;0.262607643489922;0.26285714285714284;-0.13851699928927275;0.2942857142857142;-0.002417582417582414;0.0023999999999998883;0.04898979485566242;0.2604395604395604
2010-12-01;0.2;0.2;0.2;0.2;8160.0;0.0;0.0;-0.2500000000000009;0.262607643489922;0.23142857142857148;-0.4155445213546143;0.3257142857142856;-0.007252747252747242;0.002399999999999909;0.048989794855662634;0.22417582417582424
