Date;Price;Open;High;Low;Vol.;Porcentage_diff;Target;ADX;ADX_MDI;ADX_MDM;ADX_DX;ADX_PDI;ADX_PDM;Aroondown;Aroonup;Aroon_Oscillator;MACD;MACDSIGNAL;MACDHIST;MOM;ROC;RSI;STOCHRSI_fastk;STOCHRSI_fastd;ULTOSC;WILLR;ADX_ET;ADXR_ET;MACD_ET;ROC_ET;STOCHRSI_fastk_ET;STOCHRSI_fastd_ET
2010-07-29;0.1;0.1;0.1;0.1;8060.000000000001;0.0;0.0;;;;;;;;;;;;;0.0;0.0;0.0;;;;;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-07-30;0.1;0.1;0.1;0.1;3020.0;0.0;0.0;;;;;;;;;;;;;0.0;0.0;0.0;;;;;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-07-31;0.1;0.1;0.1;0.1;4020.0;0.0;0.0;;;;;;0.0;;;;;;;0.0;0.0;0.0;;;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-01;0.1;0.1;0.1;0.1;2600.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;;;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-02;0.1;0.1;0.1;0.1;3600.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;;;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-03;0.1;0.1;0.1;0.1;9820.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;;;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-04;0.1;0.1;0.1;0.1;3490.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;;;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-05;0.1;0.1;0.1;0.1;5030.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;;;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-06;0.1;0.1;0.1;0.1;1400.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;;;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-07;0.1;0.1;0.1;0.1;2620.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion
2010-08-08;0.1;0.1;0.1;0.1;2200.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posición;Mantener_posición
2010-08-09;0.1;0.1;0.1;0.1;13630.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posición;Mantener_posición
2010-08-10;0.1;0.1;0.1;0.1;1310.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posición;Mantener_posición
