Date;Price;Open;High;Low;Vol.;Porcentage_diff;Target;Price_gold;Perc_diff_gold;Price_silver;Perc_diff_silver;Price_copper;Perc_diff_copper;Price_aluminium;Perc_diff_aluminium;Price_platinum;Perc_diff_platinum;Price_palladium;Perc_diff_palladium
2014-08-05;588.8;592.8;594.3;585.4;4090.0;-0.68;0.0;1439.0;-0.2;19.794;-1.98;3.199;-1.14;2008.0;-0.84;1459.85;-0.46;849.25;-0.68
2014-08-06;589.8;588.8;593.8;587.2;3010.0;0.17;1.0;1462.7;1.65;19.985;0.96;3.163;-1.13;2020.0;0.6;1467.3;0.51;849.4;0.02
2014-08-07;592.8;589.8;595.1;587.9;2500.0;0.51;1.0;1467.3;0.31;19.951;-0.17;3.171;0.25;2022.5;0.12;1478.3;0.75;856.05;0.78
2014-08-08;595.8;592.8;608.2;592.1;3110.0;0.51;1.0;1465.9;-0.1;19.902;-0.25;3.166;-0.16;2020.25;-0.11;1477.45;-0.06;860.5;0.52
2014-08-09;589.5;595.8;595.6;587.4;1420.0;-1.06;0.0;1465.9;0.0;19.902;0.0;3.166;0.0;2020.25;0.0;1477.45;0.0;860.5;0.0
2014-08-10;592.1;589.5;596.6;588.1;1340.0;0.43;1.0;1465.9;0.0;19.902;0.0;3.166;0.0;2020.25;0.0;1477.45;0.0;860.5;0.0
2014-08-11;575.9;592.1;593.6;571.7;2570.0;-2.73;0.0;1465.5;-0.03;20.06;0.86;3.167;0.03;2026.75;0.32;1472.85;-0.23;874.7;1.65
2014-08-12;567.7;575.9;578.3;562.0;3330.0;-1.43;0.0;1465.3;-0.01;19.87;-0.95;3.149;-0.57;2044.25;0.86;1470.75;-0.14;878.0;0.38
2014-08-13;542.1;567.7;573.5;523.2;4820.0;-4.5;0.0;1467.9;0.18;19.81;-0.3;3.106;-1.37;2017.5;-1.31;1470.35;-0.03;881.6;0.41
2014-08-14;504.8;542.1;544.9;495.9;10880.0;-6.88;0.0;1469.1;0.08;19.871;0.31;3.086;-0.64;1988.75;-1.43;1468.55;-0.12;886.15;0.52
2014-08-15;496.5;504.8;515.2;483.2;4770.0;-1.65;0.0;1459.4;-0.66;19.49;-1.92;3.097;0.36;1992.0;0.16;1457.75;-0.74;894.5;0.94
2014-08-16;522.0;496.5;524.3;483.2;3870.0;5.15;1.0;1459.4;0.0;19.49;0.0;3.097;0.0;1992.0;0.0;1457.75;0.0;894.5;0.0
2014-08-17;485.5;522.0;524.7;478.2;3140.0;-6.99;0.0;1459.4;0.0;19.49;0.0;3.097;0.0;1992.0;0.0;1457.75;0.0;894.5;0.0
2014-08-18;462.2;485.5;493.3;450.0;6380.0;-4.8;0.0;1452.8;-0.45;19.6;0.41;3.103;0.19;2009.75;0.89;1447.7;-0.68;895.65;0.13
