Date;Price;Open;High;Low;Vol.;Porcentage_diff;Target;Price_gold;Perc_diff_gold;Price_silver;Perc_diff_silver;Price_copper;Perc_diff_copper;Price_aluminium;Perc_diff_aluminium;Price_platinum;Perc_diff_platinum;Price_palladium;Perc_diff_palladium
2015-07-16;276.6;283.4;290.8;273.3;121320.0;-2.41;0.0;1143.9;-0.31;14.984;-0.43;2.461;0.16;1717.75;-0.16;1009.75;-1.12;630.95;-1.86
2015-07-17;279.6;276.6;280.8;271.2;62120.0;1.1;1.0;1131.9;-1.05;14.834;-1.0;2.4325;-1.16;1698.5;-1.12;994.05;-1.55;619.0;-1.89
2015-07-18;274.0;279.6;282.5;243.2;55340.0;-1.99;0.0;1131.9;0.0;14.834;0.0;2.4325;0.0;1698.5;0.0;994.05;0.0;619.0;0.0
2015-07-19;273.2;274.0;277.1;271.9;30200.0;-0.32;0.0;1131.9;0.0;14.834;0.0;2.4325;0.0;1698.5;0.0;994.05;0.0;619.0;0.0
2015-07-20;277.7;273.2;278.9;271.8;46600.0;1.65;1.0;1106.8;-2.22;14.758;-0.44;2.422;-0.43;1689.25;-0.54;973.4;-2.29;611.05;-1.28
2015-07-21;275.1;277.7;281.0;274.2;49050.0;-0.93;0.0;1103.5;-0.3;14.785;0.18;2.415;-0.29;1661.0;-1.67;974.85;0.15;629.45;3.01
2015-07-22;276.5;275.1;277.4;273.1;41970.0;0.5;1.0;1091.5;-1.09;14.73;-0.37;2.3785;-1.51;1659.5;-0.09;984.75;1.02;626.75;-0.43
2015-07-23;275.5;276.5;277.9;274.5;35660.0;-0.34;0.0;1094.1;0.24;14.701;-0.2;2.343;-1.49;1637.0;-1.36;981.8;-0.3;617.85;-1.42
2015-07-24;288.4;275.5;289.8;274.3;74360.0;4.66;1.0;1085.5;-0.79;14.488;-1.45;2.343;0.0;1645.25;0.5;988.15;0.65;622.6;0.77
2015-07-25;288.7;288.4;291.2;284.7;41650.0;0.13;1.0;1085.5;0.0;14.488;0.0;2.343;0.0;1645.25;0.0;988.15;0.0;622.6;0.0
2015-07-26;291.8;288.7;293.3;286.8;30990.0;1.05;1.0;1085.5;0.0;14.488;0.0;2.343;0.0;1645.25;0.0;988.15;0.0;622.6;0.0
2015-07-27;293.0;291.8;295.8;285.4;69710.0;0.42;1.0;1096.4;1.0;14.605;-0.34;2.313;-1.28;1641.5;-0.23;982.95;-0.56;613.1;-1.53
2015-07-28;293.7;293.0;296.7;291.7;49070.0;0.24;1.0;1096.2;-0.02;14.642;0.25;2.357;1.9;1658.5;1.04;984.4;0.15;621.6;1.39
2015-07-29;288.4;293.7;294.7;286.9;50670.0;-1.81;0.0;1092.6;-0.33;14.743;0.69;2.367;0.42;1666.0;0.45;988.45;0.41;615.6;-0.97
2015-07-30;287.0;288.4;289.9;284.9;44790.0;-0.47;0.0;1088.4;-0.38;14.716;-0.18;2.359;-0.34;1646.0;-1.2;991.8;0.34;620.55;0.8
2015-07-31;283.7;287.0;288.7;280.8;49210.0;-1.15;0.0;1094.8;0.59;14.765;0.33;2.363;0.17;1621.5;-1.49;984.15;-0.77;610.85;-1.56
2015-08-01;280.5;283.7;284.5;276.3;39430.0;-1.15;0.0;1094.8;0.0;14.765;0.0;2.363;0.0;1621.5;0.0;984.15;0.0;610.85;0.0
2015-08-02;281.4;280.5;282.5;275.9;35670.0;0.32;1.0;1094.8;0.0;14.765;0.0;2.363;0.0;1621.5;0.0;984.15;0.0;610.85;0.0
2015-08-03;281.6;281.4;285.0;278.9;45890.0;0.08;1.0;1089.2;-0.51;14.535;-1.16;2.35;-0.55;1615.75;-0.35;956.35;-2.91;602.7;-1.33
2015-08-04;284.3;281.6;285.7;279.6;44840.0;0.97;1.0;1090.5;0.12;14.576;0.28;2.3625;0.53;1620.75;0.31;951.1;-0.55;598.6;-0.68
2015-08-05;281.7;284.3;285.5;280.5;38290.0;-0.91;0.0;1085.3;-0.48;14.573;-0.02;2.3605;-0.08;1598.5;-1.37;950.05;-0.11;593.0;-0.94
2015-08-06;278.0;281.7;282.0;276.5;33260.0;-1.32;0.0;1089.8;0.41;14.697;0.85;2.35;-0.44;1596.5;-0.13;952.8;0.29;599.8;1.15
2015-08-07;277.9;278.0;279.6;274.3;42810.0;-0.04;0.0;1093.8;0.37;14.842;0.99;2.345;-0.21;1593.0;-0.22;963.1;1.08;596.9;-0.48
2015-08-08;258.6;277.9;278.9;257.4;82540.0;-6.94;0.0;1093.8;0.0;14.842;0.0;2.345;0.0;1593.0;0.0;963.1;0.0;596.9;0.0
2015-08-09;263.9;258.6;266.8;258.6;57480.0;2.04;1.0;1093.8;0.0;14.842;0.0;2.345;0.0;1593.0;0.0;963.1;0.0;596.9;0.0
2015-08-10;263.3;263.9;266.6;260.5;48570.0;-0.22;0.0;1104.2;0.95;15.313;3.99;2.407;2.64;1621.0;1.76;986.6;3.01;605.7;1.47
2015-08-11;269.0;263.3;269.9;261.4;51360.0;2.18;1.0;1107.8;0.33;15.305;-0.05;2.3625;-1.85;1589.25;-1.96;987.8;0.12;599.6;-1.01
2015-08-12;267.7;269.0;271.5;263.7;56730.0;-0.51;0.0;1123.2;1.39;15.497;1.25;2.3765;0.59;1591.0;0.11;1000.65;1.3;623.45;3.98
2015-08-13;263.4;267.7;268.4;261.3;56490.0;-1.58;0.0;1115.2;-0.71;15.42;-0.5;2.388;0.48;1575.75;-0.96;991.15;-0.95;616.05;-1.19
2015-08-14;265.0;263.4;267.2;260.2;52330.0;0.6;1.0;1112.4;-0.25;15.234;-1.21;2.3855;-0.1;1582.75;0.44;992.75;0.16;617.75;0.28
2015-08-15;260.5;265.0;266.5;259.4;38910.0;-1.7;0.0;1112.4;0.0;15.234;0.0;2.3855;0.0;1582.75;0.0;992.75;0.0;617.75;0.0
2015-08-16;257.1;260.5;261.9;254.6;69040.0;-1.31;0.0;1112.4;0.0;15.234;0.0;2.3855;0.0;1582.75;0.0;992.75;0.0;617.75;0.0
2015-08-17;257.1;257.1;259.9;252.9;47880.0;0.0;0.0;1118.1;0.51;15.319;0.78;2.354;-1.32;1569.0;-0.87;998.8;0.54;614.0;-0.61
2015-08-18;246.7;257.1;257.5;245.7;94500.0;-4.05;0.0;1116.4;-0.15;14.808;-3.34;2.317;-1.57;1554.0;-0.96;994.95;-0.39;597.05;-2.76
2015-08-19;226.0;246.7;247.9;214.3;245820.0;-8.4;0.0;1127.1;0.96;15.195;2.61;2.3225;0.24;1556.5;0.16;1012.5;1.76;609.45;2.08
2015-08-20;234.7;226.0;238.0;225.5;90980.0;3.83;1.0;1152.2;2.23;15.533;2.22;2.367;1.92;1575.5;1.22;1032.9;2.01;622.95;2.22
2015-08-21;232.4;234.7;236.3;230.5;57650.0;-0.96;0.0;1158.6;0.56;15.317;-1.39;2.347;-0.84;1548.25;-1.73;1019.8;-1.27;604.4;-2.98
2015-08-22;229.5;232.4;235.1;221.0;74210.0;-1.23;0.0;1158.6;0.0;15.317;0.0;2.347;0.0;1548.25;0.0;1019.8;0.0;604.4;0.0
2015-08-23;226.8;229.5;232.7;224.3;48840.0;-1.22;0.0;1158.6;0.0;15.317;0.0;2.347;0.0;1548.25;0.0;1019.8;0.0;604.4;0.0
2015-08-24;211.4;226.8;228.4;207.8;196700.0;-6.76;0.0;1152.5;-0.53;14.772;-3.7;2.2915;-2.36;1519.5;-1.86;973.35;-4.94;575.05;-4.86
2015-08-25;220.5;211.4;226.6;196.3;190790.0;4.29;1.0;1137.2;-1.33;14.621;-1.02;2.3385;2.05;1556.0;2.4;982.4;0.93;539.15;-6.24
2015-08-26;225.0;220.5;230.7;218.8;92810.0;2.02;1.0;1124.7;-1.1;14.051;-3.9;2.276;-2.67;1529.75;-1.69;984.9;0.25;529.35;-1.82
2015-08-27;222.7;225.0;228.4;222.0;60250.0;-1.0;0.0;1122.4;-0.2;14.418;2.61;2.363;3.82;1558.5;1.88;1009.1;2.46;567.9;7.28
2015-08-28;231.6;222.7;234.8;219.6;90660.0;4.0;1.0;1133.5;0.99;14.542;0.86;2.384;0.89;1601.75;2.78;1018.6;0.94;589.55;3.81
2015-08-29;228.5;231.6;233.1;226.4;43740.0;-1.36;0.0;1133.5;0.0;14.542;0.0;2.384;0.0;1601.75;0.0;1018.6;0.0;589.55;0.0
2015-08-30;228.4;228.5;232.3;225.4;39810.0;-0.04;0.0;1133.5;0.0;14.542;0.0;2.384;0.0;1601.75;0.0;1018.6;0.0;589.55;0.0
2015-08-31;229.5;228.4;231.8;224.2;54510.0;0.47;1.0;1133.5;0.0;14.542;0.0;2.384;0.0;1601.75;0.0;1018.6;0.0;589.55;0.0
2015-09-01;227.2;229.5;231.4;225.8;66540.0;-1.0;0.0;1139.3;0.64;14.617;0.25;2.3435;-1.41;1599.5;-0.14;1007.0;-0.03;579.2;-3.83
2015-09-02;228.6;227.2;230.6;225.6;58770.0;0.64;1.0;1133.1;-0.54;14.664;0.32;2.3675;1.02;1595.5;-0.25;1014.5;0.74;583.35;0.72
2015-09-03;226.2;228.6;229.6;225.4;54150.0;-1.06;0.0;1124.0;-0.8;14.702;0.26;2.419;2.18;1625.25;1.86;1009.9;-0.45;581.55;-0.31
2015-09-04;230.3;226.2;231.1;225.8;61760.0;1.79;1.0;1120.9;-0.28;14.544;-1.07;2.351;-2.81;1602.5;-1.4;991.1;-1.86;577.15;-0.76
2015-09-05;233.7;230.3;235.6;228.3;48280.0;1.49;1.0;1120.9;0.0;14.544;0.0;2.351;0.0;1602.5;0.0;991.1;0.0;577.15;0.0
2015-09-06;239.9;233.7;243.6;234.7;66270.0;2.65;1.0;1120.9;0.0;14.544;0.0;2.351;0.0;1602.5;0.0;991.1;0.0;577.15;0.0
2015-09-07;239.6;239.9;242.7;237.5;57190.0;-0.12;0.0;1120.9;0.0;14.544;0.0;2.351;0.0;1602.5;0.0;991.1;0.0;577.15;0.0
2015-09-08;243.2;239.6;246.4;239.2;76350.0;1.53;1.0;1120.7;0.07;14.75;1.62;2.4605;4.66;1623.5;1.88;1005.65;1.57;586.55;0.75
2015-09-09;237.4;243.2;244.3;236.5;69260.0;-2.4;0.0;1102.0;-1.67;14.571;-1.21;2.4555;-0.2;1622.5;-0.06;983.7;-2.18;577.95;-1.47
2015-09-10;238.1;237.4;240.6;234.3;60540.0;0.28;1.0;1109.3;0.66;14.64;0.47;2.4645;0.37;1630.0;0.46;982.8;-0.09;592.5;2.52
2015-09-11;239.9;238.1;241.0;237.4;45770.0;0.76;1.0;1103.3;-0.54;14.499;-0.96;2.4645;0.0;1632.25;0.14;970.95;-1.21;591.0;-0.25
2015-09-12;235.6;239.9;240.3;233.3;43770.0;-1.79;0.0;1103.3;0.0;14.499;0.0;2.4645;0.0;1632.25;0.0;970.95;0.0;591.0;0.0
2015-09-13;230.2;235.6;236.2;228.3;51600.0;-2.3;0.0;1103.3;0.0;14.499;0.0;2.4645;0.0;1632.25;0.0;970.95;0.0;591.0;0.0
2015-09-14;229.9;230.2;232.6;226.0;61100.0;-0.12;0.0;1107.5;0.38;14.359;-1.01;2.419;-1.85;1612.25;-1.23;957.35;-1.17;587.8;-0.54
2015-09-15;229.5;229.9;242.8;228.0;49520.0;-0.17;0.0;1102.6;-0.44;14.321;-0.26;2.4385;0.81;1613.75;0.09;962.45;0.53;600.45;2.15
2015-09-16;228.6;229.5;230.9;225.1;51910.0;-0.41;0.0;1119.0;1.49;14.88;3.9;2.4615;0.94;1626.5;0.79;973.25;1.12;611.95;1.92
2015-09-17;232.7;228.6;235.2;227.9;56060.0;1.8;1.0;1117.1;-0.17;14.979;0.67;2.462;0.02;1633.25;0.42;978.2;0.51;599.2;-2.08
2015-09-18;232.2;232.7;234.7;230.6;53170.0;-0.22;0.0;1138.1;1.88;15.158;1.2;2.4035;-2.38;1626.0;-0.44;982.45;0.43;610.85;1.94
2015-09-19;231.1;232.2;233.4;230.2;34470.0;-0.47;0.0;1138.1;0.0;15.158;0.0;2.4035;0.0;1626.0;0.0;982.45;0.0;610.85;0.0
2015-09-20;231.1;231.1;232.7;229.9;33150.0;0.0;0.0;1138.1;0.0;15.158;0.0;2.4035;0.0;1626.0;0.0;982.45;0.0;610.85;0.0
2015-09-21;226.3;231.1;231.6;225.0;53430.0;-2.06;0.0;1133.1;-0.44;15.215;0.4;2.414;0.44;1617.5;-0.52;971.75;-1.01;616.1;0.86
2015-09-22;230.0;226.3;233.2;224.1;71550.0;1.63;1.0;1125.0;-0.71;14.75;-3.06;2.3245;-3.71;1589.0;-1.76;936.3;-3.65;610.95;-0.84
2015-09-23;229.9;230.0;232.2;228.5;43600.0;-0.05;0.0;1131.6;0.59;14.781;0.21;2.328;0.15;1577.0;-0.76;945.95;1.03;645.7;5.69
2015-09-24;233.8;229.9;235.8;229.6;72120.0;1.68;1.0;1153.8;1.96;15.126;2.33;2.338;0.43;1578.5;0.1;948.95;0.32;656.45;1.66
2015-09-25;235.0;233.8;237.6;232.7;61580.0;0.54;1.0;1145.7;-0.7;15.107;-0.13;2.316;-0.94;1566.5;-0.76;948.25;-0.07;667.6;1.7
2015-09-26;234.3;235.0;235.7;232.7;40290.0;-0.31;0.0;1145.7;0.0;15.107;0.0;2.316;0.0;1566.5;0.0;948.25;0.0;667.6;0.0
2015-09-27;232.5;234.3;234.8;231.8;36140.0;-0.77;0.0;1145.7;0.0;15.107;0.0;2.316;0.0;1566.5;0.0;948.25;0.0;667.6;0.0
2015-09-28;238.9;232.5;240.4;232.4;64280.0;2.74;1.0;1131.7;-1.22;14.534;-3.78;2.2865;-1.27;1547.75;-1.2;917.2;-3.38;651.85;-2.36
2015-09-29;236.7;238.9;240.4;234.8;57300.0;-0.9;0.0;1127.1;-0.41;14.573;0.27;2.284;-0.11;1560.5;0.82;915.65;-0.17;657.7;0.9
2015-09-30;235.9;236.7;237.8;234.4;50520.0;-0.33;0.0;1115.5;-1.03;14.518;-0.38;2.3675;3.66;1573.0;0.8;907.75;-0.86;650.95;-1.03
2015-10-01;237.1;235.9;238.7;234.7;52880.0;0.47;1.0;1114.0;-0.13;14.511;-0.05;2.3345;-1.39;1559.0;-0.89;907.2;-0.06;679.4;4.37
2015-10-02;236.7;237.1;238.4;235.1;47940.0;-0.14;0.0;1136.7;2.04;15.263;5.18;2.355;0.88;1550.75;-0.53;910.75;0.39;697.6;2.68
2015-10-03;238.6;236.7;239.5;236.1;43310.0;0.79;1.0;1136.7;0.0;15.263;0.0;2.355;0.0;1550.75;0.0;910.75;0.0;697.6;0.0
2015-10-04;238.3;238.6;277.6;237.5;31850.0;-0.1;0.0;1136.7;0.0;15.263;0.0;2.355;0.0;1550.75;0.0;910.75;0.0;697.6;0.0
2015-10-05;240.1;238.3;240.5;236.4;61240.0;0.76;1.0;1137.7;0.09;15.708;3.21;2.3835;1.21;1556.25;0.35;917.1;0.2;689.2;-1.2
