Time,bit-x,bitfinex,bitstamp,btce,coinbase,itbit,kraken,mtgox,okcoin,others
2012-07-19 00:00:00 UTC,,,,1976.52809770439,,,,31209.5417927078,,
2012-07-20 00:00:00 UTC,,,,5466.46483041248,,,,43723.3435431826,,
2012-07-21 00:00:00 UTC,,,,3525.76468276494,,,,35613.9809791621,,
2012-07-22 00:00:00 UTC,,,,5379.11655525087,,,,42356.7711528761,,
2012-07-23 00:00:00 UTC,,,,5972.03484187022,,,,51817.5932171973,,
2012-07-24 00:00:00 UTC,,,,2522.17799589017,,,,48172.256636815,,
2012-07-25 00:00:00 UTC,,,,2326.21826605343,,,,53906.2655902563,,
2012-07-26 00:00:00 UTC,,,,,,,,50034.7837496798,,
2012-07-27 00:00:00 UTC,,,,,,,,44510.59608491,,
2012-07-28 00:00:00 UTC,,,,,,,,41928.4619587123,,
2012-07-29 00:00:00 UTC,,,,,,,,41036.2668881042,,
2012-07-30 00:00:00 UTC,,,,1838.86594412183,,,,36597.1929994272,,
2012-07-31 00:00:00 UTC,,,,,,,,38620.6444858682,,
2012-08-01 00:00:00 UTC,,,,,,,,34554.6475090637,,
2012-08-02 00:00:00 UTC,,,,,,,,60992.5341255634,,
2012-08-03 00:00:00 UTC,,,,1723.34656177253,,,,33798.3404598364,,
2012-08-04 00:00:00 UTC,,,,,,,,22981.4717088537,,
2012-08-05 00:00:00 UTC,,,,1893.93583333036,,,,29907.6730526608,,
2012-08-06 00:00:00 UTC,,,,1496.92130803148,,,,29065.4175548724,,
2012-08-07 00:00:00 UTC,,,,,,,,32223.6649909397,,
2012-08-08 00:00:00 UTC,,,,,,,,34319.3602981419,,
2012-08-09 00:00:00 UTC,,,,1111.3502538811,,,,32916.9221112712,,
2012-08-10 00:00:00 UTC,,,,2570.96971060511,,,,24617.0527274979,,
2012-08-11 00:00:00 UTC,,,,1888.36666435733,,,,30681.5524329567,,
2012-08-12 00:00:00 UTC,,,,1777.24506072395,,,,23960.9388908284,,
2012-08-13 00:00:00 UTC,,,,,,,,31098.5097641823,,
2012-08-14 00:00:00 UTC,,,,,,,,41256.4030420596,,
2012-08-15 00:00:00 UTC,,,,,,,,34742.2098612446,,
2012-08-16 00:00:00 UTC,,,,1287.19006684446,,,,16355.5629463838,,
2012-08-17 00:00:00 UTC,,,,,,,,26402.9544366519,,
2012-08-18 00:00:00 UTC,,,,836.968044219988,,,,15340.090230688,,
2012-08-19 00:00:00 UTC,,,,3170.76445036631,,,,11806.0318171345,,
2012-08-20 00:00:00 UTC,,,,3162.17423393326,,,,9370.7934899417,,
2012-08-21 00:00:00 UTC,,,,,,,,12613.5710760891,,
2012-08-22 00:00:00 UTC,,,,,,,,15148.9062519955,,
2012-08-23 00:00:00 UTC,,,,,,,,21123.4115685348,,
2012-08-26 00:00:00 UTC,,,,1173.7059637318,,,,24119.2936397035,,
2012-08-27 00:00:00 UTC,,,,,,,,14671.1760856244,,
2012-08-28 00:00:00 UTC,,,,,,,,12484.1311042179,,
2012-08-29 00:00:00 UTC,,,,,,,,14514.1227755786,,
2012-08-30 00:00:00 UTC,,,,1333.0867667711,,,,17830.2196403876,,
2012-08-31 00:00:00 UTC,,,,1175.88775500356,,,,15663.9454823906,,
2012-09-01 00:00:00 UTC,,,,,,,,7170.57455108629,,
2012-09-02 00:00:00 UTC,,,,2267.74344067581,,,,8761.49936002225,,
2012-09-03 00:00:00 UTC,,,,1367.13589515872,,,,10105.8814429813,,
2012-09-04 00:00:00 UTC,,,,1468.38192164665,,,,11563.6704206612,,
2012-09-05 00:00:00 UTC,,,,1353.41270354959,,,,11417.0973299713,,
2012-10-27 00:00:00 UTC,,,,1913.36776623691,,,,14509.7542739864,,
2012-10-28 00:00:00 UTC,,,,1296.76278205528,,,,16820.5898684023,,
2012-10-29 00:00:00 UTC,,,,1309.52270133469,,,,,,
2012-10-30 00:00:00 UTC,,,,1729.09788658141,,,,54795.9004107083,,
2012-10-31 00:00:00 UTC,,,,1308.90505391208,,,,51717.2857552379,,
2012-11-01 00:00:00 UTC,,,,1382.10905472908,,,,42394.2716766022,,
2012-11-02 00:00:00 UTC,,,,3393.74214161094,,,,37332.225239894,,
2012-11-03 00:00:00 UTC,,,,5099.11366707553,,,,39866.4557464771,,
2012-11-04 00:00:00 UTC,,,,5063.85459565103,,,,41570.2726844171,,
2012-11-05 00:00:00 UTC,,,,3044.12742429327,,,,35564.7470533779,,
2012-11-06 00:00:00 UTC,,,2735.55403251624,2484.14617048931,,,,33982.8803082695,,
2012-11-07 00:00:00 UTC,,,2314.03726657109,2360.26238962794,,,,33577.1441010246,,
2012-11-08 00:00:00 UTC,,,2597.78471710359,1726.57552530484,,,,34987.9119963391,,
2012-11-09 00:00:00 UTC,,,2928.9046501425,1504.17026678586,,,,36253.0496092789,,
2012-11-10 00:00:00 UTC,,,2553.27249878343,1608.07304031782,,,,35477.2126534384,,
2012-11-11 00:00:00 UTC,,,2052.3264887677,1872.82335799554,,,,34338.0008637153,,
2012-11-12 00:00:00 UTC,,,2236.74263615783,2212.36420483258,,,,36355.8057441302,,
2012-11-13 00:00:00 UTC,,,2268.62884229365,1937.46412014743,,,,32327.0669755273,,
2012-11-14 00:00:00 UTC,,,2510.15311951693,2257.48343732462,,,,31942.9980397479,,
2012-11-15 00:00:00 UTC,,,3192.85186269471,2133.91988116727,,,,31504.4886174993,,
2012-11-16 00:00:00 UTC,,,3823.66201540531,5345.57386199893,,,,39655.6071150477,,
2012-11-17 00:00:00 UTC,,,3698.30078358763,7271.63930707422,,,,35478.4622879668,,
2012-11-18 00:00:00 UTC,,,3355.37441874784,4830.1549835157,,,,36745.2965654481,,
2012-11-19 00:00:00 UTC,,,3214.12280325168,3761.42264417464,,,,32773.436855694,,
2012-11-20 00:00:00 UTC,,,4225.242621151,3023.66017410139,,,,28512.4580062056,,
2012-11-21 00:00:00 UTC,,,4628.38938489137,1891.73953191823,,,,27938.6830266195,,
2012-11-22 00:00:00 UTC,,,4244.21296277635,2522.50027700847,,,,36930.1741901708,,
2012-11-23 00:00:00 UTC,,,2170.40549735726,1903.63663739944,,,,35500.1656812397,,
2012-11-24 00:00:00 UTC,,,3228.78466690518,2961.75490717762,,,,30158.9216964495,,
2012-11-25 00:00:00 UTC,,,2520.09840511422,1343.42289036504,,,,27296.8507563014,,
2012-11-26 00:00:00 UTC,,,2726.23748386351,1527.85392656935,,,,26846.7470835039,,
2012-11-27 00:00:00 UTC,,,2759.56939670409,1338.15811754649,,,,29830.82908043,,
2012-11-28 00:00:00 UTC,,,3786.24080507946,1435.24269777927,,,,30264.1615548765,,
2012-11-29 00:00:00 UTC,,,3046.78709240082,1594.6769791957,,,,28666.9286602297,,
2012-11-30 00:00:00 UTC,,,3537.22090400742,1307.613720836,,,,30543.5856654431,,
2012-12-01 00:00:00 UTC,,,3453.4611329881,1565.70853436963,,,,30055.130162695,,
2012-12-02 00:00:00 UTC,,,2986.26941730154,1270.94223354537,,,,27944.9965294906,,
2012-12-03 00:00:00 UTC,,,3929.32557581087,1497.11912509864,,,,27064.4186886888,,
2012-12-04 00:00:00 UTC,,,4547.07405670914,2442.42289474315,,,,48596.2798967956,,
2012-12-05 00:00:00 UTC,,,3504.13716955239,2015.03931458715,,,,32358.7598628992,,
2012-12-06 00:00:00 UTC,,,3675.69282537112,2240.52347521102,,,,32900.444861618,,
2012-12-07 00:00:00 UTC,,,3168.42252177159,1923.86380728189,,,,29149.7143047225,,
2012-12-08 00:00:00 UTC,,,3331.38814233723,2211.25440997044,,,,29737.7602423062,,
2012-12-09 00:00:00 UTC,,,3713.88871527955,2283.6031587381,,,,29947.8688997623,,
2012-12-10 00:00:00 UTC,,,3363.43589317255,2223.332143425,,,,28260.6343681618,,
2012-12-11 00:00:00 UTC,,,3736.52819105392,1533.71841213439,,,,31456.7593745769,,
2012-12-12 00:00:00 UTC,,,3564.42026975055,1217.54295854633,,,,29177.4145312218,,
2012-12-13 00:00:00 UTC,,,3773.0003424621,1182.14289682956,,,,24829.0994989403,,
2012-12-14 00:00:00 UTC,,,5262.9927543653,1006.65379438403,,,,32930.2755919006,,
2012-12-15 00:00:00 UTC,,,4316.74080806911,1045.97485705803,,,,30559.9888923937,,
2012-12-16 00:00:00 UTC,,,4009.65850898222,1060.86351168821,,,,31645.9973873634,,
2012-12-17 00:00:00 UTC,,,3027.93738263474,1517.11478980632,,,,35496.3388295841,,
2012-12-18 00:00:00 UTC,,,2456.88938434351,2033.24147592157,,,,35168.6161944606,,
2012-12-19 00:00:00 UTC,,,3672.57403689086,1725.02899864987,,,,37266.3340860953,,
2012-12-20 00:00:00 UTC,,,5317.06472768918,2011.96649549764,,,,27862.0166768204,,
2012-12-21 00:00:00 UTC,,,4642.57929244328,2117.0203913981,,,,29966.2095896203,,
